name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Danny Ward,GK,Leicester,6.7,0,3,35,1,0.0,254,0.00032,0.00032,0.0,1.4004,159,0,0,4.6,46.0,2022-11-12T15:00:00Z,90,19,0,0,0,0,16,6,2918468,1,2,0,0.0,11,60166,83766,23600,41,False,0,2022-23,16,4.1,,,,,,,,,,,,,GK,danny ward,0,90.0,90.0,5.666666666666667,6.4,0.0,0.0,0.0,0.8,2.8,90.0,1.0,6.173333333333334,2.8699999999999997,6.2,5.44,1,0,1
David Raya Martin,GK,Brentford,1.7,0,0,20,0,0.0,81,0.0233,0.0233,0.0,1.6078,155,1,0,3.3,33.0,2022-11-12T12:30:00Z,90,13,0,0,0,0,16,5,837925,1,2,1,0.0,3,-61217,11272,72489,46,False,0,2022-23,16,4.6,,,,,,,,,,,,,GK,david raya martin,0,90.0,90.0,2.3333333333333335,5.4,0.0,0.0,0.0,0.4,5.4,90.0,1.0,3.706666666666667,3.2199999999999998,4.6,5.33,0,0,0
Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,342,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2022-11-13T16:30:00Z,0,9,0,0,0,0,16,0,1273701,0,2,1,0.0,0,-375584,49900,425484,48,False,0,2022-23,16,4.8,,,,,,,,,,,,,DEF,diogo dalot teixeira,0,90.0,90.0,3.6666666666666665,5.2,0.0,0.0,0.0,0.6,0.0,90.0,1.0,4.8533333333333335,3.36,5.4,4.64,1,0,0
Dominic Solanke,FWD,Bournemouth,3.0,1,0,10,1,10.8,66,0.00538,0.43218,0.4268,0.8243,151,0,0,8.8,6.2,2022-11-12T15:00:00Z,90,8,0,0,0,0,16,0,792326,1,0,3,71.0,5,308782,343040,34258,58,True,0,2022-23,16,5.8,,,,,,,,,,,,,FWD,dominic solanke,0,74.0,80.0,3.0,4.6,0.0,0.0,0.0,0.0,0.0,76.4,0.9550000000000001,4.720000000000001,3.8773,3.0,2.25,0,0,0
Gabriel Fernando de Jesus,FWD,Arsenal,4.8,0,0,9,1,9.3,28,0.13071,0.50271,0.372,0.4928,160,0,0,7.0,6.2,2022-11-12T19:45:00Z,90,20,0,0,0,0,16,0,6357613,1,2,0,54.0,2,-71731,202097,273828,80,False,0,2022-23,16,8.0,,,,,,,,,,,,,FWD,gabriel fernando de jesus,0,90.0,88.2,4.333333333333333,4.0,0.0,0.0,0.0,0.6,0.0,89.28,1.0,6.666666666666667,5.6,3.0,3.09,1,0,0
Granit Xhaka,MID,Arsenal,2.8,0,0,3,0,0.2,3,0.00226,0.00226,0.0,0.0,160,0,0,0.0,0.0,2022-11-12T19:45:00Z,15,20,0,0,0,0,16,0,420636,1,2,0,0.0,1,-11525,23835,35360,51,False,0,2022-23,16,5.1,,,,,,,,,,,,,MID,granit xhaka,0,84.66666666666667,86.8,5.333333333333333,4.2,0.0,0.0,0.0,0.6,0.0,85.52000000000001,1.0,6.306666666666667,3.5699999999999994,3.0,2.68,0,0,0
Harry Kane,FWD,Spurs,7.2,1,2,45,0,23.7,427,0.03902,0.60012,0.5611,1.2076,158,3,1,10.7,40.6,2022-11-12T15:00:00Z,90,11,0,0,0,0,16,0,2825707,1,3,4,43.0,11,54563,199648,145085,116,True,0,2022-23,16,11.6,,,,,,,,,,,,,FWD,harry kane,0,90.0,90.0,5.666666666666667,5.6,0.0,0.0,0.0,0.2,0.0,90.0,1.0,9.173333333333334,8.12,3.0,4.39,1,0,0
James Justin,DEF,Leicester,0.0,0,0,0,0,0.0,268,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,19,0,0,0,0,16,0,203788,0,2,0,0.0,0,-32979,27328,60307,43,False,0,2022-23,16,4.3,,,,,,,,,,,,,DEF,james justin,0,89.0,89.4,5.0,5.6,0.0,0.0,0.0,0.8,0.0,89.16,1.0,5.72,3.01,6.2,4.51,1,0,0
Kevin De Bruyne,MID,Man City,7.7,0,0,11,0,49.5,301,0.54814,0.64564,0.0975,1.2862,155,2,0,10.2,19.0,2022-11-12T12:30:00Z,90,4,0,0,0,0,16,0,4109121,1,2,1,33.0,2,27040,149266,122226,126,True,0,2022-23,16,12.6,,,,,,,,,,,,,MID,kevin de bruyne,0,90.0,85.8,9.0,7.0,0.0,0.0,0.0,0.4,0.0,88.32,1.0,12.24,8.819999999999999,3.0,5.41,1,0,0
Kieran Trippier,DEF,Newcastle,9.5,0,2,27,1,40.2,357,0.19575,0.19575,0.0,0.2957,156,0,0,6.1,18.4,2022-11-12T17:30:00Z,90,6,0,0,0,0,16,0,6988416,1,0,1,2.0,7,106887,144257,37370,59,True,1,2022-23,16,5.9,,,,,,,,,,,,,DEF,kieran trippier,0,86.33333333333333,87.8,8.333333333333334,8.0,0.0,0.0,0.0,0.8,0.0,86.91999999999999,1.0,9.026666666666667,4.13,6.2,5.1,1,0,0
