name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Alexis Mac Allister,MID,Brighton,13.0,0,0,24,0,11.8,116,0.33,0.98,0.65,1.54,265,2,1,9.2,32.6,2023-03-11T15:00:00Z,90,11,0,0,0,0,27,0,763352,1,2,2,48.0,7,410180,425836,15656,55,False,0,2022-23,27,5.5,,,,,,,,,,,,,MID,alexis mac allister,0,90.0,72.0,5.666666666666667,3.6,0.7518379999999998,0.64202,0.11381800000000004,0.2,0.0,82.8,1.0,6.733333333333334,3.8499999999999996,6.7591899999999985,6.61,1,1,0
Alexis Mac Allister,MID,Brighton,13.0,0,0,5,1,13.4,116,0.03,0.17,0.14,1.15,73,0,0,6.0,5.4,2023-03-15T19:30:00Z,87,7,0,0,0,0,27,0,763352,1,0,1,41.0,3,410180,425836,15656,55,True,0,2022-23,27,5.5,,,,,,,,,,,,,MID,alexis mac allister,0,90.0,72.0,7.666666666666667,4.8,0.9079999999999998,0.7540000000000001,0.15800000000000006,0.2,0.0,82.8,1.0,8.333333333333334,3.8499999999999996,7.539999999999999,7.48,1,1,0
Bernd Leno,GK,Fulham,3.7,0,0,17,0,0.0,2,0.0,0.0,0.0,2.38,264,3,0,3.1,31.4,2023-03-12T14:00:00Z,90,1,0,0,0,0,27,4,371508,1,3,0,0.0,2,-14240,12399,26639,45,True,0,2022-23,27,4.5,,,,,,,,,,,,,GK,bernd leno,0,90.0,90.0,5.0,5.4,0.0,0.0,0.0,0.6,2.8,90.0,1.0,5.8,3.15,5.4,5.44,1,0,0
Bruno Borges Fernandes,MID,Man Utd,6.2,0,0,17,1,26.9,333,0.12,0.19,0.07,1.14,267,0,0,6.2,17.0,2023-03-12T14:00:00Z,90,17,0,0,0,0,27,0,858205,1,0,0,18.0,3,-78754,43012,121766,97,True,0,2022-23,27,9.7,,,,,,,,,,,,,MID,bruno borges fernandes,0,90.0,90.0,5.666666666666667,5.8,0.7179999999999996,0.3799999999999999,0.3380000000000002,0.4,0.0,90.0,1.0,8.413333333333334,6.789999999999999,6.589999999999998,6.25,1,0,0
Gavin Bazunu,GK,Southampton,9.4,0,0,12,0,0.0,422,0.0,0.0,0.0,2.01,69,2,0,1.8,18.2,2023-03-15T19:30:00Z,90,4,0,0,0,0,27,2,79548,1,2,0,0.0,1,7692,10126,2434,45,True,0,2022-23,27,4.5,,,,,,,,,,,,,GK,gavin bazunu,0,90.0,90.0,5.333333333333333,5.2,0.0019999999999994007,0.0,0.0020000000000002334,0.6,2.2,90.0,1.0,6.066666666666666,3.15,5.409999999999997,5.25,0,0,0
Ivan Toney,FWD,Brentford,12.1,0,0,-6,0,5.6,80,0.03,0.46,0.43,1.03,263,1,0,2.3,0.0,2023-03-11T15:00:00Z,90,8,0,0,0,0,27,0,4462625,1,0,1,19.0,2,843235,892596,49361,78,False,0,2022-23,27,7.8,,,,,,,,,,,,,FWD,ivan toney,0,90.0,90.0,6.333333333333333,4.2,0.8521099999999994,0.5964599999999997,0.25565000000000004,0.4,0.0,90.0,1.0,8.186666666666667,5.46,7.260549999999997,6.38,1,0,0
Ivan Toney,FWD,Brentford,12.1,1,3,42,1,11.7,80,0.13,1.05,0.92,0.51,69,0,1,11.9,60.2,2023-03-15T19:30:00Z,90,17,0,0,0,0,27,0,4462625,1,2,0,47.0,11,843235,892596,49361,78,False,1,2022-23,27,7.8,,,,,,,,,,,,,FWD,ivan toney,0,90.0,90.0,4.0,4.4,0.9139999999999994,0.6539999999999997,0.26000000000000006,0.2,0.0,90.0,1.0,6.32,5.46,7.569999999999997,6.74,1,0,0
Jan Bednarek,DEF,Southampton,7.8,0,0,9,0,1.0,410,0.01,0.01,0.0,2.01,69,2,0,0.9,5.6,2023-03-15T19:30:00Z,90,4,0,0,0,0,27,0,27922,1,2,0,2.0,0,5031,6103,1072,42,True,1,2022-23,27,4.2,,,,,,,,,,,,,DEF,jan bednarek,0,90.0,90.0,5.0,4.2,0.0699999999999992,0.051999999999999734,0.018000000000000134,0.6,0.0,90.0,1.0,5.68,2.94,5.7499999999999964,4.99,0,0,0
Kenny Tete,DEF,Fulham,2.0,0,0,11,0,7.3,215,0.04,0.09,0.04,2.38,264,3,0,2.3,14.2,2023-03-12T14:00:00Z,90,1,0,0,0,0,27,0,59212,1,3,0,1.0,1,-6969,1065,8034,44,True,0,2022-23,27,4.4,,,,,,,,,,,,,DEF,kenny tete,0,87.33333333333333,88.4,3.0,4.2,0.11199999999999935,0.021999999999999777,0.08800000000000004,0.6,0.0,87.76,1.0,4.16,3.08,5.959999999999997,5.04,0,0,0
Marcus Rashford,MID,Man Utd,7.2,0,0,3,1,1.7,335,0.02,0.17,0.15,1.14,267,0,0,3.8,17.0,2023-03-12T14:00:00Z,90,17,0,0,0,0,27,0,6142978,1,0,0,19.0,3,69853,118043,48190,74,True,0,2022-23,27,7.4,,,,,,,,,,,,,MID,marcus rashford,0,80.66666666666667,84.4,8.333333333333334,9.0,0.6099999999999991,0.582,0.030000000000000072,0.4,0.0,82.16,1.0,9.626666666666669,5.18,6.049999999999995,6.2,1,0,0
