name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Aaron Hickey,DEF,Brentford,2.8,0,0,3,0,0.3,510,0.0,0.0,0.0,0.0,24,2,0,0.2,2.0,2022-08-20T14:00:00Z,59,9,0,0,0,0,3,0,42584,0,2,3,0.0,0,7965,11646,3681,50,False,0,2022-23,3,5.0,,,,,,,,,,,,,DEF,aaron hickey,0,81.0,77.25,3.5,3.25,0.17250000000000001,0.03,0.14250000000000002,0.5,0.0,79.5,0.99375,4.800000000000001,3.478125,5.8625,4.74,1,0,0
Adam Webster,DEF,Brighton,4.7,0,0,22,1,0.9,108,0.0,0.0,0.0,0.0,30,0,0,1.5,10.0,2022-08-21T13:00:00Z,90,19,0,0,0,0,3,0,18298,0,2,0,4.0,6,1038,4094,3056,45,False,0,2022-23,3,4.5,,,,,,,,,,,,,DEF,adam webster,0,90.0,89.75,4.0,6.25,0.004999999999999917,0.0,0.005000000000000028,0.75,0.0,89.9,1.0,5.0,3.15,6.0249999999999995,4.53,1,0,0
Antonee Robinson,DEF,Fulham,2.2,0,0,9,0,21.4,217,0.0,0.0,0.0,0.0,24,2,0,3.3,11.4,2022-08-20T14:00:00Z,90,4,0,0,0,0,3,0,16456,0,2,3,0.0,1,1589,2756,1167,45,True,0,2022-23,3,4.5,,,,,,,,,,,,,DEF,antonee robinson,0,90.0,85.75,3.5,3.0,0.052499999999999714,0.02500000000000003,0.027500000000000226,0.5,0.0,88.30000000000001,1.0,4.6000000000000005,3.15,5.262499999999998,4.3,1,0,0
Bukayo Saka,MID,Arsenal,4.7,0,0,12,1,29.9,13,0.0,0.0,0.0,0.0,21,0,0,5.0,12.0,2022-08-20T16:30:00Z,87,3,0,0,0,0,3,0,1658605,0,3,0,8.0,3,-310888,67472,378360,80,False,0,2022-23,3,8.0,,,,,,,,,,,,,MID,bukayo saka,0,86.5,66.75,4.0,4.0,0.6549999999999996,0.6499999999999999,0.00500000000000025,0.25,0.0,78.6,0.9824999999999999,6.4,5.501999999999999,6.274999999999998,6.4,1,0,1
Diogo Teixeira da Silva,FWD,Liverpool,0.0,0,0,0,0,0.0,288,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,14,0,0,0,0,3,0,34014,0,1,2,0.0,0,-7033,1949,8982,89,False,0,2022-23,3,8.9,,,,,,,,,,,,,FWD,diogo teixeira da silva,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.80000000000001,1.0,3.5600000000000005,6.2299999999999995,3.0,3.4,1,0,0
Gabriel Fernando de Jesus,FWD,Arsenal,9.3,1,0,15,1,23.1,28,0.0,0.0,0.0,0.0,21,0,0,10.3,25.6,2022-08-20T16:30:00Z,90,3,0,0,0,0,3,0,7496318,0,3,0,54.0,4,853585,882488,28903,81,False,1,2022-23,3,8.1,,,,,,,,,,,,,FWD,gabriel fernando de jesus,0,82.5,86.25,10.5,9.5,0.08749999999999936,0.07499999999999958,0.012500000000000278,0.75,0.0,84.0,1.0,11.64,5.669999999999999,3.437499999999997,3.05,0,0,0
José Malheiro de Sá,GK,Wolves,6.2,0,0,14,0,0.0,478,0.0,0.0,0.0,0.0,29,1,0,2.3,22.8,2022-08-20T11:30:00Z,90,18,0,0,0,0,3,3,398294,0,0,1,0.0,3,31032,58999,27967,50,False,0,2022-23,3,5.0,,,,,,,,,,,,,GK,josé malheiro de sá,0,90.0,63.5,8.5,4.75,0.14499999999999919,0.13999999999999974,0.0050000000000000626,0.5,1.5,79.4,0.9925,8.8,3.4737500000000003,5.724999999999996,5.52,1,0,0
Kevin De Bruyne,MID,Man City,9.3,1,0,25,0,70.4,301,0.0,0.0,0.0,0.0,28,3,0,13.6,38.2,2022-08-21T15:30:00Z,90,15,0,0,0,0,3,0,2104831,0,3,3,27.0,5,407691,481367,73676,121,False,0,2022-23,3,12.1,,,,,,,,,,,,,MID,kevin de bruyne,0,88.5,89.25,10.0,6.5,0.01749999999999915,0.009999999999999709,0.007500000000000017,0.5,0.0,88.80000000000001,1.0,12.84,8.469999999999999,3.087499999999996,5.33,1,0,0
Lloyd Kelly,DEF,Bournemouth,3.3,0,0,13,0,14.7,73,0.0,0.0,0.0,0.0,21,3,0,3.8,23.0,2022-08-20T16:30:00Z,90,1,0,0,0,0,3,0,137690,0,3,0,0.0,1,-14221,16429,30650,45,True,0,2022-23,3,4.5,,,,,,,,,,,,,DEF,lloyd kelly,0,90.0,90.0,6.0,5.25,0.02999999999999896,0.022499999999999833,0.007499999999999958,0.5,0.0,90.0,1.0,6.6000000000000005,3.15,5.149999999999995,4.21,1,0,0
Marek Rodák,GK,Fulham,1.8,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,24,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,4,0,0,0,0,3,0,24740,0,2,3,0.0,0,3471,5582,2111,45,True,0,2022-23,3,4.5,,,,,,,,,,,,,GK,marek rodák,0,90.0,86.75,3.5,2.75,0.20499999999999902,0.05499999999999989,0.15000000000000013,0.5,0.5,88.7,1.0,4.6000000000000005,3.15,6.024999999999995,5.21,0,0,0
