name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Bernd Leno,GK,Fulham,0.7,0,0,0,0,0.0,2,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,12,0,0,0,0,1,0,116351,0,2,2,0.0,0,0,0,0,45,True,0,2022-23,1,4.5,,,,,,,,,,,,,GK,bernd leno,0,90.0,90.0,7.0,6.5,0.3899999999999996,0.21749999999999997,0.1725000000000003,0.75,0.0,90.0,1.0,7.4,3.15,7.949999999999998,6.93,1,0,0
Bryan Gil Salvatierra,MID,Spurs,2.1,0,0,0,0,0.0,554,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,17,0,0,0,0,1,0,1410,0,1,4,0.0,0,0,0,0,50,True,0,2022-23,1,5.0,,,,,,,,,,,,,MID,bryan gil salvatierra,0,90.0,86.0,5.0,4.5,0.4199999999999997,0.14499999999999993,0.27500000000000024,0.0,0.0,88.4,1.0,6.0,3.5,5.099999999999999,4.17,0,0,0
Harry Kane,FWD,Spurs,4.4,0,0,4,0,22.2,427,0.0,0.0,0.0,0.0,8,1,0,7.1,14.6,2022-08-06T14:00:00Z,90,17,0,0,0,0,1,0,2286082,0,1,4,34.0,2,0,0,0,115,True,0,2022-23,1,11.5,,,,,,,,,,,,,FWD,harry kane,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,4.6000000000000005,8.049999999999999,3.0,4.36,0,0,0
Ilkay Gündogan,MID,Man City,3.6,0,0,11,1,26.4,300,0.0,0.0,0.0,0.0,10,0,0,5.1,3.8,2022-08-07T15:30:00Z,77,19,0,0,0,0,1,0,75393,0,2,0,21.0,3,0,0,0,75,False,0,2022-23,1,7.5,,,,,,,,,,,,,MID,ilkay gündogan,0,90.0,90.0,2.0,2.0,0.4099999999999991,0.3749999999999996,0.03500000000000009,0.0,0.0,90.0,1.0,4.6,5.25,5.049999999999995,5.08,1,0,0
Jan Bednarek,DEF,Southampton,1.4,0,0,18,0,21.0,410,0.0,0.0,0.0,0.0,8,4,0,4.0,14.6,2022-08-06T14:00:00Z,90,18,0,0,0,0,1,0,42818,0,1,4,4.0,0,0,0,0,45,False,0,2022-23,1,4.5,,,,,,,,,,,,,DEF,jan bednarek,0,84.5,85.75,6.5,5.5,0.462499999999999,0.43999999999999967,0.02250000000000017,0.5,0.0,85.0,1.0,7.0,3.15,7.312499999999995,7.33,1,0,1
Jannik Vestergaard,DEF,Leicester,1.0,0,0,0,0,0.0,253,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,4,0,0,0,0,1,0,799742,0,2,2,0.0,0,0,0,0,40,True,0,2022-23,1,4.0,,,,,,,,,,,,,DEF,jannik vestergaard,0,90.0,90.0,4.0,4.0,0.31499999999999906,0.2674999999999996,0.04750000000000017,0.5,0.0,90.0,1.0,4.800000000000001,2.8,6.574999999999996,6.29,1,0,0
Junior Stanislas,MID,Bournemouth,1.1,0,0,3,0,0.0,58,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,1,2,0,0,0,0,1,0,9491,0,0,2,0.0,1,0,0,0,50,True,0,2022-23,1,5.0,,,,,,,,,,,,,MID,junior stanislas,0,76.5,73.5,5.0,6.0,0.4624999999999991,0.3624999999999996,0.1000000000000001,0.75,0.0,75.3,0.9412499999999999,6.0,3.2943749999999996,5.312499999999996,4.86,1,0,0
Kevin De Bruyne,MID,Man City,4.7,1,0,24,1,43.0,301,0.0,0.0,0.0,0.0,10,0,0,8.7,24.4,2022-08-07T15:30:00Z,87,19,0,0,0,0,1,0,1151254,0,2,0,20.0,6,0,0,0,120,False,0,2022-23,1,12.0,,,,,,,,,,,,,MID,kevin de bruyne,0,90.0,90.0,3.0,3.5,0.047499999999999154,0.03249999999999971,0.015000000000000017,0.25,0.0,90.0,1.0,7.200000000000001,8.399999999999999,3.237499999999996,5.14,1,0,0
Kevin Mbabu,DEF,Fulham,0.4,0,0,0,0,0.0,532,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,12,0,0,0,0,1,0,14856,0,2,2,0.0,0,0,0,0,45,True,0,2022-23,1,4.5,,,,,,,,,,,,,DEF,kevin mbabu,0,79.0,82.75,3.0,4.75,0.8299999999999991,0.4349999999999998,0.395,0.75,0.0,80.5,1.0,4.2,3.15,10.149999999999995,9.03,1,1,0
Marek Rodák,GK,Fulham,0.7,0,0,11,0,0.0,213,0.0,0.0,0.0,0.0,4,2,0,1.0,10.2,2022-08-06T11:30:00Z,90,12,0,0,0,0,1,1,12206,0,2,2,0.0,1,0,0,0,45,True,0,2022-23,1,4.5,,,,,,,,,,,,,GK,marek rodák,0,83.5,85.5,2.0,2.25,0.289999999999999,0.10499999999999987,0.1850000000000001,0.5,0.0,84.30000000000001,1.0,3.4000000000000004,3.15,6.449999999999995,5.49,0,0,0
Michail Antonio,FWD,West Ham,1.4,0,0,1,0,0.3,458,0.0,0.0,0.0,0.0,10,1,0,2.0,0.0,2022-08-07T15:30:00Z,56,13,0,0,0,0,1,0,393620,0,2,0,22.0,1,0,0,0,75,True,0,2022-23,1,7.5,,,,,,,,,,,,,FWD,michail antonio,0,85.5,69.5,14.0,7.75,0.589999999999999,0.2974999999999999,0.2925,0.25,0.0,79.1,0.9887499999999999,14.0,5.1909374999999995,5.949999999999995,4.45,1,0,0
