name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Alexandre Moreno Lopera,DEF,Aston Villa,5.3,0,1,22,1,24.1,694,0.07,0.09,0.02,0.1,321,0,0,4.3,13.8,2023-04-25T18:45:00Z,76,9,0,0,0,0,33,0,341191,1,0,1,5.0,7,37690,53638,15948,45,True,0,2022-23,33,4.5,,,,,,,,,,,,,DEF,alexandre moreno lopera,0,81.66666666666667,83.4,5.666666666666667,5.0,0.1919999999999998,0.03200000000000004,0.21800000000000005,0.6,0.0,82.36000000000001,1.0,6.333333333333334,3.15,6.359999999999999,5.58,1,0,0
Andreas Hoelgebaum Pereira,MID,Fulham,4.4,0,0,1,0,5.4,346,0.01,0.11,0.1,0.72,321,1,0,0.4,0.0,2023-04-25T18:45:00Z,67,2,0,0,0,0,33,0,1624701,1,0,1,4.0,2,13972,58760,44788,44,False,0,2022-23,33,4.4,,,,,,,,,,,,,MID,andreas hoelgebaum pereira,0,82.33333333333333,80.6,4.666666666666667,4.4,0.48999999999999977,0.562,0.036000000000000094,0.0,0.0,81.64,1.0,5.493333333333334,3.08,5.449999999999999,5.67,1,0,0
Antony Matheus dos Santos,MID,Man Utd,4.6,0,0,15,0,0.0,609,0.12,0.14,0.02,1.54,325,1,0,0.0,0.0,2023-04-27T19:15:00Z,70,18,0,0,0,0,33,0,343571,1,2,2,0.0,2,5730,10971,5241,73,False,0,2022-23,33,7.3,,,,,,,,,,,,,MID,antony matheus dos santos,0,78.0,73.6,6.0,4.8,0.44599999999999973,0.402,0.19800000000000023,0.8,0.0,76.24,0.953,7.720000000000001,4.869829999999999,5.229999999999999,5.47,1,0,0
Ashley Young,DEF,Aston Villa,4.7,0,0,17,1,16.1,538,0.02,0.04,0.02,0.1,321,0,0,2.8,8.0,2023-04-25T18:45:00Z,84,9,0,0,0,0,33,0,97066,1,0,1,4.0,5,3402,6837,3435,43,True,1,2022-23,33,4.3,,,,,,,,,,,,,DEF,ashley young,0,81.66666666666667,83.8,5.0,4.6,0.019999999999999733,0.018000000000000044,0.03200000000000022,0.6,0.0,82.52000000000001,1.0,5.72,3.01,5.499999999999998,4.76,0,0,0
Emiliano Martínez Romero,GK,Aston Villa,4.3,0,0,21,1,0.0,31,0.0,0.0,0.0,0.1,321,0,0,0.5,5.4,2023-04-25T18:45:00Z,90,9,0,0,0,0,33,0,763680,1,0,1,0.0,5,-54353,11481,65834,50,True,1,2022-23,33,5.0,,,,,,,,,,,,,GK,emiliano martínez romero,0,75.0,81.0,5.333333333333333,6.0,0.0,0.0,0.002000000000000172,0.6,3.2,77.4,0.9675,6.266666666666667,3.38625,5.4,5.77,1,0,0
Gabriel Fernando de Jesus,FWD,Arsenal,5.5,0,0,4,0,2.1,28,0.0,0.0,0.0,1.89,329,3,0,0.8,1.6,2023-04-26T19:00:00Z,80,13,0,0,0,0,33,0,3280369,1,1,4,4.0,2,-173341,15949,189290,82,False,0,2022-23,33,8.2,,,,,,,,,,,,,FWD,gabriel fernando de jesus,0,78.33333333333333,63.8,5.333333333333333,5.8,0.7139999999999994,1.0379999999999996,0.032000000000000216,0.0,0.0,72.52,0.9065,7.546666666666667,5.203309999999999,6.569999999999997,7.08,1,0,1
Harry Kane,FWD,Spurs,7.0,2,3,46,0,0.0,427,0.54,0.81,0.27,2.13,325,2,0,0.0,0.0,2023-04-27T19:15:00Z,90,14,0,0,0,0,33,0,3788882,1,2,2,0.0,11,-573380,8859,582239,115,True,0,2022-23,33,11.5,,,,,,,,,,,,,FWD,harry kane,0,90.0,90.0,5.666666666666667,6.0,0.4659999999999994,0.6559999999999997,0.0680000000000002,0.0,0.0,90.0,1.0,9.133333333333335,8.049999999999999,5.3299999999999965,6.54,1,0,0
Ivan Toney,FWD,Brentford,4.7,0,0,0,1,6.9,80,0.0,0.03,0.03,1.08,328,0,0,1.5,0.0,2023-04-26T18:45:00Z,82,6,0,0,0,0,33,0,3765162,1,2,0,9.0,2,-260198,35741,295939,76,False,0,2022-23,33,7.6,,,,,,,,,,,,,FWD,ivan toney,0,90.0,90.0,5.0,5.2,0.7119999999999993,0.7459999999999997,0.14400000000000007,0.0,0.0,90.0,1.0,7.04,5.319999999999999,6.559999999999997,6.78,1,0,0
Joelinton Cássio Apolinário de Lira,MID,Newcastle,7.8,0,2,25,0,0.0,371,0.04,0.36,0.32,0.66,322,1,1,0.0,0.0,2023-04-27T18:45:00Z,90,8,0,0,0,0,33,0,205245,1,4,1,0.0,9,49368,58242,8874,60,False,0,2022-23,33,6.0,,,,,,,,,,,,,MID,joelinton cássio apolinário de lira,0,86.33333333333333,74.2,7.0,7.0,0.2839999999999994,0.6019999999999998,0.020000000000000157,0.0,0.0,81.48,1.0,8.0,4.199999999999999,4.419999999999997,6.03,1,0,0
Kieran Trippier,DEF,Newcastle,4.0,0,0,13,0,0.0,357,0.06,0.06,0.0,0.66,322,1,0,0.0,0.0,2023-04-27T18:45:00Z,90,8,0,0,0,0,33,0,7702715,1,4,1,0.0,2,-17061,36257,53318,62,False,0,2022-23,33,6.2,,,,,,,,,,,,,DEF,kieran trippier,0,83.0,85.0,1.6666666666666667,3.8,0.19399999999999937,0.0,0.332,0.2,0.0,83.8,1.0,3.813333333333334,4.34,4.769999999999997,4.77,0,0,0
