name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Bruno Borges Fernandes,MID,Man Utd,6.0,0,0,13,1,27.0,333,0.07,0.56,0.49,1.83,225,0,0,9.5,21.4,2023-02-12T14:00:00Z,90,11,0,0,0,0,23,0,1375274,1,2,0,47.0,3,-237857,157676,395533,99,False,0,2022-23,23,9.9,,,,,,,,,,,,,MID,bruno borges fernandes,0,90.0,90.0,5.666666666666667,7.2,0.5625899999999997,0.37039999999999995,0.19219000000000022,0.0,0.0,90.0,1.0,8.493333333333334,6.93,5.812949999999999,5.48,0,0,0
Dan Burn,DEF,Newcastle,4.3,0,0,14,0,23.1,358,0.02,0.02,0.0,1.83,222,1,0,4.3,19.6,2023-02-11T17:30:00Z,90,3,0,0,0,0,23,0,475817,1,1,1,0.0,2,16650,35517,18867,46,False,0,2022-23,23,4.6,,,,,,,,,,,,,DEF,dan burn,0,90.0,90.0,5.666666666666667,5.8,0.1416839999999997,0.11661999999999999,0.025064000000000107,0.8,0.0,90.0,1.0,6.373333333333334,3.2199999999999998,6.908419999999999,5.52,0,0,0
David Raya Martin,GK,Brentford,7.2,0,2,24,0,0.0,81,0.01,0.01,0.0,1.68,221,1,0,4.6,45.8,2023-02-11T15:00:00Z,90,1,0,0,0,0,23,6,1019273,1,1,1,0.0,6,7620,41637,34017,47,False,0,2022-23,23,4.7,,,,,,,,,,,,,GK,david raya martin,0,90.0,90.0,7.333333333333333,6.8,0.004917999999999645,0.0,0.004918000000000089,0.8,4.2,90.0,1.0,7.746666666666667,3.29,6.224589999999998,6.0,0,0,0
Eddie Nketiah,FWD,Arsenal,10.4,0,0,0,0,20.6,11,0.09,0.12,0.02,2.37,221,1,0,5.1,7.2,2023-02-11T15:00:00Z,90,4,0,0,0,0,23,0,1363903,1,1,1,23.0,2,423472,462613,39141,68,True,0,2022-23,23,6.8,,,,,,,,,,,,,FWD,eddie nketiah,0,90.0,90.0,5.666666666666667,5.2,0.8386599999999996,0.7841599999999999,0.056500000000000127,0.4,0.0,90.0,1.0,7.253333333333334,4.76,7.193299999999998,6.69,1,0,1
Eddie Nketiah,FWD,Arsenal,10.4,1,0,-3,0,0.6,11,0.0,0.51,0.51,1.71,111,3,0,1.8,0.0,2023-02-15T19:30:00Z,90,13,0,0,0,0,23,0,1363903,1,3,1,22.0,4,423472,462613,39141,68,True,1,2022-23,23,6.8,,,,,,,,,,,,,FWD,eddie nketiah,0,90.0,90.0,5.666666666666667,4.0,0.7145219999999997,0.6449399999999998,0.06958200000000013,0.4,0.0,90.0,1.0,7.253333333333334,4.76,6.572609999999998,5.88,1,0,1
Erling Haaland,FWD,Man City,15.5,1,0,11,0,10.4,318,0.01,0.17,0.16,0.12,228,0,0,3.2,13.2,2023-02-12T16:30:00Z,45,2,0,0,0,0,23,0,9556620,1,1,3,8.0,4,9388,25885,16497,122,True,0,2022-23,23,12.2,,,,,,,,,,,,,FWD,erling haaland,0,79.66666666666667,83.8,8.333333333333334,5.8,0.7537439999999995,0.7115199999999998,0.04222400000000018,0.4,0.0,81.32000000000001,1.0,11.546666666666667,8.54,6.768719999999997,6.46,1,0,0
Ethan Pinnock,DEF,Brentford,4.2,0,0,13,0,0.3,92,0.07,0.12,0.05,1.68,221,1,0,3.0,20.6,2023-02-11T15:00:00Z,90,1,0,0,0,0,23,0,28994,1,1,1,9.0,2,31,3936,3905,44,False,0,2022-23,23,4.4,,,,,,,,,,,,,DEF,ethan pinnock,0,90.0,90.0,6.0,5.4,0.19930999999999965,0.1767399999999998,0.02257000000000018,0.8,0.0,90.0,1.0,6.5600000000000005,3.08,7.1965499999999984,5.98,1,0,0
Fabian Schär,DEF,Newcastle,4.3,0,0,13,0,4.6,366,0.12,0.27,0.15,1.83,222,1,0,2.3,11.6,2023-02-11T17:30:00Z,90,3,0,0,0,0,23,0,1943173,1,1,1,7.0,2,50530,104494,53964,52,False,0,2022-23,23,5.2,,,,,,,,,,,,,DEF,fabian schär,0,90.0,90.0,4.666666666666667,5.2,0.3056139999999996,0.23367999999999972,0.07193400000000018,0.8,0.0,90.0,1.0,5.813333333333334,3.6399999999999997,7.728069999999998,6.63,1,0,0
Harvey Barnes,MID,Leicester,7.0,0,0,20,0,17.4,264,0.17,0.53,0.36,1.28,226,1,1,9.4,41.0,2023-02-11T15:00:00Z,90,18,0,0,0,0,23,0,155599,1,1,4,36.0,6,1100,11397,10297,67,True,1,2022-23,23,6.7,,,,,,,,,,,,,MID,harvey barnes,0,90.0,90.0,5.666666666666667,4.2,0.5519139999999993,0.47625999999999963,0.07565400000000018,0.0,0.0,90.0,1.0,7.213333333333335,4.6899999999999995,5.7595699999999965,5.71,1,0,0
Hugo Lloris,GK,Spurs,0.0,0,0,0,0,0.0,425,0.0,0.0,0.0,0.0,226,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,10,0,0,0,0,23,0,442049,0,1,4,0.0,0,-26158,2952,29110,55,False,0,2022-23,23,5.5,,,,,,,,,,,,,GK,hugo lloris,0,90.0,90.0,6.333333333333333,5.2,0.0015359999999993337,0.0,0.0015360000000001108,0.6,4.0,90.0,1.0,7.266666666666667,3.8499999999999996,5.4076799999999965,6.28,1,0,0
