name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Aaron Wan-Bissaka,DEF,Man Utd,7.0,0,0,11,0,12.2,401,0.1,0.1,0.0,1.25,18,1,0,2.0,5.8,2023-08-19T16:30:00Z,65,18,0,0,0,0,2,0,382753,1,0,2,2.0,1,159885,174411,14526,45,False,1,2023-24,2,4.5,,,,,,,,,,,,,DEF,aaron wan-bissaka,1,60.0,72.0,4.666666666666667,5.2,0.20600000000000002,0.034,0.17200000000000001,0.6,0.0,64.8,0.8099999999999999,5.533333333333334,2.5515,6.43,5.22,0,0,0
Bernd Leno,GK,Fulham,7.0,0,0,19,0,0.0,275,0.0,0.0,0.0,3.8,13,3,0,4.1,41.4,2023-08-19T14:00:00Z,90,4,0,0,0,0,2,5,871896,1,3,0,0.0,2,114735,134998,20263,45,True,0,2023-24,2,4.5,,,,,,,,,,,,,GK,bernd leno,1,90.0,90.0,5.666666666666667,6.8,0.0,0.0,0.0,0.4,5.0,90.0,1.0,6.333333333333334,3.15,4.6,5.16,1,0,0
Bruno Borges Fernandes,MID,Man Utd,2.5,0,0,13,0,54.4,373,0.42,1.18,0.76,1.8,18,2,0,9.3,13.0,2023-08-19T16:30:00Z,90,18,0,0,0,0,2,0,2340614,1,0,2,26.0,1,-81782,80824,162606,85,False,1,2023-24,2,8.5,,,,,,,,,,,,,MID,bruno borges fernandes,1,86.0,87.6,7.0,6.0,0.8619999999999995,0.46399999999999986,0.39800000000000024,0.8,0.0,86.64,1.0,9.0,5.949999999999999,7.309999999999998,7.1,1,0,1
Bryan Mbeumo,MID,Brentford,11.5,0,3,43,1,16.1,108,0.24,2.03,1.79,0.46,13,0,2,16.3,75.8,2023-08-19T14:00:00Z,90,10,0,0,0,0,2,0,1037007,1,3,0,71.0,16,230616,257141,26525,65,False,0,2023-24,2,6.5,,,,,,,,,,,,,MID,bryan mbeumo,1,89.33333333333333,89.6,9.333333333333334,7.6,0.7239999999999996,0.542,0.1820000000000002,0.4,0.0,89.44,1.0,10.066666666666668,4.55,6.619999999999998,6.67,1,0,0
Bénie Traoré,FWD,Sheffield Utd,1.5,0,0,-2,0,1.1,593,0.03,0.3,0.27,1.25,17,1,0,2.4,3.6,2023-08-18T18:45:00Z,81,16,0,0,0,0,2,0,7805,1,1,2,19.0,2,643,1756,1113,55,False,0,2023-24,2,5.5,,,,,,,,,,,,,FWD,bénie traoré,1,88.0,75.0,6.0,6.25,0.5049999999999996,0.13499999999999987,0.3700000000000003,0.5,0.0,82.8,1.0,7.000000000000001,3.8499999999999996,5.524999999999998,4.0,0,0,0
David Raya Martin,GK,Arsenal,0.5,0,0,0,0,0.0,113,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2023-08-21T19:00:00Z,0,8,0,0,0,0,2,0,388156,0,1,0,0.0,0,-90113,5826,95939,50,False,0,2023-24,2,5.0,,,,,,,,,,,,,GK,david raya martin,1,60.0,72.0,3.3333333333333335,4.0,0.0,0.0,0.0,0.4,3.2,64.8,0.8099999999999999,4.666666666666667,2.835,4.6,4.71,0,0,0
Eberechi Eze,MID,Crystal Palace,2.0,0,0,14,0,22.9,226,0.15,0.4,0.25,2.0,12,1,0,5.5,9.2,2023-08-21T19:00:00Z,90,1,0,0,0,0,2,0,1335065,1,1,0,23.0,2,-155238,27372,182610,65,True,0,2023-24,2,6.5,,,,,,,,,,,,,MID,eberechi eze,1,90.0,90.0,3.3333333333333335,5.6,0.6419999999999997,0.45199999999999996,0.1900000000000001,0.4,0.0,90.0,1.0,5.2666666666666675,4.55,6.209999999999998,6.12,1,0,0
James Maddison,MID,Spurs,5.5,0,0,12,1,41.9,504,0.25,0.35,0.1,1.99,18,0,0,9.0,16.4,2023-08-19T16:30:00Z,90,14,0,0,0,0,2,0,1343823,1,0,2,32.0,3,227659,275119,47460,75,True,0,2023-24,2,7.5,,,,,,,,,,,,,MID,james maddison,1,75.0,81.0,4.0,4.6,0.6919999999999991,0.4259999999999997,0.26600000000000007,0.0,0.0,77.4,0.9675,6.2,5.079375,6.4599999999999955,5.6,1,0,0
Joel Ward,DEF,Crystal Palace,3.5,0,0,10,0,1.2,242,0.0,0.0,0.0,2.0,12,1,0,1.2,10.6,2023-08-21T19:00:00Z,82,1,0,0,0,0,2,0,24888,1,1,0,0.0,2,1868,3347,1479,45,True,0,2023-24,2,4.5,,,,,,,,,,,,,DEF,joel ward,1,90.0,90.0,5.0,4.6,0.28399999999999936,0.19999999999999976,0.08400000000000016,0.4,0.0,90.0,1.0,5.8,3.15,6.019999999999996,5.4,1,0,0
Mohamed Salah,MID,Liverpool,5.5,0,0,15,0,33.0,308,0.11,1.34,1.23,1.0,14,1,1,15.3,41.4,2023-08-19T14:00:00Z,85,3,0,1,0,0,2,0,2739755,1,1,3,79.0,5,163064,211617,48553,125,True,0,2023-24,2,12.5,,,,,,,,,,,,,MID,mohamed salah,1,85.33333333333333,86.6,5.0,7.4,0.9599999999999991,0.6459999999999999,0.31400000000000006,0.4,0.0,85.84,1.0,9.0,8.75,7.799999999999995,7.7,1,1,0
Ollie Watkins,FWD,Aston Villa,5.0,1,0,11,1,32.4,60,0.05,0.2,0.15,0.64,11,0,0,5.2,7.2,2023-08-20T13:00:00Z,73,9,0,0,0,0,2,0,2282862,1,0,4,12.0,5,7626,147192,139566,80,True,0,2023-24,2,8.0,,,,,,,,,,,,,FWD,ollie watkins,1,88.66666666666667,89.2,4.666666666666667,3.8,0.6819999999999988,0.5999999999999999,0.08199999999999993,0.2,0.0,88.88,1.0,6.933333333333334,5.6,6.409999999999994,5.72,1,0,0
Olu Aina,DEF,Nott'm Forest,0.5,0,0,0,0,0.0,604,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2023-08-18T18:45:00Z,0,17,0,0,0,0,2,0,14544,0,1,2,0.0,0,2329,3926,1597,45,True,0,2023-24,2,4.5,,,,,,,,,,,,,DEF,olu aina,1,80.5,70.25,7.5,6.25,0.4324999999999986,0.4249999999999998,0.007499999999999916,0.0,0.0,76.4,0.9550000000000001,7.8,3.0082500000000003,5.1624999999999925,5.41,1,0,0
Raphaël Varane,DEF,Man Utd,8.0,0,0,17,0,1.8,395,0.01,0.04,0.03,1.8,18,2,0,3.8,15.4,2023-08-19T16:30:00Z,90,18,0,0,0,0,2,0,424217,1,0,2,21.0,1,124897,138535,13638,50,False,0,2023-24,2,5.0,,,,,,,,,,,,,DEF,raphaël varane,1,60.0,70.0,5.333333333333333,5.6,0.15999999999999892,0.11799999999999988,0.04199999999999992,0.6,0.0,64.0,0.8,6.266666666666667,2.8000000000000003,6.199999999999994,5.29,1,0,0
Trent Alexander-Arnold,DEF,Liverpool,2.0,0,0,18,0,37.1,290,0.12,0.25,0.13,0.45,14,1,0,9.4,18.4,2023-08-19T14:00:00Z,75,3,0,0,0,0,2,0,1689685,1,1,3,38.0,2,6308,83246,76938,80,True,0,2023-24,2,8.0,,,,,,,,,,,,,DEF,trent alexander-arnold,1,90.0,90.0,2.0,5.2,0.3399999999999991,0.08200000000000003,0.258,0.4,0.0,90.0,1.0,4.800000000000001,5.6,6.299999999999995,5.67,1,0,0
Yoane Wissa,FWD,Brentford,10.0,1,2,36,1,2.5,119,0.02,1.45,1.43,0.36,13,0,1,10.5,34.4,2023-08-19T14:00:00Z,78,10,0,0,0,0,2,0,630451,1,3,0,68.0,11,121775,150094,28319,60,False,0,2023-24,2,6.0,,,,,,,,,,,,,FWD,yoane wissa,1,82.33333333333333,65.0,7.666666666666667,6.4,0.45199999999999896,0.40800000000000003,0.044000000000000025,0.4,0.0,75.4,0.9425000000000001,8.533333333333335,3.9585,5.2599999999999945,3.99,0,0,0
