name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Alfie Doughty,DEF,Luton,1.7,0,0,5,0,1.5,321,0.01,0.01,0.0,1.1,287,1,0,0.3,1.8,2024-03-16T15:00:00Z,45,16,0,0,0,0,29,0,2645597,1,1,1,0.0,1,175288,190203,14915,47,True,0,2023-24,29,4.7,,,,,,,,,,,,,DEF,alfie doughty,1,90.0,84.8,3.3333333333333335,2.2,0.3599999999999999,0.06000000000000007,0.3,0.0,0.0,87.92,1.0,4.546666666666667,3.29,4.799999999999999,4.26,1,0,0
Alphonse Areola,GK,West Ham,4.5,0,0,17,0,0.0,524,0.0,0.0,0.0,0.63,289,1,0,2.8,28.2,2024-03-17T14:00:00Z,90,2,0,0,0,0,29,4,3753333,1,1,1,0.0,3,28286,57977,29691,43,True,0,2023-24,29,4.3,,,,,,,,,,,,,GK,alphonse areola,1,90.0,90.0,5.666666666666667,4.0,0.0,0.0,0.0,0.0,5.8,90.0,1.0,6.253333333333334,3.01,3.0,4.51,1,0,0
Anthony Elanga,MID,Nott'm Forest,2.3,0,0,12,0,24.6,378,0.06,0.3,0.24,0.6,287,1,0,4.2,10.6,2024-03-16T15:00:00Z,90,12,0,0,0,0,29,0,559729,1,1,1,7.0,2,70886,78926,8040,51,False,0,2023-24,29,5.1,,,,,,,,,,,,,MID,anthony elanga,1,69.66666666666667,77.8,1.6666666666666667,3.6,0.6399999999999997,0.546,0.09400000000000013,0.2,0.0,72.92,0.9115,3.3733333333333335,3.2540549999999993,6.199999999999998,5.4,1,0,1
Harry Kane,FWD,Spurs,0.0,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,286,0,0,0.0,0.0,2024-03-16T17:30:00Z,0,10,0,0,0,0,29,0,61898,0,0,3,0.0,0,-45,0,45,125,False,0,2023-24,29,12.5,,,,,,,,,,,,,FWD,harry kane,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,5.0,8.75,3.0,4.71,1,0,0
James Maddison,MID,Spurs,5.8,0,0,14,0,23.0,504,0.09,0.22,0.13,2.52,286,3,0,3.5,6.4,2024-03-16T17:30:00Z,65,10,0,0,0,0,29,0,2842686,1,0,3,6.0,2,473433,482588,9155,80,False,0,2023-24,29,8.0,,,,,,,,,,,,,MID,james maddison,1,84.66666666666667,85.8,5.333333333333333,4.4,0.42599999999999927,0.19799999999999968,0.22800000000000006,0.2,0.0,85.12,1.0,7.466666666666667,5.6,5.129999999999996,4.33,1,0,0
Leon Bailey,MID,Aston Villa,5.5,0,0,17,0,40.6,34,0.07,0.21,0.14,2.04,289,1,0,6.9,8.2,2024-03-17T14:00:00Z,90,19,0,0,0,0,29,0,986496,1,1,1,20.0,2,73470,88325,14855,57,False,0,2023-24,29,5.7,,,,,,,,,,,,,MID,leon bailey,1,78.66666666666667,77.6,6.0,5.0,0.6019999999999992,0.2699999999999999,0.332,0.0,0.0,78.24000000000001,0.9780000000000001,7.080000000000001,3.9022200000000002,6.009999999999996,4.96,1,0,0
Mads Roerslev Rasmussen,DEF,Brentford,3.5,0,0,9,0,0.7,114,0.0,0.0,0.0,2.11,283,1,0,1.5,14.0,2024-03-16T15:00:00Z,58,6,0,0,0,0,29,0,493703,1,1,2,0.0,1,75548,78738,3190,44,False,0,2023-24,29,4.4,,,,,,,,,,,,,DEF,mads roerslev rasmussen,1,65.66666666666667,69.4,4.0,3.0,0.19399999999999915,0.14399999999999988,0.050000000000000044,0.0,0.0,67.16,0.8394999999999999,4.960000000000001,2.58566,3.9699999999999958,3.57,0,0,0
Matty Cash,DEF,Aston Villa,1.3,0,0,4,0,2.9,36,0.02,0.02,0.0,0.79,289,0,0,2.0,9.2,2024-03-17T14:00:00Z,45,19,0,0,0,0,29,0,1808573,0,1,1,8.0,1,25480,48222,22742,46,False,0,2023-24,29,4.6,,,,,,,,,,,,,DEF,matty cash,1,90.0,90.0,0.6666666666666666,0.8,0.16799999999999915,0.08399999999999987,0.084,0.0,0.0,90.0,1.0,2.373333333333333,3.2199999999999998,3.839999999999996,3.58,1,0,0
Morgan Gibbs-White,MID,Nott'm Forest,4.7,1,1,23,1,53.1,447,0.57,0.89,0.32,0.34,287,0,0,10.7,29.4,2024-03-16T15:00:00Z,81,12,0,0,0,0,29,0,604462,1,1,1,24.0,7,78804,83875,5071,57,False,0,2023-24,29,5.7,,,,,,,,,,,,,MID,morgan gibbs-white,1,85.33333333333333,87.2,3.3333333333333335,3.2,0.3919999999999989,0.2519999999999999,0.14000000000000007,0.2,0.0,86.08,1.0,4.946666666666667,3.9899999999999998,4.959999999999995,4.35,1,0,0
Nathan Collins,DEF,Brentford,0.9,0,0,13,0,1.0,96,0.04,0.06,0.02,2.66,283,2,0,3.9,27.6,2024-03-16T15:00:00Z,90,6,0,0,0,0,29,0,531731,1,1,2,10.0,1,78307,82534,4227,45,False,0,2023-24,29,4.5,,,,,,,,,,,,,DEF,nathan collins,1,69.66666666666667,59.8,0.3333333333333333,0.2,0.09999999999999898,0.08999999999999994,0.009999999999999978,0.0,0.0,65.72,0.8215,2.066666666666667,2.587725,3.4999999999999947,3.12,0,0,0
Ollie Watkins,FWD,Aston Villa,5.2,0,0,6,0,13.8,60,0.03,0.08,0.05,2.04,289,1,0,4.4,3.8,2024-03-17T14:00:00Z,90,19,0,0,0,0,29,0,6220589,1,1,1,26.0,2,35015,130174,95159,90,False,0,2023-24,29,9.0,,,,,,,,,,,,,FWD,ollie watkins,1,90.0,90.0,8.0,7.8,0.8439999999999988,0.768,0.07599999999999991,0.0,0.0,90.0,1.0,10.0,6.3,7.2199999999999935,6.87,1,1,0
Reece Burke,DEF,Luton,1.7,1,2,31,0,12.8,318,0.21,0.21,0.0,1.71,287,1,0,5.8,43.0,2024-03-16T15:00:00Z,90,16,0,0,0,0,29,0,28942,1,1,1,2.0,7,2201,3028,827,40,True,0,2023-24,29,4.0,,,,,,,,,,,,,DEF,reece burke,1,90.0,54.0,1.3333333333333333,0.8,0.273999999999999,0.2699999999999999,0.003999999999999969,0.0,0.0,75.6,0.945,2.666666666666667,2.646,4.369999999999996,4.36,1,0,0
Rodrigo Muniz Carvalho,FWD,Fulham,6.5,0,3,55,1,0.3,279,0.0,1.42,1.42,0.51,286,0,2,12.8,68.4,2024-03-16T17:30:00Z,63,18,0,0,0,0,29,0,460327,1,0,3,59.0,13,55414,72842,17428,45,True,0,2023-24,29,4.5,,,,,,,,,,,,,FWD,rodrigo muniz carvalho,1,87.66666666666667,85.4,5.0,7.2,0.5859999999999991,0.49999999999999983,0.086,0.2,0.0,86.76,1.0,5.8,3.15,5.929999999999995,4.99,1,0,0
Son Heung-min,MID,Spurs,9.2,0,0,6,0,14.0,516,0.56,0.7,0.14,2.52,286,3,0,3.1,0.8,2024-03-16T17:30:00Z,86,10,0,0,0,0,29,0,4738668,1,0,3,16.0,2,912226,917960,5734,100,False,0,2023-24,29,10.0,,,,,,,,,,,,,MID,son heung-min,1,89.66666666666667,59.4,8.666666666666666,6.0,0.3759999999999991,0.146,0.22999999999999998,0.2,0.0,77.56,0.9695,10.933333333333334,6.7865,4.8799999999999955,4.27,0,0,0
Thomas Kaminski,GK,Luton,1.7,0,0,13,0,0.0,614,0.0,0.0,0.0,1.71,287,1,0,1.8,18.4,2024-03-16T15:00:00Z,90,16,0,0,0,0,29,2,365495,1,1,1,0.0,2,16267,20087,3820,45,True,0,2023-24,29,4.5,,,,,,,,,,,,,GK,thomas kaminski,1,90.0,90.0,2.0,2.6,0.0,0.0,0.0,0.0,5.6,90.0,1.0,3.4000000000000004,3.15,3.0,4.44,0,0,0
