name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Alexander Isak,FWD,Newcastle,7.8,0,0,11,0,14.8,415,0.04,0.1,0.06,0.88,284,2,0,4.0,11.8,2024-04-24T19:00:00Z,90,8,0,0,0,0,34,0,2766906,1,0,2,13.0,2,218394,298522,80128,80,False,0,2023-24,34,8.0,,,,,,,,,,,,,FWD,alexander isak,1,90.0,90.0,7.333333333333333,8.6,1.1199999999999999,1.016,0.10400000000000002,0.4,0.0,90.0,1.0,9.066666666666666,5.6,8.6,8.18,1,0,1
Bart Verbruggen,GK,Brighton,1.8,0,0,0,0,0.0,152,0.0,0.0,0.0,0.0,282,0,0,0.0,0.0,2024-04-25T19:00:00Z,0,13,0,0,0,0,34,0,86857,0,4,0,0.0,0,-7941,1752,9693,44,True,0,2023-24,34,4.4,,,,,,,,,,,,,GK,bart verbruggen,1,90.0,90.0,3.3333333333333335,4.8,0.0,0.0,0.0,0.4,3.6,90.0,1.0,4.426666666666668,3.08,4.6,4.69,1,0,0
Ben Brereton,MID,Sheffield Utd,9.9,0,0,20,0,1.3,775,0.01,0.41,0.4,2.99,288,4,1,9.0,45.6,2024-04-24T19:00:00Z,90,14,0,0,0,0,34,0,84976,1,2,4,43.0,7,19562,22836,3274,50,False,0,2023-24,34,5.0,,,,,,,,,,,,,MID,ben brereton,1,90.0,84.4,1.3333333333333333,4.8,0.6679999999999998,0.49000000000000005,0.18000000000000022,0.0,0.0,87.76,1.0,3.0666666666666664,3.5,6.339999999999999,6.06,1,0,0
Benjamin White,DEF,Arsenal,18.0,0,0,25,1,31.1,29,0.21,0.26,0.05,0.14,340,0,0,5.4,16.0,2024-04-20T18:30:00Z,90,20,0,0,0,0,34,0,2211411,1,2,0,7.0,6,168112,192372,24260,60,False,0,2023-24,34,6.0,,,,,,,,,,,,,DEF,benjamin white,1,82.0,85.2,5.333333333333333,6.6,0.0859999999999997,0.0,0.08600000000000023,0.8,0.0,83.28,1.0,6.666666666666667,4.199999999999999,6.629999999999999,5.28,1,0,0
Bruno Borges Fernandes,MID,Man Utd,10.9,1,3,68,0,121.0,373,1.06,1.94,0.88,0.77,288,2,2,28.5,115.0,2024-04-24T19:00:00Z,90,17,0,0,0,0,34,0,1283576,1,2,4,49.0,18,158913,177999,19086,83,True,0,2023-24,34,8.3,,,,,,,,,,,,,MID,bruno borges fernandes,1,90.0,90.0,10.666666666666666,9.0,0.7299999999999995,0.5379999999999999,0.19200000000000023,0.2,0.0,90.0,1.0,11.853333333333333,5.8100000000000005,6.649999999999998,6.61,1,0,0
Cole Palmer,MID,Chelsea,12.2,0,0,0,0,0.0,362,0.0,0.0,0.0,0.0,281,0,0,0.0,0.0,2024-04-23T19:00:00Z,0,1,0,0,0,0,34,0,4938486,0,0,5,0.0,0,85973,206860,120887,62,False,0,2023-24,34,6.2,,,,,,,,,,,,,MID,cole palmer,1,80.66666666666667,83.4,17.0,15.8,1.4179999999999997,1.204,0.21400000000000013,0.2,0.0,81.76,1.0,14.0,4.34,10.089999999999998,10.4,1,1,0
Gabriel dos Santos Magalhães,DEF,Arsenal,12.0,0,0,24,1,1.1,5,0.0,0.0,0.0,0.14,340,0,0,0.9,8.2,2024-04-20T18:30:00Z,90,20,0,0,0,0,34,0,3136247,1,2,0,0.0,6,117732,150467,32735,54,False,0,2023-24,34,5.4,,,,,,,,,,,,,DEF,gabriel dos santos magalhães,1,90.0,90.0,4.0,3.8,0.20599999999999946,0.19399999999999967,0.012000000000000219,0.6,0.0,90.0,1.0,5.36,3.78,6.429999999999998,6.14,1,0,0
Gabriel dos Santos Magalhães,DEF,Arsenal,12.0,0,0,27,1,1.3,5,0.01,0.01,0.0,1.61,281,0,0,2.2,20.8,2024-04-23T19:00:00Z,90,7,0,0,0,0,34,0,3136247,1,0,5,0.0,6,117732,150467,32735,54,True,0,2023-24,34,5.4,,,,,,,,,,,,,DEF,gabriel dos santos magalhães,1,90.0,90.0,4.0,4.8,0.1439999999999995,0.13799999999999965,0.006000000000000219,0.8,0.0,90.0,1.0,5.36,3.78,6.919999999999998,5.7,1,0,0
Mads Roerslev Rasmussen,DEF,Brentford,4.3,0,0,2,0,0.3,114,0.0,0.07,0.07,0.3,336,1,0,0.9,2.8,2024-04-20T14:00:00Z,14,12,0,0,0,0,34,0,67619,0,5,1,6.0,1,-194,4774,4968,44,False,0,2023-24,34,4.4,,,,,,,,,,,,,DEF,mads roerslev rasmussen,1,90.0,82.8,4.0,3.8,0.047999999999999154,0.0,0.04800000000000003,0.6,0.0,87.12,1.0,4.960000000000001,3.08,5.639999999999995,4.71,0,0,0
Mark Flekken,GK,Brentford,5.3,0,0,12,0,0.0,101,0.0,0.0,0.0,0.59,336,1,0,2.0,19.8,2024-04-20T14:00:00Z,90,12,0,0,0,0,34,2,517243,1,5,1,0.0,2,17507,41734,24227,47,False,0,2023-24,34,4.7,,,,,,,,,,,,,GK,mark flekken,1,90.0,90.0,6.333333333333333,4.8,0.009999999999999213,0.0,0.010000000000000089,0.4,3.2,90.0,1.0,6.946666666666666,3.29,4.649999999999997,4.66,0,0,0
Mathias Jorgensen,DEF,Brentford,5.1,0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,336,0,0,0.0,0.0,2024-04-20T14:00:00Z,0,12,0,0,0,0,34,0,46649,0,5,1,0.0,0,31199,33214,2015,43,False,0,2023-24,34,4.3,,,,,,,,,,,,,DEF,mathias jorgensen,1,90.0,90.0,7.333333333333333,4.8,0.15199999999999916,0.11399999999999992,0.038,0.4,0.0,90.0,1.0,7.586666666666667,3.01,5.359999999999996,4.54,0,0,0
Mohamed Salah,MID,Liverpool,8.0,0,0,1,0,0.3,308,0.01,0.01,0.0,0.31,335,0,0,0.2,1.6,2024-04-21T15:30:00Z,16,10,0,0,0,0,34,0,4526806,0,3,1,0.0,1,312643,351992,39349,135,False,0,2023-24,34,13.5,,,,,,,,,,,,,MID,mohamed salah,1,79.66666666666667,71.6,3.6666666666666665,3.8,0.8319999999999992,0.688,0.14400000000000004,0.0,0.0,76.44,0.9555,8.333333333333334,9.029475,7.159999999999996,7.09,1,0,0
Mohamed Salah,MID,Liverpool,8.0,0,0,6,0,15.3,308,0.15,0.82,0.67,1.09,285,2,0,8.4,3.2,2024-04-24T19:00:00Z,90,9,0,0,0,0,34,0,4526806,1,0,2,65.0,2,312643,351992,39349,135,False,0,2023-24,34,13.5,,,,,,,,,,,,,MID,mohamed salah,1,65.33333333333333,69.0,3.6666666666666665,3.8,0.7839999999999991,0.6419999999999999,0.14200000000000004,0.0,0.0,66.8,0.835,8.333333333333334,7.890749999999999,6.9199999999999955,6.23,1,0,0
Oliver McBurnie,FWD,Sheffield Utd,7.1,0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,288,0,0,0.0,0.0,2024-04-24T19:00:00Z,0,14,0,0,0,0,34,0,106185,0,2,4,0.0,0,32226,35589,3363,54,False,0,2023-24,34,5.4,,,,,,,,,,,,,FWD,oliver mcburnie,1,85.66666666666667,74.6,4.0,4.6,0.6859999999999988,0.534,0.15199999999999994,0.0,0.0,81.24,1.0,5.36,3.78,6.429999999999994,5.22,0,0,0
Rodrigo Muniz Carvalho,FWD,Fulham,2.9,1,0,11,0,10.6,279,0.02,0.5,0.48,1.02,335,3,0,6.8,1.4,2024-04-21T15:30:00Z,90,11,0,0,0,0,34,0,690143,1,3,1,56.0,5,-220106,17485,237591,46,True,0,2023-24,34,4.6,,,,,,,,,,,,,FWD,rodrigo muniz carvalho,1,88.33333333333333,83.6,2.0,5.0,0.7639999999999991,0.7439999999999999,0.02,0.4,0.0,86.44,1.0,3.44,3.2199999999999998,6.819999999999996,6.08,1,0,0
