name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Alisson Ramses Becker,GK,Liverpool,0.0,0,0,0,0,0.0,291,0.0,0.0,0.0,0.0,136,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,10,0,0,0,0,14,0,1180701,0,3,4,0.0,0,-183737,18978,202715,56,True,0,2023-24,14,5.6,,,,,,,,,,,,,GK,alisson ramses becker,1,90.0,90.0,5.333333333333333,6.2,0.0,0.0,0.0,0.6,2.6,90.0,1.0,6.506666666666666,3.9199999999999995,5.4,5.86,0,0,0
André Onana,GK,Man Utd,6.5,0,0,18,0,0.0,597,0.0,0.0,0.0,2.65,138,1,0,2.4,23.8,2023-12-02T20:00:00Z,90,15,0,0,0,0,14,3,1530826,1,0,1,0.0,3,32362,69284,36922,48,False,0,2023-24,14,4.8,,,,,,,,,,,,,GK,andré onana,1,90.0,90.0,7.666666666666667,5.6,0.0,0.0,0.0,0.6,4.8,90.0,1.0,8.053333333333335,3.36,5.4,6.24,1,0,0
Bryan Mbeumo,MID,Brentford,4.0,1,0,15,0,24.4,108,0.08,0.41,0.33,0.13,133,1,0,5.7,14.6,2023-12-02T15:00:00Z,77,12,0,0,0,0,14,0,3337118,1,1,3,18.0,5,753155,797913,44758,71,True,0,2023-24,14,7.1,,,,,,,,,,,,,MID,bryan mbeumo,1,90.0,90.0,3.0,7.2,0.9839999999999998,0.5439999999999999,0.4400000000000001,0.4,0.0,90.0,1.0,5.24,4.97,7.919999999999999,7.8,1,0,0
Cole Palmer,MID,Chelsea,5.2,0,0,5,0,10.5,362,0.0,0.02,0.02,0.82,135,1,0,3.5,7.6,2023-12-03T14:00:00Z,24,5,0,0,0,0,14,0,1413699,0,2,3,17.0,1,205151,254552,49401,53,True,0,2023-24,14,5.3,,,,,,,,,,,,,MID,cole palmer,1,84.66666666666667,85.4,6.666666666666667,5.6,0.9199999999999996,0.6920000000000002,0.22800000000000012,0.0,0.0,84.96000000000001,1.0,7.453333333333334,3.7099999999999995,7.599999999999998,7.42,1,0,0
Diogo Dalot Teixeira,DEF,Man Utd,6.5,0,0,11,0,1.2,377,0.01,0.01,0.0,2.65,138,1,0,1.6,14.8,2023-12-02T20:00:00Z,90,15,0,0,0,0,14,0,443652,1,0,1,0.0,2,43893,67175,23282,50,False,0,2023-24,14,5.0,,,,,,,,,,,,,DEF,diogo dalot teixeira,1,90.0,90.0,8.0,7.2,0.0919999999999996,0.027999999999999914,0.06400000000000014,0.6,0.0,90.0,1.0,8.4,3.5,5.859999999999998,5.0,1,0,0
Erling Haaland,FWD,Man City,8.8,2,0,18,0,23.3,355,0.22,0.99,0.77,0.49,137,3,0,6.4,13.4,2023-12-03T16:30:00Z,90,18,0,0,0,0,14,0,8677883,1,3,3,27.0,7,178999,196809,17810,140,True,1,2023-24,14,14.0,,,,,,,,,,,,,FWD,erling haaland,1,75.0,81.0,8.0,9.6,1.2059999999999995,1.0999999999999996,0.10600000000000018,0.2,0.0,77.4,0.9675,12.0,9.481499999999999,9.029999999999998,8.37,1,1,0
Harry Maguire,DEF,Man Utd,5.0,0,0,1,0,0.7,387,0.0,0.07,0.07,2.65,138,1,0,3.9,27.2,2023-12-02T20:00:00Z,90,15,0,0,0,0,14,0,280070,1,0,1,11.0,1,18139,31201,13062,43,False,1,2023-24,14,4.3,,,,,,,,,,,,,DEF,harry maguire,1,90.0,90.0,6.333333333333333,4.4,0.031999999999999376,0.01799999999999969,0.014000000000000179,0.6,0.0,90.0,1.0,6.786666666666666,3.01,5.559999999999997,4.71,0,0,0
Hwang Hee-chan,MID,Wolves,3.3,0,0,2,0,2.6,557,0.01,0.11,0.1,2.89,131,2,0,2.7,1.4,2023-12-02T15:00:00Z,90,1,0,0,0,0,14,0,589280,1,1,2,23.0,1,713,48256,47543,56,False,1,2023-24,14,5.6,,,,,,,,,,,,,MID,hwang hee-chan,1,90.0,90.0,4.666666666666667,5.0,0.6319999999999993,0.4779999999999996,0.1540000000000001,0.0,0.0,90.0,1.0,5.973333333333334,3.9199999999999995,6.159999999999997,6.05,1,0,0
Jamaal Lascelles,DEF,Newcastle,5.5,0,0,24,1,1.8,419,0.02,0.24,0.22,0.36,138,0,0,2.1,7.8,2023-12-02T20:00:00Z,90,14,0,0,0,0,14,0,729044,1,0,1,11.0,6,89495,100863,11368,41,True,0,2023-24,14,4.1,,,,,,,,,,,,,DEF,jamaal lascelles,1,88.33333333333333,89.0,5.333333333333333,4.4,0.09399999999999924,0.08799999999999968,0.006000000000000066,0.4,0.0,88.6,1.0,5.906666666666666,2.8699999999999997,5.069999999999997,4.19,0,0,0
Konstantinos Tsimikas,DEF,Liverpool,6.0,1,0,28,0,48.3,311,0.09,0.09,0.0,1.22,136,3,0,9.2,37.8,2023-12-03T14:00:00Z,90,10,0,0,0,0,14,0,1486768,1,3,4,6.0,4,234373,249251,14878,48,True,0,2023-24,14,4.8,,,,,,,,,,,,,DEF,konstantinos tsimikas,1,67.66666666666667,70.8,6.0,6.0,0.1739999999999993,0.003999999999999822,0.17,0.6,0.0,68.92,0.8615,6.720000000000001,2.89464,6.269999999999996,5.13,1,0,0
Mohamed Salah,MID,Liverpool,7.5,1,0,18,0,53.8,308,0.26,1.03,0.77,1.22,136,3,0,11.5,31.2,2023-12-03T14:00:00Z,90,10,0,0,0,0,14,0,5142512,1,3,4,30.0,5,190003,211228,21225,131,True,0,2023-24,14,13.1,,,,,,,,,,,,,MID,mohamed salah,1,90.0,90.0,7.666666666666667,9.4,0.8379999999999992,0.6999999999999998,0.13800000000000004,0.6,0.0,90.0,1.0,11.373333333333335,9.17,7.189999999999996,8.29,1,0,1
Nicolas Jackson,FWD,Chelsea,7.0,1,0,11,0,11.2,211,0.2,0.48,0.28,0.22,135,1,0,4.5,16.6,2023-12-03T14:00:00Z,71,5,0,0,0,0,14,0,643046,1,2,3,17.0,5,3255,52734,49479,69,True,0,2023-24,14,6.9,,,,,,,,,,,,,FWD,nicolas jackson,1,82.66666666666667,72.4,7.666666666666667,5.2,0.7859999999999989,0.712,0.07399999999999994,0.0,0.0,78.56,0.982,8.893333333333334,4.74306,6.929999999999994,5.73,1,0,0
Ollie Watkins,FWD,Aston Villa,3.0,1,2,38,0,26.7,60,0.04,0.18,0.14,2.02,132,2,1,11.4,55.4,2023-12-03T14:00:00Z,90,3,0,0,0,0,14,0,3964939,1,2,2,32.0,11,-535038,87945,622983,85,False,0,2023-24,14,8.5,,,,,,,,,,,,,FWD,ollie watkins,1,90.0,90.0,4.333333333333333,5.2,1.0299999999999987,0.8539999999999999,0.17599999999999993,0.0,0.0,90.0,1.0,6.866666666666667,5.949999999999999,8.149999999999993,7.54,1,0,0
William Saliba,DEF,Arsenal,5.0,0,0,8,0,1.8,20,0.01,0.01,0.0,0.71,131,1,0,1.0,8.4,2023-12-02T15:00:00Z,90,20,0,0,0,0,14,0,3692181,1,1,2,0.0,1,237051,257774,20723,55,True,1,2023-24,14,5.5,,,,,,,,,,,,,DEF,william saliba,1,90.0,90.0,5.666666666666667,5.0,0.20999999999999902,0.13399999999999998,0.07600000000000003,0.4,0.0,90.0,1.0,6.733333333333334,3.8499999999999996,5.649999999999995,4.85,1,0,0
Willian Borges da Silva,MID,Fulham,4.7,0,0,3,0,11.4,591,0.03,0.03,0.0,1.27,136,2,0,1.7,3.8,2023-12-03T14:00:00Z,28,11,0,0,0,0,14,0,44748,0,3,4,2.0,1,5423,8122,2699,53,False,0,2023-24,14,5.3,,,,,,,,,,,,,MID,willian borges da silva,1,82.0,84.2,6.666666666666667,4.8,0.519999999999999,0.42000000000000004,0.10000000000000002,0.2,0.0,82.88,1.0,7.453333333333334,3.7099999999999995,5.599999999999995,5.09,0,0,0
