name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Alex Iwobi,MID,Fulham,6.1,0,0,3,0,2.6,256,0.03,0.15,0.12,2.4,168,2,0,2.9,5.4,2023-12-16T15:00:00Z,76,15,0,0,0,0,17,0,98390,1,0,3,21.0,2,39848,44249,4401,53,False,0,2023-24,17,5.3,,,,,,,,,,,,,MID,alex iwobi,1,75.66666666666667,79.6,7.333333333333333,6.4,0.5859999999999997,0.43000000000000005,0.15600000000000003,0.4,0.0,77.24,0.9654999999999999,7.986666666666667,3.582004999999999,5.929999999999999,5.32,1,0,0
Bernd Leno,GK,Fulham,3.7,0,0,23,0,0.0,275,0.0,0.0,0.0,3.97,168,3,0,4.9,49.4,2023-12-16T15:00:00Z,90,15,0,0,0,0,17,7,1648982,1,0,3,0.0,3,93439,111029,17590,47,False,0,2023-24,17,4.7,,,,,,,,,,,,,GK,bernd leno,1,90.0,90.0,5.333333333333333,4.0,0.0,0.0,0.0,0.4,4.6,90.0,1.0,6.1466666666666665,3.29,4.6,5.11,0,0,0
Bruno Borges Fernandes,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.0,0.0,0.0,0.0,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,11,0,0,0,0,17,0,1068295,0,0,0,0.0,0,-333330,1632,334962,83,False,0,2023-24,17,8.3,,,,,,,,,,,,,MID,bruno borges fernandes,1,90.0,90.0,1.0,2.4,0.6579999999999997,0.2719999999999999,0.38600000000000023,0.4,0.0,90.0,1.0,4.12,5.8100000000000005,6.289999999999998,5.72,1,0,0
Enzo Fernández,MID,Chelsea,4.7,0,0,3,0,3.0,199,0.01,0.01,0.0,0.22,165,0,0,0.4,0.6,2023-12-16T15:00:00Z,21,17,0,0,0,0,17,0,312067,0,0,2,0.0,1,2467,17121,14654,48,True,0,2023-24,17,4.8,,,,,,,,,,,,,MID,enzo fernández,1,81.66666666666667,79.6,6.0,4.4,0.4979999999999998,0.44599999999999984,0.05200000000000016,0.0,0.0,80.84,1.0,6.720000000000001,3.36,5.489999999999998,4.99,0,0,0
Erling Haaland,FWD,Man City,1.1,0,0,0,0,0.0,355,0.0,0.0,0.0,0.0,167,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,8,0,0,0,0,17,0,7231415,0,2,2,0.0,0,-1477506,16216,1493722,140,True,0,2023-24,17,14.0,,,,,,,,,,,,,FWD,erling haaland,1,60.0,72.0,3.0,6.4,0.9239999999999997,0.8719999999999997,0.05200000000000018,0.0,0.0,64.8,0.8099999999999999,8.0,7.937999999999999,7.619999999999998,6.35,1,1,0
Jarrad Branthwaite,DEF,Everton,0.0,0,0,0,0,0.0,245,0.0,0.0,0.0,0.0,164,0,0,0.0,0.0,2023-12-16T17:30:00Z,0,6,0,0,0,0,17,0,279190,0,2,0,0.0,0,-16101,18892,34993,41,False,0,2023-24,17,4.1,,,,,,,,,,,,,DEF,jarrad branthwaite,1,90.0,90.0,6.666666666666667,4.4,0.10999999999999921,0.013999999999999735,0.09600000000000014,0.6,0.0,90.0,1.0,6.973333333333334,2.8699999999999997,5.949999999999996,5.02,0,0,0
Jordan Pickford,GK,Everton,6.7,0,0,25,1,0.1,263,0.05,0.05,0.0,0.77,164,0,0,1.6,16.0,2023-12-16T17:30:00Z,90,6,0,0,0,0,17,2,862439,1,2,0,0.0,6,84291,97316,13025,44,False,0,2023-24,17,4.4,,,,,,,,,,,,,GK,jordan pickford,1,90.0,90.0,8.0,5.4,0.005999999999999334,0.0,0.006000000000000111,0.6,2.6,90.0,1.0,8.16,3.08,5.429999999999996,5.4,1,0,0
Kieran Trippier,DEF,Newcastle,0.0,0,0,0,0,0.0,430,0.0,0.0,0.0,0.0,168,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,10,0,0,0,0,17,0,4337046,0,0,3,0.0,0,-831837,25628,857465,69,True,0,2023-24,17,6.9,,,,,,,,,,,,,DEF,kieran trippier,1,88.33333333333333,89.0,4.0,2.8,0.3579999999999993,0.03999999999999983,0.318,0.2,0.0,88.6,1.0,5.960000000000001,4.83,5.589999999999996,5.03,1,0,0
Ollie Watkins,FWD,Aston Villa,5.6,0,3,40,0,23.1,60,0.16,0.44,0.28,0.51,163,1,1,10.8,43.8,2023-12-17T14:00:00Z,90,4,0,0,0,0,17,0,4580181,1,2,1,41.0,9,547148,597978,50830,85,False,0,2023-24,17,8.5,,,,,,,,,,,,,FWD,ollie watkins,1,89.66666666666667,89.8,4.666666666666667,5.0,0.6799999999999988,0.6279999999999999,0.051999999999999935,0.4,0.0,89.72,1.0,7.133333333333335,5.949999999999999,6.399999999999994,5.98,1,0,1
Pedro Porro,DEF,Spurs,4.6,0,2,31,1,41.3,506,0.34,0.73,0.39,1.5,169,0,0,7.3,22.2,2023-12-15T20:00:00Z,90,16,0,0,0,0,17,0,2097522,1,2,0,9.0,8,566899,581789,14890,54,False,0,2023-24,17,5.4,,,,,,,,,,,,,DEF,pedro porro,1,90.0,90.0,3.3333333333333335,4.0,0.4979999999999988,0.11599999999999985,0.3819999999999999,0.0,0.0,90.0,1.0,4.826666666666667,3.78,5.489999999999994,5.08,1,0,0
Raúl Jiménez,FWD,Fulham,4.3,0,0,-9,0,2.6,558,0.01,0.04,0.03,7.82,168,3,0,0.6,0.0,2023-12-16T15:00:00Z,21,15,0,0,0,1,17,0,311087,1,0,3,7.0,-2,164378,174477,10099,53,False,0,2023-24,17,5.3,,,,,,,,,,,,,FWD,raúl jiménez,1,79.66666666666667,77.4,8.0,6.8,0.5079999999999989,0.45599999999999985,0.051999999999999956,0.4,0.0,78.76,0.9845,8.52,3.6524949999999996,5.539999999999995,4.36,0,0,0
Scott McTominay,MID,Man Utd,4.8,0,0,9,1,24.4,392,0.06,0.14,0.08,2.35,166,0,0,5.4,24.2,2023-12-17T16:30:00Z,90,11,0,0,0,0,17,0,241226,1,0,0,5.0,3,-14622,27173,41795,49,False,0,2023-24,17,4.9,,,,,,,,,,,,,MID,scott mctominay,1,90.0,90.0,6.0,4.8,0.5379999999999991,0.524,0.01600000000000002,0.4,0.0,90.0,1.0,6.760000000000001,3.43,5.689999999999996,5.88,1,0,0
Son Heung-min,MID,Spurs,6.6,0,0,6,1,24.3,516,0.17,0.44,0.27,0.92,169,0,0,8.4,16.2,2023-12-15T20:00:00Z,87,16,0,0,0,0,17,0,4367238,1,2,0,43.0,2,738778,787514,48736,97,False,1,2023-24,17,9.7,,,,,,,,,,,,,MID,son heung-min,1,89.0,89.4,9.666666666666666,6.6,0.5939999999999991,0.312,0.28200000000000003,0.2,0.0,89.16,1.0,11.613333333333333,6.789999999999999,5.969999999999995,5.43,1,0,0
Trent Alexander-Arnold,DEF,Liverpool,9.2,0,3,39,1,85.9,290,0.42,0.65,0.23,0.63,166,0,0,12.2,27.8,2023-12-17T16:30:00Z,90,14,0,0,0,0,17,0,1762447,1,0,0,8.0,9,322910,349302,26392,82,True,0,2023-24,17,8.2,,,,,,,,,,,,,DEF,trent alexander-arnold,1,90.0,89.8,9.666666666666666,8.8,0.33599999999999913,0.056000000000000036,0.27999999999999997,0.4,0.0,89.92,1.0,11.013333333333334,5.739999999999999,6.279999999999996,5.82,1,0,0
Vitalii Mykolenko,DEF,Everton,3.4,0,0,0,0,0.0,260,0.0,0.0,0.0,0.0,164,0,0,0.0,0.0,2023-12-16T17:30:00Z,0,6,0,0,0,0,17,0,687378,0,2,0,0.0,0,133136,160329,27193,46,False,0,2023-24,17,4.6,,,,,,,,,,,,,DEF,vitalii mykolenko,1,90.0,90.0,6.333333333333333,5.8,0.17199999999999901,0.148,0.024000000000000028,0.6,0.0,90.0,1.0,6.906666666666666,3.2199999999999998,6.2599999999999945,5.77,1,0,0
