name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Bernd Leno,GK,Fulham,5.8,0,2,27,0,0.0,275,0.0,0.0,0.0,3.25,21,2,0,6.0,60.4,2023-08-26T14:00:00Z,90,1,0,0,0,0,3,8,926182,1,2,2,0.0,5,14385,75968,61583,45,False,0,2023-24,3,4.5,,,,,,,,,,,,,GK,bernd leno,1,90.0,90.0,5.666666666666667,5.4,0.0,0.0,0.0,0.4,4.8,90.0,1.0,6.333333333333334,3.15,4.6,5.09,0,0,0
Bruno Borges Fernandes,MID,Man Utd,5.8,1,3,35,0,48.8,373,0.54,1.75,1.21,1.24,28,2,1,16.3,65.6,2023-08-26T14:00:00Z,90,16,0,0,0,0,3,0,2084571,1,2,3,49.0,12,-292843,59506,352349,85,True,1,2023-24,3,8.5,,,,,,,,,,,,,MID,bruno borges fernandes,1,87.66666666666667,87.6,4.666666666666667,5.0,0.8919999999999995,0.5299999999999999,0.3620000000000002,0.6,0.0,87.64,1.0,7.133333333333335,5.949999999999999,7.459999999999997,7.44,1,0,0
Bryan Mbeumo,MID,Brentford,8.3,0,0,10,0,41.0,108,0.25,0.29,0.04,0.8,23,1,0,6.3,11.0,2023-08-26T14:00:00Z,90,8,0,0,0,0,3,0,2276776,1,1,1,11.0,2,1118529,1150369,31840,67,True,0,2023-24,3,6.7,,,,,,,,,,,,,MID,bryan mbeumo,1,89.33333333333333,89.6,9.333333333333334,10.6,1.1219999999999997,0.8959999999999999,0.2260000000000002,0.6,0.0,89.44,1.0,10.146666666666668,4.6899999999999995,8.61,9.45,1,1,0
Connor Roberts,DEF,Burnley,0.5,0,0,15,0,10.5,176,0.12,0.12,0.0,2.51,25,3,0,3.0,19.8,2023-08-27T13:00:00Z,90,2,0,0,0,0,3,0,26608,1,3,1,0.0,1,-1871,402,2273,45,True,0,2023-24,3,4.5,,,,,,,,,,,,,DEF,connor roberts,1,89.0,89.5,1.5,1.25,0.36749999999999944,0.2825,0.08500000000000017,0.0,0.0,89.2,1.0,3.0,3.15,4.837499999999997,5.11,1,0,0
Eberechi Eze,MID,Crystal Palace,2.3,0,0,7,0,20.8,226,0.07,0.42,0.35,0.97,23,1,0,5.9,17.0,2023-08-26T14:00:00Z,90,4,0,0,0,0,3,0,1144214,1,1,1,21.0,2,-206379,36822,243201,64,False,0,2023-24,3,6.4,,,,,,,,,,,,,MID,eberechi eze,1,90.0,90.0,2.3333333333333335,5.6,0.6919999999999997,0.476,0.2160000000000001,0.4,0.0,90.0,1.0,4.426666666666668,4.4799999999999995,6.459999999999999,6.39,1,0,0
Guglielmo Vicario,GK,Spurs,6.3,0,0,28,1,0.0,520,0.0,0.0,0.0,0.67,22,0,0,2.0,20.4,2023-08-26T11:30:00Z,90,3,0,0,0,0,3,3,162814,1,2,0,0.0,7,86937,102459,15522,50,False,0,2023-24,3,5.0,,,,,,,,,,,,,GK,guglielmo vicario,1,90.0,90.0,6.0,4.75,0.07999999999999925,0.007499999999999611,0.07250000000000027,0.5,2.5,90.0,1.0,6.800000000000001,3.5,5.399999999999997,5.29,1,0,0
Joel Ward,DEF,Crystal Palace,3.3,0,0,9,0,2.4,242,0.02,0.02,0.0,0.97,23,1,0,2.2,20.0,2023-08-26T14:00:00Z,90,4,0,0,0,0,3,0,26944,1,1,1,0.0,2,445,2201,1756,45,False,0,2023-24,3,4.5,,,,,,,,,,,,,DEF,joel ward,1,87.33333333333333,88.4,3.3333333333333335,4.8,0.2759999999999994,0.19999999999999976,0.07600000000000015,0.4,0.0,87.76,1.0,4.466666666666667,3.15,5.979999999999997,5.32,1,0,0
Kaoru Mitoma,MID,Brighton,6.0,0,0,10,0,32.3,143,0.38,0.45,0.07,3.33,24,3,0,6.8,3.2,2023-08-26T16:30:00Z,90,19,0,0,0,0,3,0,4235929,1,3,1,32.0,1,567621,628321,60700,66,True,1,2023-24,3,6.6,,,,,,,,,,,,,MID,kaoru mitoma,1,65.0,74.6,6.0,5.0,0.8899999999999991,0.5679999999999998,0.322,0.0,0.0,68.84,0.8605,7.440000000000001,3.9755099999999994,7.449999999999996,6.14,1,0,0
Kyle Walker,DEF,Man City,6.2,0,0,20,0,46.3,369,0.43,0.47,0.04,0.73,30,1,0,7.5,17.2,2023-08-27T13:00:00Z,90,17,0,0,0,0,3,0,816739,1,2,1,11.0,2,282609,315193,32584,51,False,0,2023-24,3,5.1,,,,,,,,,,,,,DEF,kyle walker,1,90.0,90.0,4.666666666666667,4.4,0.051999999999999234,0.003999999999999822,0.04800000000000002,0.6,0.0,90.0,1.0,5.773333333333333,3.5699999999999994,5.659999999999997,4.9,0,0,0
Mohamed Salah,MID,Liverpool,5.0,1,0,19,0,24.9,308,0.12,0.3,0.18,2.0,29,1,0,7.0,28.6,2023-08-27T15:30:00Z,90,15,0,0,0,0,3,0,2570086,1,2,1,16.0,5,-229297,98738,328035,125,False,0,2023-24,3,12.5,,,,,,,,,,,,,MID,mohamed salah,1,83.66666666666667,85.6,5.0,6.4,1.0339999999999994,0.7259999999999999,0.30800000000000005,0.2,0.0,84.44,1.0,9.0,8.75,8.169999999999996,8.0,1,0,1
Nicolas Jackson,FWD,Chelsea,3.5,0,1,34,1,25.3,211,0.18,0.89,0.71,0.36,26,0,1,15.7,47.6,2023-08-25T19:00:00Z,82,12,0,0,0,0,3,0,1860530,1,0,3,84.0,7,337084,489435,152351,71,True,0,2023-24,3,7.1,,,,,,,,,,,,,FWD,nicolas jackson,1,90.0,67.5,1.0,1.0,0.5199999999999987,0.49749999999999994,0.022499999999999944,0.0,0.0,81.0,1.0,3.6399999999999997,4.97,5.599999999999993,4.74,0,0,0
Ollie Watkins,FWD,Aston Villa,5.5,1,0,8,0,24.8,60,0.01,0.79,0.78,0.39,25,1,0,11.1,20.8,2023-08-27T13:00:00Z,85,6,0,0,0,0,3,0,2286440,1,3,1,65.0,5,-49457,158524,207981,80,False,0,2023-24,3,8.0,,,,,,,,,,,,,FWD,ollie watkins,1,84.33333333333333,85.8,6.333333333333333,4.6,0.6179999999999989,0.5299999999999999,0.08799999999999994,0.4,0.0,84.91999999999999,1.0,8.266666666666666,5.6,6.0899999999999945,5.17,1,0,0
Rico Henry,DEF,Brentford,3.7,0,0,14,0,16.2,103,0.04,0.09,0.05,0.8,23,1,0,4.7,24.8,2023-08-26T14:00:00Z,90,8,0,0,0,0,3,0,609606,1,1,1,6.0,2,200548,233325,32777,46,True,0,2023-24,3,4.6,,,,,,,,,,,,,DEF,rico henry,1,90.0,90.0,5.333333333333333,4.6,0.225999999999999,0.005999999999999911,0.21999999999999997,0.6,0.0,90.0,1.0,6.1066666666666665,3.2199999999999998,6.529999999999996,5.48,1,0,0
Trent Alexander-Arnold,DEF,Liverpool,1.3,0,0,8,0,23.6,290,0.22,0.22,0.0,2.0,29,1,0,3.2,8.6,2023-08-27T15:30:00Z,90,15,0,0,0,0,3,0,1269374,1,2,1,0.0,1,-421221,16810,438031,80,False,1,2023-24,3,8.0,,,,,,,,,,,,,DEF,trent alexander-arnold,1,85.0,87.0,2.3333333333333335,4.2,0.3119999999999991,0.08600000000000003,0.22600000000000003,0.2,0.0,85.80000000000001,1.0,5.066666666666667,5.6,5.359999999999995,4.93,0,0,0
Yoane Wissa,FWD,Brentford,7.3,0,0,-1,0,1.0,119,0.0,0.27,0.27,0.8,23,1,0,1.1,0.0,2023-08-26T14:00:00Z,90,8,0,0,0,0,3,0,1499169,1,1,1,15.0,2,759384,818259,58875,61,True,0,2023-24,3,6.1,,,,,,,,,,,,,FWD,yoane wissa,1,79.0,80.2,7.333333333333333,8.4,0.7419999999999989,0.694,0.04800000000000003,0.6,0.0,79.48,0.9935,8.306666666666667,4.242245,6.709999999999995,5.58,1,0,0
