name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Alexis Mac Allister,MID,Liverpool,9.0,0,3,34,0,29.3,304,0.05,0.22,0.17,0.59,308,1,1,9.8,54.8,2024-04-04T18:30:00Z,90,17,0,0,0,0,31,0,454423,1,1,3,14.0,10,55600,62946,7346,58,True,0,2023-24,31,5.8,,,,,,,,,,,,,MID,alexis mac allister,1,90.0,88.0,6.666666666666667,7.4,0.7559999999999999,0.3420000000000001,0.41400000000000003,0.2,0.0,89.2,1.0,7.653333333333334,4.06,6.779999999999999,6.18,1,0,0
Bart Verbruggen,GK,Brighton,6.7,0,0,25,1,0.0,152,0.0,0.0,0.0,0.5,303,0,0,1.9,19.4,2024-04-03T18:30:00Z,90,4,0,0,0,0,31,2,59813,1,0,0,0.0,6,16068,17264,1196,44,False,0,2023-24,31,4.4,,,,,,,,,,,,,GK,bart verbruggen,1,60.0,72.0,4.666666666666667,4.2,0.0,0.0,0.0,0.4,2.4,64.8,0.8099999999999999,5.493333333333334,2.4947999999999997,4.6,4.29,0,0,0
Benjamin White,DEF,Arsenal,9.2,0,0,24,1,2.7,29,0.02,0.02,0.0,0.27,301,0,0,2.0,12.8,2024-04-03T18:30:00Z,90,12,0,0,0,0,31,0,1690843,1,0,2,4.0,6,233435,244289,10854,58,True,0,2023-24,31,5.8,,,,,,,,,,,,,DEF,benjamin white,1,81.33333333333333,80.4,10.0,7.6,0.1339999999999997,0.008,0.12600000000000022,0.6,0.0,80.96000000000001,1.0,10.32,4.06,6.0699999999999985,5.35,1,0,0
Bernd Leno,GK,Fulham,2.5,0,0,16,0,0.0,275,0.0,0.0,0.0,1.51,305,3,0,1.4,13.6,2024-04-02T18:30:00Z,90,16,0,0,0,0,31,1,1734335,1,1,3,0.0,1,25343,52132,26789,48,False,0,2023-24,31,4.8,,,,,,,,,,,,,GK,bernd leno,1,90.0,90.0,3.0,4.0,0.0,0.0,0.0,0.4,4.0,90.0,1.0,4.32,3.36,4.6,4.95,1,0,0
Cole Palmer,MID,Chelsea,16.0,0,3,77,0,104.7,362,0.42,2.28,1.86,1.57,307,3,3,32.6,127.6,2024-04-04T19:15:00Z,90,14,0,0,0,0,31,0,4405458,1,3,4,94.0,20,227721,253196,25475,59,True,0,2023-24,31,5.9,,,,,,,,,,,,,MID,cole palmer,1,88.33333333333333,85.0,11.0,9.0,0.7399999999999995,0.44400000000000006,0.29600000000000015,0.2,0.0,87.0,1.0,11.16,4.13,6.6999999999999975,6.27,1,0,0
Erling Haaland,FWD,Man City,1.8,0,0,0,0,0.0,355,0.0,0.0,0.0,0.0,309,0,0,0.0,0.0,2024-04-03T19:15:00Z,0,2,0,0,0,0,31,0,7782722,0,1,4,0.0,0,19630,118606,98976,143,True,0,2023-24,31,14.3,,,,,,,,,,,,,FWD,erling haaland,1,90.0,86.8,3.3333333333333335,4.6,0.7139999999999996,0.6499999999999998,0.06400000000000018,0.6,0.0,88.72,1.0,8.386666666666667,10.01,6.5699999999999985,6.78,1,0,1
Gabriel dos Santos Magalhães,DEF,Arsenal,5.8,0,0,25,1,2.6,5,0.01,0.01,0.0,0.27,301,0,0,2.1,18.2,2024-04-03T18:30:00Z,90,12,0,0,0,0,31,0,2823227,1,0,2,0.0,6,94357,122517,28160,53,True,0,2023-24,31,5.3,,,,,,,,,,,,,DEF,gabriel dos santos magalhães,1,90.0,90.0,4.333333333333333,4.2,0.1279999999999995,0.10199999999999967,0.026000000000000217,0.6,0.0,90.0,1.0,5.586666666666667,3.7099999999999995,6.039999999999997,5.41,1,0,0
Kai Havertz,MID,Arsenal,6.5,1,0,14,1,14.9,6,0.12,0.19,0.07,0.1,301,0,0,6.3,18.4,2024-04-03T18:30:00Z,65,12,0,0,0,0,31,0,436575,1,0,2,30.0,5,87589,99612,12023,72,True,1,2023-24,31,7.2,,,,,,,,,,,,,MID,kai havertz,1,90.0,85.6,8.0,10.0,0.6539999999999992,0.5859999999999999,0.06800000000000003,0.8,0.0,88.24000000000001,1.0,9.280000000000001,5.04,6.269999999999996,6.69,1,0,0
Luis Díaz,MID,Liverpool,7.0,1,1,23,0,69.8,303,0.15,0.29,0.14,0.59,308,1,0,12.2,31.4,2024-04-04T18:30:00Z,90,17,0,0,0,0,31,0,1218130,1,1,3,21.0,6,157470,178576,21106,75,True,0,2023-24,31,7.5,,,,,,,,,,,,,MID,luis díaz,1,89.33333333333333,89.2,5.0,5.4,0.925999999999999,0.7259999999999999,0.2,0.2,0.0,89.28,1.0,7.0,5.25,7.6299999999999955,7.88,1,1,0
Nicolas Jackson,FWD,Chelsea,4.0,0,0,10,0,24.8,211,0.13,0.17,0.04,1.57,307,3,0,5.9,11.6,2024-04-04T19:15:00Z,90,14,0,0,0,0,31,0,535718,1,3,4,23.0,2,-18730,12227,30957,68,True,0,2023-24,31,6.8,,,,,,,,,,,,,FWD,nicolas jackson,1,90.0,85.8,5.333333333333333,4.4,0.6539999999999989,0.5379999999999999,0.11599999999999992,0.2,0.0,88.32,1.0,6.986666666666666,4.76,6.269999999999994,5.39,1,0,0
Phil Foden,MID,Man City,8.8,0,3,78,0,45.3,353,0.53,0.94,0.41,0.69,309,1,3,20.3,115.8,2024-04-03T19:15:00Z,79,2,0,0,0,0,31,0,3405836,1,1,4,42.0,20,-70053,85642,155695,81,True,0,2023-24,31,8.1,,,,,,,,,,,,,MID,phil foden,1,80.0,84.0,6.666666666666667,6.8,0.7859999999999989,0.5499999999999999,0.23599999999999993,0.6,0.0,81.6,1.0,8.573333333333334,5.669999999999999,6.929999999999994,6.74,1,0,0
Reece Burke,DEF,Luton,0.1,0,0,0,0,0.0,318,0.0,0.0,0.0,0.0,301,0,0,0.0,0.0,2024-04-03T18:30:00Z,0,1,0,0,0,0,31,0,19870,0,0,2,0.0,0,-1634,341,1975,40,False,0,2023-24,31,4.0,,,,,,,,,,,,,DEF,reece burke,1,75.0,81.0,2.3333333333333335,2.2,0.379999999999999,0.2699999999999999,0.10999999999999996,0.0,0.0,77.4,0.9675,3.466666666666667,2.709,4.899999999999995,4.78,0,0,0
Rodrigo Muniz Carvalho,FWD,Fulham,5.8,0,0,1,0,11.7,279,0.01,0.42,0.41,1.51,305,3,0,4.2,0.0,2024-04-02T18:30:00Z,90,16,0,0,0,0,31,0,1056680,1,1,3,36.0,2,252432,272031,19599,47,False,0,2023-24,31,4.7,,,,,,,,,,,,,FWD,rodrigo muniz carvalho,1,81.0,83.2,7.0,6.8,0.655999999999999,0.6059999999999999,0.05,0.4,0.0,81.88,1.0,7.48,3.29,6.279999999999995,5.24,0,0,0
Rúben Gato Alves Dias,DEF,Man City,3.2,0,0,23,0,4.7,350,0.03,0.03,0.0,0.73,309,1,0,3.4,29.4,2024-04-03T19:15:00Z,90,2,0,0,0,0,31,0,744783,1,1,4,0.0,2,24056,28123,4067,55,True,0,2023-24,31,5.5,,,,,,,,,,,,,DEF,rúben gato alves dias,1,60.0,72.0,2.6666666666666665,4.0,0.05599999999999909,0.033999999999999954,0.022000000000000023,0.6,0.0,64.8,0.8099999999999999,4.333333333333334,3.1184999999999996,5.679999999999995,4.83,1,0,0
