name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Dominic Calvert-Lewin,FWD,Everton,0.8,0,0,-1,0,0.8,246,0.01,0.24,0.23,0.4,187,1,0,0.3,0.0,2023-12-27T20:15:00Z,25,13,0,0,0,0,19,0,126770,0,3,1,4.0,1,-3915,8896,12811,58,True,0,2023-24,19,5.8,,,,,,,,,,,,,FWD,dominic calvert-lewin,1,79.0,64.2,3.0,2.0,0.6419999999999997,0.5860000000000001,0.05800000000000013,0.6,0.0,73.08,0.9135,4.720000000000001,3.7088099999999997,6.209999999999998,4.81,0,0,0
Dominic Solanke,FWD,Bournemouth,7.6,0,0,25,1,3.0,85,0.05,1.06,1.01,0.28,182,0,1,7.2,36.4,2023-12-26T15:00:00Z,90,10,0,0,0,0,19,0,2703198,1,0,3,33.0,6,507063,523494,16431,70,True,0,2023-24,19,7.0,,,,,,,,,,,,,FWD,dominic solanke,1,89.0,89.4,8.666666666666666,6.8,0.7579999999999998,0.728,0.03000000000000013,0.4,0.0,89.16,1.0,9.733333333333334,4.8999999999999995,6.789999999999999,6.35,1,1,0
Ezri Konsa Ngoyo,DEF,Aston Villa,2.5,0,0,10,0,3.0,48,0.02,0.1,0.08,1.04,188,3,0,2.1,14.4,2023-12-26T20:00:00Z,90,14,0,0,0,0,19,0,307994,1,2,3,4.0,0,21060,32757,11697,46,False,1,2023-24,19,4.6,,,,,,,,,,,,,DEF,ezri konsa ngoyo,1,81.66666666666667,81.6,3.0,3.6,0.22599999999999962,0.19199999999999973,0.03400000000000017,0.4,0.0,81.64,1.0,4.24,3.2199999999999998,5.729999999999999,4.98,1,0,0
Harry Kane,FWD,Spurs,0.0,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,184,0,0,0.0,0.0,2023-12-28T19:30:00Z,0,5,0,0,0,0,19,0,63154,0,2,4,0.0,0,-111,0,111,125,False,0,2023-24,19,12.5,,,,,,,,,,,,,FWD,harry kane,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,5.0,8.75,3.0,4.71,0,0,0
James Trafford,GK,Burnley,4.2,0,0,27,0,0.0,596,0.0,0.0,0.0,1.69,185,2,0,6.0,60.2,2023-12-26T17:30:00Z,90,11,0,0,0,0,19,8,102209,1,2,0,0.0,3,3349,5990,2641,45,True,0,2023-24,19,4.5,,,,,,,,,,,,,GK,james trafford,1,90.0,90.0,6.0,5.6,0.0,0.0,0.0,0.4,5.0,90.0,1.0,6.6000000000000005,3.15,4.6,5.16,0,0,0
Jarrad Branthwaite,DEF,Everton,2.5,0,0,12,0,0.2,245,0.0,0.0,0.0,2.6,187,3,0,1.5,14.6,2023-12-27T20:15:00Z,90,13,0,0,0,0,19,0,322568,1,3,1,0.0,0,22954,29297,6343,41,True,1,2023-24,19,4.1,,,,,,,,,,,,,DEF,jarrad branthwaite,1,60.0,72.0,2.0,4.2,0.11999999999999922,0.023999999999999737,0.09600000000000014,0.6,0.0,64.8,0.8099999999999999,3.24,2.3246999999999995,5.9999999999999964,4.94,0,0,0
Jarrod Bowen,MID,West Ham,5.0,1,0,14,1,11.3,526,0.55,0.55,0.0,2.68,181,0,0,3.5,19.4,2023-12-28T20:15:00Z,90,1,0,0,0,0,19,0,2435153,1,2,0,4.0,6,118480,161448,42968,78,False,0,2023-24,19,7.8,,,,,,,,,,,,,MID,jarrod bowen,1,89.0,89.4,6.0,5.4,0.6059999999999992,0.5359999999999997,0.07000000000000013,0.4,0.0,89.16,1.0,7.920000000000001,5.46,6.029999999999996,6.27,1,0,1
Jordan Pickford,GK,Everton,4.7,0,0,17,0,0.0,263,0.01,0.01,0.0,2.6,187,3,0,4.5,44.8,2023-12-27T20:15:00Z,90,13,0,0,0,0,19,6,946168,1,3,1,0.0,2,21977,39634,17657,44,True,1,2023-24,19,4.4,,,,,,,,,,,,,GK,jordan pickford,1,90.0,90.0,6.0,6.4,0.017999999999999333,0.0,0.01800000000000011,0.8,3.0,90.0,1.0,6.5600000000000005,3.08,6.289999999999997,5.59,1,0,0
Marcos Senesi,DEF,Bournemouth,8.0,0,0,24,1,1.1,83,0.02,0.02,0.0,0.28,182,0,0,2.7,24.0,2023-12-26T15:00:00Z,90,10,0,0,0,0,19,0,523632,1,0,3,2.0,6,106627,115268,8641,45,True,0,2023-24,19,4.5,,,,,,,,,,,,,DEF,marcos senesi,1,90.0,90.0,11.333333333333334,7.2,0.2399999999999991,0.1439999999999999,0.09600000000000002,0.4,0.0,90.0,1.0,10.866666666666669,3.15,5.799999999999995,5.02,1,0,0
Miguel Almirón Rejala,MID,Newcastle,3.7,0,0,12,0,28.2,402,0.22,0.28,0.06,2.45,189,2,0,5.5,9.4,2023-12-26T12:30:00Z,54,16,0,0,0,0,19,0,496322,1,3,1,17.0,1,3817,21197,17380,62,True,0,2023-24,19,6.2,,,,,,,,,,,,,MID,miguel almirón rejala,1,77.66666666666667,82.6,4.333333333333333,3.6,0.5399999999999993,0.48999999999999994,0.050000000000000024,0.4,0.0,79.64,0.9955,5.946666666666667,4.32047,5.699999999999996,5.39,1,0,0
Mohamed Salah,MID,Liverpool,6.7,0,0,7,1,5.1,308,0.15,0.42,0.27,0.76,185,0,0,5.7,6.0,2023-12-26T17:30:00Z,90,6,0,0,0,0,19,0,5803609,1,2,0,46.0,3,128537,146293,17756,133,False,0,2023-24,19,13.3,,,,,,,,,,,,,MID,mohamed salah,1,90.0,85.2,7.666666666666667,6.2,0.6159999999999991,0.41999999999999993,0.19600000000000004,0.4,0.0,88.08000000000001,1.0,11.453333333333333,9.31,6.079999999999996,6.13,1,0,0
Pascal Groß,MID,Brighton,4.8,0,0,25,0,45.7,134,0.33,0.33,0.0,2.48,184,2,0,8.2,36.2,2023-12-28T19:30:00Z,90,18,0,0,0,0,19,0,365422,1,2,4,0.0,2,27146,42926,15780,64,True,0,2023-24,19,6.4,,,,,,,,,,,,,MID,pascal groß,1,90.0,78.6,5.0,5.4,0.6479999999999988,0.2739999999999998,0.3739999999999999,0.0,0.0,85.44,1.0,6.5600000000000005,4.4799999999999995,6.239999999999994,5.41,1,0,0
