season,gw,date,home,away,y,M3_PH,M3_PD,M3_PA,M3_pred,S2_PH,S2_PD,S2_PA,S2_pred,PLAYER_PH,PLAYER_PD,PLAYER_PA,PLAYER_pred,TACTICAL_PH,TACTICAL_PD,TACTICAL_PA,TACTICAL_pred,HYBRIDRAW_PH,HYBRIDRAW_PD,HYBRIDRAW_PA,HYBRIDRAW_pred,tact_diff_ppda,tact_diff_deep,tact_diff_tilt,inter_press_trap,inter_lowblock_frustration,tact_symmetry_entropy,mgr_diff_new,mgr_diff_tenure,rest_diff,europe_shock_diff,inter_press_fatigue_diff,squad_talent_diff,euro_form_diff,foreign_transfer_diff,lineup_shock_total,gate_continuity_mean,gate_uncertainty_mean,gate_tactical_mismatch,gate_european_shock,gate_evidence_maturity
2025-26,15,2025-08-17,Chelsea,Crystal Palace,1,0.5121128394171977,0.2884874352370022,0.1993997253458002,0,0.4871621902132822,0.2374579692738732,0.2753798405128444,0,0.630949693326236,0.2111062215711704,0.1579440851025935,0,0.3286577073249304,0.5346679011287679,0.1366743915463016,1,0.6607601055541907,0.2164960081023625,0.1227438863434466,0,-1.3095064123065097,1.1052188912559782,0.9404745482174092,-0.0589277885537929,0.1290172293150305,0.3130105676760594,0,1.9022468581823568,0.0,0,0,0.9652568533518632,0.3625853895232497,-0.0189335621650514,0.1929164372507872,0.82,0.163,2.249980960523919,0.0,0.39473684210526316
2025-26,15,2025-08-30,Leeds United,Newcastle United,1,0.2469236779829104,0.3033789426795874,0.4496973793375021,2,0.3668410610302607,0.247177712404633,0.3859812265651063,2,0.2162213573447536,0.2334369989804744,0.5503416436747719,2,0.1005798924283698,0.5453490742981775,0.3540710332734524,1,0.0560678458039378,0.5415990060828888,0.4023331481131733,1,-2.1022187948577606,-1.7600638562082107,-1.3764805414214778,-0.0945998457685992,0.0030381106125924,0.1775517234737721,0,0.3454229214974198,-0.1428571428571428,0,0,-1.6585276659687676,0.421507804793414,0.0650723730218947,0.1616037629281512,0.82,0.163,3.4786993362792384,0.0,0.39473684210526316
2025-26,15,2025-09-21,Arsenal,Manchester City,1,0.4698265270627931,0.3000195008060567,0.2301539721311502,0,0.496860571996199,0.2348324057530829,0.268307022250718,0,0.5936177534123657,0.2135067464827393,0.192875500104895,0,0.4146445048990564,0.4660278063577958,0.1193276887431476,1,0.2554010531170211,0.6741070831758772,0.0704918637071017,1,-0.2752630392123372,1.2287609262896328,0.2189738348355533,-0.0055052607842467,0.1281794249484389,0.6283072251646733,0,-1.775719246235856,0.5714285714285714,0,0,0.2965244857394173,-0.1365836283623566,0.0095818881404043,0.1410410786550241,0.82,0.163,0.4942368740478905,0.0,0.39473684210526316
2025-26,15,2025-09-21,Sunderland,Aston Villa,1,0.205453206532895,0.2774424266068473,0.5171043668602574,2,0.3047621003445377,0.2419705322995294,0.4532673673559328,2,0.1565363678489703,0.2136288294394704,0.6298348027115593,2,0.1058910788975641,0.4510447418733076,0.4430641792291282,1,0.0949108029682592,0.4377271591421215,0.4673620378896192,2,-2.078036179590283,-3.433858866261408,-1.252908664680156,-0.0935116280815627,-0.0190664407985663,0.14374987944731,0,0.2185306747087136,0.0,0,0,-2.1953024426470327,-0.1433142940799428,0.0333854088146015,0.0102700835618642,0.87,0.14550000000000002,3.330944844270439,0.0,0.39473684210526316
2025-26,15,2025-09-21,Bournemouth,Newcastle United,1,0.3817525741250107,0.2843483962673157,0.3338990296076737,0,0.4534149824513441,0.2415214117350319,0.3050636058136241,0,0.4198271855977361,0.248437252130192,0.3317355622720718,0,0.2863805959967809,0.4085205219613745,0.3050988820418446,1,0.3812367852501046,0.338950594101053,0.2798126206488424,0,-0.3807494025883642,0.2443666550533745,0.9042768267682846,-0.0171337231164763,0.0706017601239456,0.3855246451087706,0,-0.6484464501379996,-0.1428571428571428,0,0,-0.4121089991351034,-0.5752769993638633,0.0084162247103541,0.1142398361640574,0.82,0.163,1.2850262293566488,0.0,0.39473684210526316
2025-26,15,2025-09-27,Crystal Palace,Liverpool,0,0.3096573381680958,0.2347580975047519,0.4555845643271523,2,0.3200321880071282,0.2438743937327512,0.4360934182601208,2,0.3054641776523137,0.23707902104715,0.4574568013005362,2,0.4343807017226604,0.1722880352671836,0.393331263010156,0,0.3968014893454567,0.1840397462496746,0.4191587644048686,2,-2.73760367277575,-3.048698544854287,-2.461289081173168,-0.1231921652749087,0.0094729428294426,0.0463734217887051,0,0.3816765629097447,-0.5714285714285714,0,0,-1.4861285721163633,-0.5682254557826956,0.0333075128076969,0.1834425308439092,0.82,0.163,5.198892753948918,0.0,0.39473684210526316
2025-26,15,2025-11-30,Crystal Palace,Manchester United,2,0.5188469330621864,0.2423674673512507,0.2387855995865628,0,0.4329443742319495,0.242168037620452,0.3248875881475985,0,0.5722360807183703,0.2282753001850393,0.1994886190965903,0,0.3437265162270435,0.2597569864549814,0.3965164973179749,2,0.63066529028343,0.1029576028613925,0.2663771068551774,0,0.9345801295015708,-0.4251439796279044,0.9911477939259968,0.0420561058275706,0.1181616399781105,0.340896423973223,0,1.3645825590334408,0.1428571428571428,0,0,0.6122745628074184,0.6149871295107923,-0.0581990739794487,0.2097214772400792,0.82,0.163,1.9257279234275675,0.0,0.39473684210526316
2025-26,15,2025-12-07,Brighton and Hove Albion,West Ham United,1,0.563811068010246,0.2645068894894767,0.1716820425002773,0,0.4970606133586837,0.2342141293426309,0.2687252572986852,0,0.6432172745118805,0.2113723608994192,0.1454103645887004,0,0.3487493115537262,0.4668814564802397,0.184369231966034,1,0.5688544921309128,0.2125353949616998,0.2186101129073873,0,0.91589446666746,1.1604636217647837,1.05854731694957,0.0412152510000357,0.1449125543396743,0.2750946547899018,0,1.36729499059268,0.0,0,0,1.380254947272648,0.4530247576445843,0.063323610597603,0.1216604641273624,0.82,0.163,1.97444178361703,0.0,0.39473684210526316
2025-26,15,2025-12-15,Manchester United,Bournemouth,1,0.4851726365361579,0.2860504434685586,0.2287769199952833,0,0.4308953592134855,0.2436646543835936,0.3254399864029208,0,0.5342363118001544,0.2378660104267837,0.2278976777730618,0,0.4208044217416132,0.4444098704225784,0.1347857078358083,1,0.3836544014859373,0.3228136515022775,0.2935319470117852,0,-0.5161679197800115,-0.3336929846988745,-0.3759209256912044,-0.0232275563901005,0.1135759059682467,0.6423258672826053,0,-0.6620712733788321,0.5714285714285714,0,0,0.4420543677355764,0.0,-0.0379954617446342,0.1735549735262032,0.87,0.14550000000000002,0.8920888454712159,0.0,0.39473684210526316
2025-26,15,2026-01-01,Brentford,Tottenham,1,0.4927331958812616,0.2829330874547398,0.2243337166639984,0,0.4374709187561431,0.2444027837071191,0.3181262975367377,0,0.5765377732947745,0.2301155745139402,0.1933466521912852,0,0.3802347909343508,0.4035489685390428,0.2162162405266063,1,0.4266221700597818,0.2577992123290759,0.3155786176111421,0,-2.0227239545010978,-0.0430999801148637,1.0536798383987018,-0.0910225779525494,0.1074967920618179,0.3456599348735542,0,2.197760237097431,0.0,0,-1,0.7918304257531403,0.0,-0.0438516171330608,0.3394513931301776,0.87,0.14550000000000002,3.0764037928997996,0.0,0.39473684210526316
