mean_p_h,mean_p_d,mean_p_a,std_p_h,std_p_d,std_p_a,max_spread,pred_entropy,dist_f2_t7,dist_f2_pq,dist_pq_t7,dist_t7_ctx,conf_e1,conf_e2,conf_e3,conf_e4,conf_e5,conf_spread,vote_h,vote_d,vote_a,majority_cnt
0.334206890995384,0.24741480977368693,0.4183782992309292,0.02775664855828064,0.004981896544725637,0.03265664207423066,0.03265664207423066,1.0764126072111777,0.09954168298419322,0.03224566172042121,0.06729917428978328,0.004822958904246074,0.3831524739628164,0.40725962662247867,0.38727577628794607,0.457941530159133,0.4562620891222714,0.07478905619631665,0.0,0.0,5.0,5.0
0.29058124601402574,0.2405524263675396,0.46886632761843466,0.007945575761342036,0.012871233093507899,0.017416598699037895,0.017416598699037895,1.05700145544494,0.05257936586002777,0.03467213504151133,0.031847408663737836,0.004481666643264053,0.446130531698184,0.47222587437191643,0.45134515871708675,0.48794173075022695,0.4866883425547592,0.04181119905204295,0.0,0.0,5.0,5.0
0.639693855598426,0.22512003747996295,0.13518610692161123,0.025862712476913352,0.022512278068580575,0.004482457517219681,0.025862712476913352,0.8919958287365927,0.07436395905327318,0.04852375741582952,0.02860103379401366,0.013110332073183711,0.6060364490986601,0.644783799143753,0.6140090974342457,0.6616088052684442,0.6720311270470267,0.06599467794836666,5.0,0.0,0.0,5.0
0.5147941436893493,0.24428969567980055,0.24091616063085017,0.005599386945461849,0.0073306703582657964,0.011542556684984705,0.011542556684984705,1.0290167267482642,0.025033526571112755,0.011250514796077256,0.026162857450578975,0.009057692552764507,0.5149090635193094,0.5238309113955358,0.5161761529688285,0.512502186853663,0.5065524037094098,0.017278507686126043,5.0,0.0,0.0,5.0
0.4682969021074346,0.2510518512733168,0.2806512466192485,0.014054292454923577,0.0017773248987977388,0.012690947812724885,0.014054292454923577,1.0588598509506888,0.03788989587672504,0.006518669997808839,0.04432664144446993,0.006237734833457966,0.4588133290080836,0.4545422584366683,0.45730968803930233,0.48642902171314717,0.48439021333997134,0.03188676327647888,5.0,0.0,0.0,5.0
0.4009259392732245,0.24737930561169125,0.35169475511508425,0.016356019891830102,0.006900294401387511,0.00997583124529339,0.016356019891830102,1.0795032420051434,0.025639416187258145,0.02244286096763198,0.04581999687539793,0.010095946862193195,0.39538211845099397,0.37883478208155447,0.39119434083524707,0.4160030361489591,0.42321541884936775,0.044380636767813286,5.0,0.0,0.0,5.0
0.11841155501978491,0.21478061231699988,0.6668078326632152,0.023633816783133536,0.022172545900452076,0.03951049427770927,0.03951049427770927,0.8532299765709703,0.10043459447610399,0.13225492934202257,0.031905707639619134,0.08496432293601831,0.6164780707635057,0.7236074436926998,0.6623689523550557,0.6976070380104025,0.6339776584944127,0.10712937292919411,0.0,0.0,5.0,5.0
0.5194067152776763,0.2595157114177784,0.2210775733045452,0.014099703960042304,0.012988490122108008,0.004168980928567119,0.014099703960042304,1.0239768347569085,0.033291905719246,0.015273256796786963,0.04696558413256554,0.014863366916024868,0.5255607252021093,0.5378225913531801,0.5276239189028589,0.5054598897548309,0.5005664511754025,0.037256140177777564,5.0,0.0,0.0,5.0
0.536501189179377,0.23751394729534603,0.22598486352527716,0.012973897049660715,0.013505232361397966,0.024362940294851036,0.024362940294851036,1.0116096267786887,0.0547052302165445,0.022377444722888645,0.06178243401695961,0.010581226869621629,0.5383629585931209,0.5564846530364254,0.5420492410142804,0.5268559720914928,0.5187531211615651,0.037731531874860225,5.0,0.0,0.0,5.0
0.20675550598605094,0.2404443007618388,0.5528001932521104,0.021531658910780106,0.008839894654764374,0.030244014097701555,0.030244014097701555,0.9962661976998854,0.09142955252485852,0.05385706503130924,0.0380720703311096,0.004609401056545247,0.5143359917732757,0.5577866503225041,0.5216122739607184,0.5868111272434782,0.5834549229605751,0.07247513547020246,0.0,0.0,5.0,5.0
0.3808978650104017,0.24898988340447076,0.3701122515851275,0.009260026876331168,0.0047022432797185045,0.006225431432830872,0.009260026876331168,1.0817057883363048,0.011143693237606882,0.02044689257746016,0.01894031192458659,0.017971741640167897,0.38155001040346687,0.3800138311853567,0.37844881521472346,0.38209136292667717,0.39570320337147186,0.0172543881567484,4.0,0.0,1.0,4.0
0.5594112061350844,0.2600142740644954,0.18057451980042,0.010588132264966675,0.016093091422191955,0.009303684197254029,0.016093091422191955,0.9842630172335431,0.04098022380028856,0.021861269746735502,0.05395352179078529,0.023864070996351596,0.559678846586493,0.5770159521199147,0.5620505221380377,0.5532304656047884,0.5450802442261886,0.03193570789372613,5.0,0.0,0.0,5.0
0.40628717552560134,0.27353254651902587,0.3201802779553728,0.021559074069170653,0.02559063487326216,0.005661962160516017,0.02559063487326216,1.0851746226267394,0.07963232600173435,0.014689562947183822,0.07301926612236241,0.019353828207086646,0.42782351139487196,0.4169699197216122,0.4248602148079955,0.3734360469295843,0.38834618477394295,0.05438746446528764,5.0,0.0,0.0,5.0
0.4992323777861996,0.24320516112007456,0.2575624610937258,0.023799740186864118,0.010465272182781,0.013514022031364805,0.023799740186864118,1.0400458232342633,0.06404034526568886,0.0035628470228546345,0.06545928710000033,0.012668747833604993,0.480568031920835,0.4797176038863902,0.479536375724293,0.5326563959544235,0.5236834814450562,0.053120020230130516,5.0,0.0,0.0,5.0
0.4685884962313356,0.25121583414801163,0.2801956696206528,0.0012420796407610496,0.0009523616225396679,0.001231466292102636,0.0012420796407610496,1.0587283199136257,0.003499166832245253,0.0027416250125958047,0.0035687044971963134,0.0048817003484096,0.4683785007724868,0.4682202842678319,0.4680963440804793,0.47095658115454536,0.4672907708813346,0.003665810273210779,5.0,0.0,0.0,5.0
0.5676067678759964,0.2374893728499102,0.1949038592740934,0.022910232060624345,0.013584552963959063,0.010016413340328798,0.022910232060624345,0.9815894367346762,0.07072220524194725,0.029889692170961768,0.04098333149157774,0.015348642781918583,0.5405791348385824,0.5649447494482498,0.5453793910490535,0.5983123433074685,0.5888182207366277,0.05773320846888608,5.0,0.0,0.0,5.0
0.7597644863379653,0.185427784305335,0.0548077293566996,0.04590988097240963,0.040847577485792125,0.009954705407095796,0.04590988097240963,0.6803627930443842,0.1609672857943796,0.15072185114728465,0.01758086502602836,0.02893574445771836,0.6824759998985677,0.7994392930124129,0.7334969379635861,0.8031199083749476,0.7802902924403124,0.12064390847637996,5.0,0.0,0.0,5.0
0.42245979318406424,0.25026317876081083,0.327277028055125,0.018892620472361538,0.0032216147628790627,0.015690434649582554,0.018892620472361538,1.07624376003593,0.04176895228962234,0.01581780894798597,0.05753020496552211,0.002261170168831083,0.4121777409487546,0.4005150470360097,0.40940003939856606,0.4442754258422832,0.4459307126947076,0.04541566565869787,5.0,0.0,0.0,5.0
0.4888549831973846,0.2670586086419036,0.24408640816071187,0.012477303932826672,0.020907052331799732,0.012183671570438709,0.020907052331799732,1.0466810749867985,0.054125027911613915,0.013957612366345172,0.05884961558350385,0.026946912009339723,0.4926757700784521,0.5040639284967658,0.4958226802969882,0.4844009502422736,0.4673115868724429,0.03675234162432295,5.0,0.0,0.0,5.0
0.7137449249214877,0.20310574015883529,0.08314933491967702,0.03690835812500232,0.0304994042671995,0.009019304333951515,0.03690835812500232,0.7712544143502844,0.12348460741661807,0.11549570540885697,0.009103899432917303,0.021108828415110435,0.6521889658116955,0.742965092122986,0.6905573713396372,0.7481810502990629,0.7348321450340567,0.0959920844873674,5.0,0.0,0.0,5.0
0.2400168892876275,0.24657045692693638,0.513412653785436,0.020017430531813356,0.004685455278875087,0.023915298092114446,0.023915298092114446,1.0300198514894197,0.08482680429003203,0.05151969761013463,0.03417396310612462,0.028999625478735136,0.482419563813379,0.5232237748015229,0.4900598709813942,0.5472094088922139,0.5241506504386704,0.0647898450788349,0.0,0.0,5.0,5.0
0.6265918708021061,0.22643099373475484,0.14697713546313904,0.03130678263810905,0.022327266697640936,0.00906937714781651,0.03130678263810905,0.9110533782243906,0.09187505422740404,0.04224511450206055,0.04968335255152775,0.003770665474978322,0.589079171343396,0.6230212052321028,0.596180345281441,0.662352556712327,0.6623260754412637,0.07327338536893091,5.0,0.0,0.0,5.0
0.4956555005800169,0.2444062373618884,0.2599382620580947,0.007860161788754736,0.00851248647274289,0.002022420028051065,0.00851248647274289,1.0424551950382004,0.026157814402755313,0.0038551989669777516,0.0225750269295429,0.007807134536752849,0.48879531081884997,0.4908926807971014,0.4885596173295016,0.5076239724707218,0.5024059214839097,0.01906435514122018,5.0,0.0,0.0,5.0
0.4426820611356822,0.2625607149042932,0.2947572239600246,0.004374929970034107,0.012470030571652725,0.009262892149367107,0.012470030571652725,1.0719348573801097,0.035464819657038585,0.009979121973287057,0.03731672393453119,0.009641228411644137,0.44848977401758605,0.44133723654522616,0.44623927061661833,0.4359018808730727,0.44144214362590806,0.012587893144513362,5.0,0.0,0.0,5.0
0.3540904919566753,0.25355398994125683,0.3923555181020678,0.010504170758617622,0.0029281917836343177,0.0083501633002123,0.010504170758617622,1.0826217531096127,0.029758054402997208,0.028417769503992947,0.00737052351224274,0.031300667818366566,0.3839870431402996,0.4037233180248995,0.3889604109488141,0.4008528915035808,0.38425392689274523,0.019736274884599947,0.0,0.0,5.0,5.0
0.5384939089186304,0.24516251138135498,0.2163435797000146,0.02193090014965678,0.005175367390313365,0.024635966904543363,0.024635966904543363,1.00917193929169,0.05524374224071057,0.021572664699306035,0.06979692109955565,0.01152129023772498,0.548899770945683,0.5661990134909844,0.5517854559047756,0.5167418735832198,0.5088434306684892,0.0573555828224952,5.0,0.0,0.0,5.0
0.20803291984038288,0.24777323479937158,0.5441938453602456,0.013009076530689547,0.006430127525672425,0.016514601964418448,0.016514601964418448,1.0034420190103885,0.04791354727451447,0.05563019328458745,0.021298856620048746,0.0211374827379468,0.522773021672553,0.5677897328149619,0.5303896395061358,0.5567117076057864,0.5433051252017909,0.045016711142408905,0.0,0.0,5.0,5.0
0.325214361670677,0.24196869162024698,0.4328169467090759,0.022072277451370952,0.011760098232019735,0.012037480677465271,0.022072277451370952,1.0711029052048076,0.046338076208054704,0.03131998431746933,0.07084971775774446,0.005904627954038182,0.43107914053936003,0.45426851400242535,0.43557712177645935,0.42081921409165834,0.42234074313547654,0.033449299910767005,0.0,0.0,5.0,5.0
0.4606540690437887,0.249278880180694,0.2900670507755173,0.01050247646770027,0.0032214116498434503,0.013513942008387871,0.013513942008387871,1.0623501026627409,0.03793796615293011,0.0027888542408137217,0.03598142477099126,0.004986971088965371,0.46935174737762325,0.46913821532783834,0.46900491772980424,0.4458648215675037,0.44991064321617436,0.023486925810119574,5.0,0.0,0.0,5.0
0.3013377523208909,0.240457137523941,0.45820511015516807,0.032691711756934756,0.012332989942947476,0.02217983483652838,0.032691711756934756,1.061765312398426,0.059768124630733645,0.03414063935592532,0.08673082519086588,0.02487284303710245,0.46379348722104785,0.49012193354701017,0.46816545783892816,0.44406697357249475,0.42487769859635977,0.0652442349506504,0.0,0.0,5.0,5.0
0.33723166845325725,0.24818622428511733,0.4145821072616254,0.011303201249168027,0.00515283005860623,0.01431965416641745,0.01431965416641745,1.0774651664045924,0.05207779667185206,0.027268724795595934,0.026188460655413873,0.031497375113282426,0.3978678666883834,0.41720846280492646,0.40203373134280784,0.4385489925689372,0.4172514829030719,0.04068112588055378,0.0,0.0,5.0,5.0
0.48612179609485234,0.27130360827696165,0.2425745956281861,0.01746267692538008,0.025284575448311135,0.008112791479793744,0.025284575448311135,1.048151665385731,0.06984361349294772,0.005148636592972933,0.07485516030292672,0.017462652539230655,0.49923601160520936,0.5026131226270366,0.4990587734413068,0.4627913415439137,0.4669097312567953,0.0398217810831229,5.0,0.0,0.0,5.0
0.5101214927238067,0.25661046851810165,0.23326803875809188,0.00581893739586786,0.007814828715418755,0.011852278292007032,0.011852278292007032,1.0319438461423363,0.03672525929144583,0.009367325709765638,0.034941261410216425,0.01815090049607481,0.5044378016342725,0.5118484611976667,0.5055792623772953,0.5205864917222225,0.508155446687576,0.016148690087949946,5.0,0.0,0.0,5.0
0.5949083085995093,0.2358315201113072,0.16926017128918355,0.021516333337931442,0.01324279835096665,0.008448914563143868,0.021516333337931442,0.9503154560498617,0.06378077240052414,0.03485010699672381,0.029061035468913875,0.006145134728050375,0.5676978824617446,0.5958686338246301,0.5737494189674575,0.6195948129637917,0.6176307947799223,0.051896930502047134,5.0,0.0,0.0,5.0
0.7545689765847673,0.18811402010499903,0.05731700331023376,0.04933728768562656,0.039627916445570434,0.01073380434977643,0.04933728768562656,0.6906548797412158,0.15982425412929024,0.1397933797547562,0.020090884598665808,0.016708464418093247,0.672738906399331,0.7818534079974171,0.7228279739112673,0.7978791805713754,0.7975454140444455,0.12514027417204443,5.0,0.0,0.0,5.0
