season,gw,date,home,away,y,M3_PH,M3_PD,M3_PA,M3_pred,S2_PH,S2_PD,S2_PA,S2_pred,PLAYER_PH,PLAYER_PD,PLAYER_PA,PLAYER_pred,TACTICAL_PH,TACTICAL_PD,TACTICAL_PA,TACTICAL_pred,HYBRIDRAW_PH,HYBRIDRAW_PD,HYBRIDRAW_PA,HYBRIDRAW_pred,tact_diff_ppda,tact_diff_deep,tact_diff_tilt,inter_press_trap,inter_lowblock_frustration,tact_symmetry_entropy,mgr_diff_new,mgr_diff_tenure,rest_diff,europe_shock_diff,inter_press_fatigue_diff,squad_talent_diff,euro_form_diff,foreign_transfer_diff,lineup_shock_total,gate_continuity_mean,gate_uncertainty_mean,gate_tactical_mismatch,gate_european_shock,gate_evidence_maturity
2025-26,15,2025-09-27,Chelsea,Brighton and Hove Albion,2,0.5423229037307081,0.2227883238774028,0.2348887723918889,0,0.5249665432541724,0.2306644520514967,0.244369004694331,0,0.6313670587511309,0.2109628743384355,0.1576700669104335,0,0.5642134902206777,0.0790909099339591,0.3566955998453632,0,0.3385335462646165,0.0564401124297993,0.6050263413055841,2,-1.461533395028244,2.06784278876641,0.4961562074746638,-0.065769002776271,0.1376000393384419,0.4026350279445292,0,-0.3734831065588206,0.4285714285714285,0,0,0.937250157684642,-0.0272843997300505,-0.054218774431395,0.3130796648589057,0.82,0.163,1.9576896025029078,0.0,0.39473684210526316
2025-26,15,2025-09-27,Tottenham,Wolverhampton Wanderers,1,0.5324378345018557,0.2438734870582052,0.2236886784399391,0,0.527137283165173,0.2299093551478499,0.242953361686977,0,0.5588963054682865,0.2375587854200467,0.2035449091116667,0,0.4740833245529639,0.2415339680568082,0.2843827073902279,0,0.4311009775672257,0.4394662065806426,0.1294328158521316,1,-0.5921706515339622,2.100188850771702,-0.1712077964582022,-0.0266476793190283,0.1268842416493679,0.5536372629994483,0,-2.312502235317135,-0.5714285714285714,0,0,0.8537372166685496,0.0,-0.0283135212853098,0.2305384310767614,0.82,0.163,0.7633784479921644,0.0,0.39473684210526316
2025-26,15,2025-10-18,Crystal Palace,Bournemouth,1,0.4929839121570825,0.2425149066241482,0.2645011812187692,0,0.4681088036040195,0.2375321941221921,0.2943590022737884,0,0.5073548763434387,0.2401022442383117,0.2525428794182495,0,0.3925291010047781,0.2192463588028571,0.3882245401923648,0,0.3556886629570198,0.3951994814934734,0.2491118555495066,1,2.240463920910784,0.3528824230093068,0.527287439245157,0.1008208764409853,0.1174465062643397,0.5499851924990639,0,1.3156046726649957,0.2857142857142857,0,0,0.2191826988180114,0.0,0.0325324787656974,0.226836109406659,0.82,0.163,2.767751360155941,0.0,0.39473684210526316
2025-26,15,2025-10-25,Brentford,Liverpool,0,0.2745400274364399,0.2524962013081117,0.4729637712554483,2,0.3332395901517981,0.2446579216364623,0.4221024882117396,2,0.2692978638697513,0.2354083295328341,0.4952938065974146,2,0.318154573238471,0.2257614274177163,0.4560839993438125,2,0.5604168211831144,0.2851180636504463,0.1544651151664392,0,-1.9191616671249017,-2.7246200704331613,-1.4537138319632743,-0.0863622750206206,0.0098668763407328,0.1355197563391194,0,2.2924901393594386,0.1428571428571428,-1,-1,-1.6517620151056924,-0.8108260624363738,-0.0040191628809217,0.0436738415963589,0.82,0.163,3.3728754990881757,1.0,0.39473684210526316
2025-26,15,2025-11-08,Tottenham,Manchester United,1,0.4387569043773723,0.2403814277827198,0.3208616678399077,0,0.4263367681932548,0.2442488273897121,0.3294144044170332,0,0.4162014364830633,0.252810995266289,0.3309875682506475,0,0.4691820727982494,0.2644058371567205,0.2664120900450301,0,0.1407899526807157,0.5402985730810554,0.3189114742382287,1,-0.5920990914059487,-0.4046503954598073,-0.5157591533758449,-0.0266444591132677,0.0748203299616191,0.5506316349742527,0,0.7228803117598979,0.0,0,0,-0.3070605454048589,0.0,-0.0376290364539864,0.0384973630036173,0.82,0.163,1.1078582447817937,0.0,0.39473684210526316
2025-26,15,2026-01-04,Fulham,Liverpool,1,0.3077297210022754,0.2546874899338526,0.437582789063872,2,0.379310524647483,0.247869934199366,0.3728195411531511,0,0.3221369074077287,0.2438358751374919,0.4340272174547793,2,0.1708823756670739,0.2801478043534918,0.5489698199794342,2,0.24521011233575,0.4787313677535859,0.2760585199106639,1,-3.0651655422707678,-1.4069879044244953,-0.87893352274412,-0.1379324494021845,0.0254226114605337,0.3133824016522558,0,1.0792985365492354,0.1428571428571428,0,0,-1.211402688197165,-0.3394162252757598,-0.0098464835029432,0.2682839653775524,0.82,0.163,3.9440990650148877,0.0,0.39473684210526316
2025-26,15,2026-01-04,Tottenham,Sunderland,1,0.5386942492482448,0.2449960584575172,0.2163096922942379,0,0.4954219802622503,0.2361044945668919,0.2684735251708577,0,0.5550994555522422,0.2380315972950032,0.2068689471527545,0,0.5467915492058296,0.2987115185956615,0.1544969321985087,0,0.2305260255999747,0.470938337949092,0.2985356364509332,1,-0.8369663277823918,1.3282909591499197,-0.858349373351345,-0.0376634847502076,0.1139566600875739,0.3249748237032959,0,0.4221475338319793,0.5714285714285714,0,0,0.8131390570206634,0.0,-0.0217628562781393,0.1705539113457297,0.87,0.14550000000000002,1.6953157011337368,0.0,0.39473684210526316
2025-26,15,2026-01-07,Burnley,Manchester United,1,0.2618468201969217,0.2266018773479234,0.5115513024551548,2,0.3159442079784553,0.2431712380085144,0.4408845540130301,2,0.1889369340255796,0.2293817844908981,0.5816812814835223,2,0.255111095551383,0.1658591621634867,0.5790297422851302,2,0.2300587851450617,0.4932594369259503,0.2766817779289878,1,-1.7195965223042506,-3.152056816034821,-2.0403461571782917,-0.0773818435036913,-0.0017531753250235,0.0691997852016828,0,-0.2410973599517003,-0.5714285714285714,0,0,-1.762867923527152,0.0,0.0331225807007934,0.052723614101154,0.82,0.163,3.7599426794825423,0.0,0.39473684210526316
2025-26,15,2026-01-17,Tottenham,West Ham United,2,0.5807568213026086,0.2209598707278365,0.1982833079695546,0,0.5641156365287132,0.2201830167517026,0.2157013467195841,0,0.5202176107140458,0.2459415196332523,0.2338408696527018,0,0.7114564845400416,0.1484839503236474,0.1400595651363108,0,0.3125003072968928,0.2335925598620264,0.4539071328410807,2,1.0280876393673477,2.8831899429519554,0.5463488432226171,0.0462639437715306,0.1216743114827393,0.3253067057024138,1,-0.3175445884761494,0.4285714285714285,0,0,0.6885015390935674,0.0,0.0593224632347076,0.2564769239477964,0.82,0.163,1.5744364825899648,0.0,0.39473684210526316
2025-26,15,2026-01-25,Newcastle United,Aston Villa,2,0.3845808541618493,0.2672876746377793,0.3481314712003712,0,0.3916027356391531,0.2458512318048016,0.3625460325560451,0,0.4272861848215744,0.2443229042747014,0.3283909109037241,0,0.2925046256627957,0.3719503160866353,0.335545058250569,1,0.3123018896252495,0.2537505780200252,0.4339475323547251,2,-1.085849162227975,-1.286466328496564,0.1873033645653848,-0.0488632123002588,0.0740246654167368,0.6410828172912713,0,1.3392313151307156,0.5714285714285714,-1,0,-0.5052293262014445,-0.3887140500737926,0.0225501186164627,0.5441039878807299,0.82,0.163,1.2731525267933597,1.0,0.39473684210526316
