name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
André Onana,GK,Man Utd,3.5,0,0,14,0,0.0,383,0.0,0.0,0.0,2.09,13,2,0,2.5,25.4,2024-08-24T11:30:00Z,90,5,0,0,0,0,2,2,610690,1,1,2,0.0,1,7251,39700,32449,50,False,0,2024-25,2,5.0,False,,,,,,,,,,,,GK,andré onana,2,90.0,90.0,5.0,4.0,0.0,0.0,0.0,0.4,4.0,90.0,1.0,6.0,3.5,4.6,5.04,0,0,0
Ben Brereton Díaz,MID,Southampton,1.0,0,0,12,0,30.4,584,0.06,0.06,0.0,2.45,18,1,0,4.1,7.0,2024-08-24T14:00:00Z,90,16,0,0,0,0,2,0,72863,1,1,0,4.0,2,984,8960,7976,55,True,0,2024-25,2,5.5,False,,,,,,,,,,,,MID,ben brereton díaz,2,80.0,85.0,1.5,3.25,0.4974999999999997,0.4700000000000001,0.02750000000000028,0.0,0.0,82.0,1.0,3.4000000000000004,3.8499999999999996,5.487499999999999,5.18,0,0,0
Brennan Johnson,MID,Spurs,2.5,0,0,3,1,2.4,491,0.03,0.21,0.18,1.0,19,0,0,1.7,0.6,2024-08-24T14:00:00Z,90,8,0,0,0,0,2,0,65871,1,0,4,14.0,3,-3718,5485,9203,65,True,0,2024-25,2,6.5,False,,,,,,,,,,,,MID,brennan johnson,2,85.66666666666667,87.4,3.3333333333333335,4.0,0.5999999999999996,0.4119999999999999,0.18800000000000022,0.2,0.0,86.36,1.0,5.2666666666666675,4.55,5.999999999999998,5.6,1,0,0
Chris Wood,FWD,Nott'm Forest,5.5,0,0,5,1,16.9,447,0.09,0.33,0.24,0.14,18,0,0,6.3,6.2,2024-08-24T14:00:00Z,74,17,0,0,0,0,2,0,801636,1,1,0,40.0,1,239192,275401,36209,61,False,1,2024-25,2,6.1,False,,,,,,,,,,,,FWD,chris wood,2,79.66666666666667,83.6,8.0,5.6,0.8159999999999996,0.8020000000000002,0.014000000000000202,0.2,0.0,81.24000000000001,1.0,8.84,4.27,7.079999999999998,6.23,1,0,0
David Raya Martin,GK,Arsenal,10.0,0,3,27,1,0.0,15,0.0,0.0,0.0,1.28,11,0,0,2.8,28.2,2024-08-24T16:30:00Z,90,2,0,0,0,0,2,3,2377063,1,2,0,0.0,10,-16603,71675,88278,55,False,0,2024-25,2,5.5,False,,,,,,,,,,,,GK,david raya martin,2,90.0,90.0,5.0,4.4,0.0,0.0,0.0,0.6,1.6,90.0,1.0,6.2,3.8499999999999996,5.4,5.48,1,0,0
Eberechi Eze,MID,Crystal Palace,2.0,0,0,14,0,56.2,199,0.17,0.62,0.45,1.39,14,2,0,10.9,16.8,2024-08-24T14:00:00Z,90,19,0,0,0,0,2,0,3069358,1,2,0,36.0,2,-86986,117964,204950,70,True,0,2024-25,2,7.0,False,,,,,,,,,,,,MID,eberechi eze,2,88.0,69.6,9.333333333333334,6.2,0.5159999999999997,0.33399999999999996,0.18200000000000013,0.4,0.0,80.64,1.0,10.266666666666667,4.8999999999999995,5.579999999999998,4.97,0,0,0
Erling Haaland,FWD,Man City,13.5,0,3,80,0,3.3,351,0.04,1.83,1.79,0.29,17,1,3,18.4,97.2,2024-08-24T14:00:00Z,89,10,0,0,0,0,2,0,5207729,1,1,4,83.0,17,222715,275319,52604,150,True,0,2024-25,2,15.0,False,,,,,,,,,,,,FWD,erling haaland,2,90.0,86.6,7.333333333333333,9.0,1.1239999999999997,1.0979999999999996,0.026000000000000183,0.6,0.0,88.64,1.0,11.866666666666667,10.5,8.619999999999997,9.43,1,1,0
Gabriel dos Santos Magalhães,DEF,Arsenal,7.0,0,1,25,1,1.9,3,0.02,0.02,0.0,1.28,11,0,0,2.3,21.4,2024-08-24T16:30:00Z,90,2,0,0,0,0,2,0,1248259,1,2,0,0.0,6,-25184,36723,61907,60,False,1,2024-25,2,6.0,False,,,,,,,,,,,,DEF,gabriel dos santos magalhães,2,79.33333333333333,83.6,4.666666666666667,4.4,0.12199999999999948,0.10399999999999968,0.018000000000000217,0.6,0.0,81.03999999999999,1.0,6.133333333333335,4.199999999999999,6.009999999999998,5.41,1,0,0
James Maddison,MID,Spurs,5.5,1,0,25,1,41.8,494,0.38,0.79,0.41,1.0,19,0,0,11.1,38.6,2024-08-24T14:00:00Z,78,8,0,0,0,0,2,0,495594,1,0,4,31.0,6,36050,69307,33257,75,True,0,2024-25,2,7.5,False,,,,,,,,,,,,MID,james maddison,2,85.0,74.2,4.333333333333333,3.6,0.7079999999999993,0.3519999999999997,0.35600000000000004,0.2,0.0,80.68,1.0,6.466666666666667,5.25,6.5399999999999965,5.64,1,0,0
Joško Gvardiol,DEF,Man City,6.0,0,0,14,0,7.8,350,0.04,0.04,0.0,0.29,17,1,0,2.5,15.4,2024-08-24T14:00:00Z,90,10,0,0,0,0,2,0,3282799,1,1,4,2.0,2,191073,260981,69908,60,True,0,2024-25,2,6.0,False,,,,,,,,,,,,DEF,joško gvardiol,2,90.0,90.0,5.0,8.4,0.3259999999999993,0.2719999999999997,0.054000000000000103,0.6,0.0,90.0,1.0,6.4,4.199999999999999,7.029999999999996,6.86,1,0,1
Leif Davis,DEF,Ipswich,-1.0,0,0,-9,0,0.4,267,0.1,0.1,0.0,3.34,17,4,0,1.0,5.4,2024-08-24T14:00:00Z,90,13,0,0,0,0,2,0,157771,1,1,4,4.0,0,-5466,6110,11576,45,False,0,2024-25,2,4.5,False,,,,,,,,,,,,DEF,leif davis,2,90.0,90.0,2.0,4.75,0.35999999999999893,0.15999999999999984,0.20250000000000004,0.75,0.0,90.0,1.0,3.4000000000000004,3.15,7.7999999999999945,6.61,1,0,0
