name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Alexander Isak,FWD,Newcastle,8.7,0,0,2,0,22.9,401,0.2,0.24,0.04,1.56,238,2,0,4.1,5.8,2025-02-01T15:00:00Z,90,9,0,0,0,0,24,0,6850616,1,2,1,12.0,2,76771,140000,63229,95,True,0,2024-25,24,9.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,FWD,alexander isak,2,81.66666666666667,84.0,10.333333333333334,9.0,1.0339999999999998,0.914,0.12000000000000004,0.4,0.0,82.6,1.0,12.066666666666668,6.6499999999999995,8.169999999999998,7.29,1,0,1
Amad Diallo,MID,Man Utd,6.8,0,0,17,0,78.3,364,0.58,0.67,0.09,2.6,237,2,0,11.4,12.8,2025-02-02T14:00:00Z,90,7,0,0,0,0,24,0,2665964,1,2,0,23.0,2,21786,159737,137951,56,True,0,2024-25,24,5.6,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,MID,amad diallo,2,90.0,90.0,8.333333333333334,7.2,0.5099999999999999,0.35600000000000004,0.15400000000000005,0.2,0.0,90.0,1.0,8.906666666666668,3.9199999999999995,5.549999999999999,5.22,0,0,0
Bryan Mbeumo,MID,Brentford,3.2,0,0,12,0,22.8,99,0.37,0.59,0.22,0.86,233,2,0,7.8,15.2,2025-02-02T14:00:00Z,90,18,0,0,0,0,24,0,3939880,1,2,0,40.0,2,243304,364587,121283,79,True,0,2024-25,24,7.9,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,MID,bryan mbeumo,2,90.0,90.0,3.6666666666666665,7.4,0.8099999999999998,0.6059999999999999,0.20400000000000018,0.2,0.0,90.0,1.0,6.093333333333334,5.53,7.049999999999999,7.13,1,0,0
Dango Ouattara,MID,Bournemouth,6.7,0,0,6,0,32.7,74,0.09,0.2,0.11,2.52,232,2,0,5.0,13.6,2025-02-01T15:00:00Z,90,12,0,0,0,0,24,0,150899,1,2,0,4.0,2,122930,130110,7180,50,True,0,2024-25,24,5.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,MID,dango ouattara,2,90.0,73.0,9.0,7.2,0.5119999999999998,0.39999999999999997,0.1120000000000001,0.4,0.0,83.2,1.0,9.2,3.5,5.559999999999999,5.2,0,0,0
Daniel Muñoz,DEF,Crystal Palace,6.8,1,2,36,1,11.1,211,0.24,0.34,0.1,1.12,237,0,0,4.9,32.0,2025-02-02T14:00:00Z,90,14,0,0,0,0,24,0,714155,1,2,0,6.0,11,-11607,26799,38406,48,False,0,2024-25,24,4.8,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,DEF,daniel muñoz,2,90.0,90.0,5.333333333333333,4.0,0.3359999999999997,0.10600000000000001,0.23000000000000007,0.4,0.0,90.0,1.0,6.1866666666666665,3.36,6.279999999999998,5.28,1,0,0
Dante Cassanova,DEF,Spurs,1.3,0,0,0,0,0.0,760,0.0,0.0,0.0,0.0,233,0,0,0.0,0.0,2025-02-02T14:00:00Z,0,4,0,0,0,0,24,0,0,0,2,0,0.0,0,0,0,0,40,False,0,2024-25,24,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,DEF,dante cassanova,2,69.5,56.5,2.0,3.75,0.2199999999999997,0.20249999999999996,0.017500000000000113,0.5,0.0,64.3,0.80375,3.2,2.2504999999999997,6.099999999999999,5.18,0,0,0
Jamie Vardy,FWD,Leicester,3.5,0,0,2,0,0.1,306,0.0,0.0,0.0,1.67,235,3,0,0.3,1.0,2025-02-01T15:00:00Z,59,8,0,0,0,0,24,0,646659,1,0,4,2.0,1,11972,48217,36245,54,False,0,2024-25,24,5.4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,FWD,jamie vardy,2,85.33333333333333,87.2,4.333333333333333,4.0,0.7199999999999992,0.6059999999999997,0.11400000000000014,0.0,0.0,86.08,1.0,5.626666666666667,3.78,6.599999999999996,5.67,1,0,0
Joško Gvardiol,DEF,Man City,3.8,0,0,-1,0,5.3,350,0.03,0.2,0.17,1.0,231,5,0,7.3,30.2,2025-02-02T16:30:00Z,90,1,0,0,0,0,24,0,2112149,1,1,5,37.0,0,-4809,86758,91567,59,False,0,2024-25,24,5.9,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,DEF,joško gvardiol,2,90.0,90.0,5.0,4.6,0.2979999999999993,0.25999999999999973,0.03800000000000011,0.4,0.0,90.0,1.0,6.36,4.13,6.089999999999996,5.69,1,0,0
Martin Dúbravka,GK,Newcastle,4.5,0,0,5,0,0.0,396,0.0,0.0,0.0,1.56,238,2,0,1.0,10.4,2025-02-01T15:00:00Z,90,9,0,0,0,0,24,2,371784,1,2,1,0.0,1,10474,31795,21321,43,True,0,2024-25,24,4.3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,GK,martin dúbravka,2,90.0,90.0,5.0,4.8,0.0,0.0,0.0,0.4,4.0,90.0,1.0,5.72,3.01,4.6,4.82,0,0,0
Matz Sels,GK,Nott'm Forest,3.7,0,0,32,1,0.0,443,0.0,0.0,0.0,0.88,239,0,0,3.9,38.6,2025-02-01T12:30:00Z,90,5,0,0,0,0,24,6,1964581,1,0,7,0.0,8,-36948,74425,111373,50,True,0,2024-25,24,5.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,GK,matz sels,2,90.0,90.0,1.6666666666666667,4.0,0.0039999999999991345,0.0,0.004000000000000023,0.4,3.6,90.0,1.0,3.3333333333333335,3.5,4.619999999999996,4.91,1,0,0
