name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Ezri Konsa Ngoyo,DEF,Aston Villa,5.8,0,0,8,0,0.1,44,0.01,0.01,0.0,1.0,321,1,0,0.7,6.4,2025-04-19T16:30:00Z,90,15,0,0,0,0,33,0,1032642,1,1,4,0.0,2,145287,157786,12499,44,True,0,2024-25,33,4.4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,DEF,ezri konsa ngoyo,2,75.0,81.0,4.666666666666667,4.2,0.06599999999999966,0.05599999999999974,0.010000000000000167,0.6,0.0,77.4,0.9675,5.493333333333334,2.9799,5.729999999999999,4.92,1,0,0
Ezri Konsa Ngoyo,DEF,Aston Villa,5.8,0,0,6,0,0.3,44,0.0,0.07,0.07,1.33,336,2,0,1.2,6.8,2025-04-22T19:00:00Z,90,13,0,0,0,0,33,0,1032642,1,1,2,5.0,1,145287,157786,12499,44,False,0,2024-25,33,4.4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,DEF,ezri konsa ngoyo,2,75.0,81.0,3.3333333333333335,4.6,0.05599999999999965,0.043999999999999734,0.012000000000000167,0.6,0.0,77.4,0.9675,4.426666666666668,2.9799,5.679999999999998,4.85,1,0,0
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,6.2,0,0,9,1,12.8,617,0.03,0.23,0.2,0.37,323,0,0,5.8,12.2,2025-04-19T14:00:00Z,90,7,0,0,0,0,33,0,488612,1,0,0,33.0,2,-16921,48677,65598,58,False,0,2024-25,33,5.8,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,FWD,francisco evanilson de lima barbosa,2,89.66666666666667,85.8,7.666666666666667,6.6,0.8859999999999996,0.8559999999999997,0.030000000000000228,0.2,0.0,88.12,1.0,8.453333333333333,4.06,7.429999999999998,6.87,1,0,0
Harvey Barnes,MID,Newcastle,9.5,1,0,17,0,15.9,392,0.19,0.24,0.05,2.11,321,4,0,4.7,22.4,2025-04-19T16:30:00Z,75,2,0,0,0,0,33,0,292895,1,1,4,9.0,5,80118,101879,21761,59,False,0,2024-25,33,5.9,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,MID,harvey barnes,2,90.0,87.6,11.666666666666666,9.2,0.7739999999999994,0.5799999999999997,0.19400000000000012,0.6,0.0,89.03999999999999,1.0,11.693333333333335,4.13,6.8699999999999966,7.16,1,0,1
Ismaïla Sarr,MID,Crystal Palace,3.6,0,0,6,1,14.8,585,0.39,0.39,0.0,0.7,323,0,0,2.1,5.8,2025-04-19T14:00:00Z,90,3,0,0,0,0,33,0,1399330,1,0,0,0.0,2,18661,81208,62547,58,True,1,2024-25,33,5.8,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,MID,ismaïla sarr,2,85.0,87.0,3.0,4.4,0.5139999999999992,0.36599999999999966,0.14800000000000008,0.2,0.0,85.80000000000001,1.0,4.720000000000001,4.06,5.569999999999997,5.12,0,0,0
Joško Gvardiol,DEF,Man City,10.2,0,0,7,0,3.8,350,0.02,0.16,0.14,1.76,336,1,0,3.6,19.6,2025-04-22T19:00:00Z,90,2,0,0,0,0,33,0,3958947,1,1,2,13.0,1,367747,396903,29156,62,True,1,2024-25,33,6.2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,DEF,joško gvardiol,2,90.0,90.0,5.333333333333333,4.6,0.06999999999999933,0.009999999999999735,0.06000000000000011,0.6,0.0,90.0,1.0,6.746666666666667,4.34,5.7499999999999964,5.29,1,0,0
Jørgen Strand Larsen,FWD,Wolves,5.8,0,0,0,1,1.7,566,0.01,0.12,0.11,0.74,328,0,0,1.0,0.0,2025-04-20T13:00:00Z,73,14,0,0,0,0,33,0,475374,1,1,0,10.0,2,8153,55614,47461,54,False,0,2024-25,33,5.4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,FWD,jørgen strand larsen,2,83.0,82.2,7.0,7.0,0.6399999999999992,0.5639999999999997,0.07600000000000004,0.2,0.0,82.68,1.0,7.760000000000001,3.78,6.199999999999996,5.15,1,0,0
Luis Díaz,MID,Liverpool,8.3,0,0,16,1,51.0,327,0.37,0.5,0.13,0.22,327,0,0,7.7,13.6,2025-04-20T15:30:00Z,90,11,0,0,0,0,33,0,1908322,1,1,0,12.0,3,59351,124344,64993,75,False,0,2024-25,33,7.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,MID,luis díaz,2,70.0,77.2,8.0,7.6,0.7419999999999992,0.4159999999999998,0.32600000000000007,0.4,0.0,72.88,0.9109999999999999,9.4,4.782749999999999,6.7099999999999955,5.65,1,0,0
Marco Asensio,MID,Aston Villa,6.2,0,0,4,0,1.3,762,0.0,0.0,0.0,0.42,336,1,0,0.3,1.2,2025-04-22T19:00:00Z,14,13,0,0,0,0,33,0,531073,0,1,2,0.0,1,3670,61579,57909,62,False,0,2024-25,33,6.2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,MID,marco asensio,2,77.66666666666667,51.6,1.6666666666666667,3.4,0.6879999999999992,0.5499999999999999,0.13800000000000004,0.2,0.0,67.24000000000001,0.8405000000000001,3.813333333333334,3.6477700000000004,6.439999999999996,5.38,1,0,0
Mohamed Salah,MID,Liverpool,5.0,0,0,-6,1,23.1,328,0.06,1.15,1.09,0.27,327,0,0,8.7,2.8,2025-04-20T15:30:00Z,90,11,0,0,0,0,33,0,8055539,1,1,0,61.0,3,-82985,29563,112548,138,False,0,2024-25,33,13.8,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,MID,mohamed salah,2,88.0,88.8,3.6666666666666665,6.4,0.7479999999999989,0.5419999999999999,0.20600000000000004,0.6,0.0,88.32,1.0,8.453333333333333,9.66,6.739999999999995,7.22,1,1,0
