name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Alexander Isak,FWD,Newcastle,2.8,0,0,3,0,9.1,401,0.03,0.2,0.17,0.99,376,1,0,4.4,4.4,2025-05-25T15:00:00Z,90,8,0,0,0,0,38,0,5624924,1,1,0,30.0,2,-886139,57108,943247,94,True,0,2024-25,38,9.4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,FWD,alexander isak,2,60.0,66.2,3.6666666666666665,3.8,0.5779999999999997,0.548,0.030000000000000044,0.4,0.0,62.480000000000004,0.781,6.693333333333333,5.13898,5.889999999999999,4.49,0,0,0
Alisson Ramses Becker,GK,Liverpool,3.8,0,0,20,0,0.0,310,0.0,0.0,0.0,1.75,374,1,0,3.3,33.0,2025-05-25T15:00:00Z,90,7,0,0,0,0,38,4,967701,1,1,1,0.0,3,1634,18130,16496,55,True,0,2024-25,38,5.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,GK,alisson ramses becker,2,90.0,90.0,2.6666666666666665,3.2,0.0,0.0,0.0,0.2,4.0,90.0,1.0,4.333333333333334,3.8499999999999996,3.8,4.75,0,0,0
Bryan Mbeumo,MID,Brentford,5.2,0,1,26,0,33.3,99,0.11,0.38,0.27,1.12,380,1,1,11.0,50.8,2025-05-25T15:00:00Z,90,20,0,0,0,0,38,0,5356745,1,1,1,26.0,8,-23566,77786,101352,83,False,0,2024-25,38,8.3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,MID,bryan mbeumo,2,90.0,90.0,5.333333333333333,7.2,0.6539999999999997,0.4039999999999999,0.2500000000000002,0.4,0.0,90.0,1.0,7.586666666666667,5.8100000000000005,6.269999999999999,6.05,1,0,0
Daniel Muñoz,DEF,Crystal Palace,2.8,0,0,1,0,0.8,211,0.01,0.01,0.0,2.17,374,1,0,2.0,17.0,2025-05-25T15:00:00Z,90,12,0,0,0,0,38,0,2183550,1,1,1,2.0,2,-147919,33126,181045,52,False,0,2024-25,38,5.2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,DEF,daniel muñoz,2,90.0,90.0,4.333333333333333,3.8,0.3019999999999997,0.11200000000000002,0.1900000000000001,0.4,0.0,90.0,1.0,5.546666666666667,3.6399999999999997,6.109999999999998,5.16,1,0,0
Emiliano Martínez Romero,GK,Aston Villa,5.2,0,0,-3,0,0.0,47,0.0,0.0,0.0,1.11,375,2,0,3.2,32.4,2025-05-25T15:00:00Z,45,14,0,0,0,1,38,5,1529158,1,0,2,0.0,-2,19482,43072,23590,50,False,0,2024-25,38,5.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,GK,emiliano martínez romero,2,90.0,90.0,7.666666666666667,5.4,0.001999999999999689,0.0,0.002000000000000172,0.6,2.8,90.0,1.0,8.133333333333333,3.5,5.409999999999998,5.66,1,0,0
Ezri Konsa Ngoyo,DEF,Aston Villa,6.8,0,0,1,0,0.3,44,0.0,0.0,0.0,2.86,375,2,0,1.4,13.2,2025-05-25T15:00:00Z,90,14,0,0,0,0,38,0,1115072,1,0,2,0.0,1,141861,152051,10190,45,False,0,2024-25,38,4.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,DEF,ezri konsa ngoyo,2,90.0,90.0,8.666666666666666,5.8,0.11199999999999966,0.08399999999999973,0.02800000000000017,0.6,0.0,90.0,1.0,8.733333333333334,3.15,5.959999999999998,5.28,1,0,0
Fabian Schär,DEF,Newcastle,4.0,0,0,2,0,3.5,415,0.04,0.45,0.41,0.99,376,1,0,2.5,3.6,2025-05-25T15:00:00Z,90,8,0,0,0,0,38,0,595814,1,1,0,18.0,1,87855,98397,10542,55,True,1,2024-25,38,5.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,DEF,fabian schär,2,90.0,86.6,4.333333333333333,4.8,0.33599999999999963,0.3059999999999997,0.030000000000000172,0.4,0.0,88.64,1.0,5.666666666666667,3.8499999999999996,6.279999999999998,5.96,1,0,0
Ismaïla Sarr,MID,Crystal Palace,4.5,0,2,27,0,10.9,585,0.1,0.78,0.68,2.17,374,1,1,8.9,44.0,2025-05-25T15:00:00Z,90,12,0,0,0,0,38,0,598335,1,1,1,34.0,9,-157571,6119,163690,55,False,0,2024-25,38,5.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,MID,ismaïla sarr,2,76.33333333333333,69.2,4.333333333333333,3.2,0.6739999999999993,0.36199999999999966,0.31200000000000006,0.4,0.0,73.48,0.9185000000000001,5.666666666666667,3.536225,6.3699999999999966,5.33,1,0,0
Joško Gvardiol,DEF,Man City,6.5,0,2,33,1,12.3,350,0.04,0.2,0.16,1.74,372,0,0,6.7,17.4,2025-05-25T15:00:00Z,90,9,0,0,0,0,38,0,4432222,1,2,0,37.0,8,91116,149247,58131,65,False,0,2024-25,38,6.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,DEF,joško gvardiol,2,90.0,90.0,5.333333333333333,4.6,0.07599999999999933,0.04199999999999974,0.03400000000000011,0.6,0.0,90.0,1.0,6.866666666666667,4.55,5.779999999999997,5.39,1,0,0
Kevin De Bruyne,MID,Man City,5.0,0,0,3,0,1.3,345,0.01,0.01,0.0,0.45,372,0,0,0.2,0.8,2025-05-25T15:00:00Z,5,9,0,0,0,0,38,0,1313941,0,2,0,0.0,1,-296723,44411,341134,95,False,0,2024-25,38,9.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,MID,kevin de bruyne,2,80.33333333333333,83.6,5.666666666666667,4.4,0.7239999999999993,0.3919999999999998,0.332,0.8,0.0,81.63999999999999,1.0,8.333333333333334,6.6499999999999995,6.6199999999999966,6.13,1,0,0
