name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Ben Brereton Díaz,MID,Southampton,1.0,0,0,-2,0,14.0,584,0.02,0.32,0.3,0.25,5,1,0,3.3,2.6,2024-08-17T14:00:00Z,70,15,0,0,0,0,1,0,66244,1,0,1,16.0,1,0,0,0,55,False,1,2024-25,1,5.5,False,,,,,,,,,,,,MID,ben brereton díaz,2,90.0,90.0,5.0,4.75,0.5199999999999998,0.4950000000000001,0.02500000000000028,0.0,0.0,90.0,1.0,6.2,3.8499999999999996,5.599999999999999,5.64,0,0,0
Brennan Johnson,MID,Spurs,2.8,0,0,8,0,14.4,491,0.08,0.2,0.12,0.9,10,1,0,5.9,13.6,2024-08-19T19:00:00Z,77,11,0,0,0,0,1,0,64515,1,1,1,31.0,2,0,0,0,65,False,0,2024-25,1,6.5,False,,,,,,,,,,,,MID,brennan johnson,2,90.0,87.4,4.333333333333333,4.0,0.6299999999999997,0.4379999999999999,0.19200000000000023,0.2,0.0,88.96000000000001,1.0,6.066666666666666,4.55,6.149999999999999,5.89,1,0,0
Chris Wood,FWD,Nott'm Forest,2.0,0,3,30,1,5.7,447,0.02,0.73,0.71,0.63,6,0,1,5.9,32.2,2024-08-17T14:00:00Z,71,3,0,0,0,0,1,0,482451,1,1,1,21.0,9,0,0,0,60,True,0,2024-25,1,6.0,False,,,,,,,,,,,,FWD,chris wood,2,85.66666666666667,87.4,5.666666666666667,4.2,0.7519999999999996,0.7360000000000001,0.0160000000000002,0.0,0.0,86.36,1.0,6.9333333333333345,4.199999999999999,6.759999999999998,6.13,1,0,0
Cole Palmer,MID,Chelsea,2.4,0,0,18,0,37.8,182,0.19,0.26,0.07,0.77,9,2,0,6.8,20.4,2024-08-18T15:30:00Z,90,13,0,0,0,0,1,0,3210033,1,2,0,10.0,2,0,0,0,105,True,0,2024-25,1,10.5,False,,,,,,,,,,,,MID,cole palmer,2,89.33333333333333,89.2,6.666666666666667,6.8,0.9139999999999995,0.526,0.38800000000000007,0.4,0.0,89.28,1.0,9.533333333333335,7.35,7.569999999999998,7.41,1,0,1
Daniel Muñoz,DEF,Crystal Palace,2.4,1,0,11,0,13.4,211,0.02,0.02,0.0,1.59,8,2,0,3.2,12.2,2024-08-18T13:00:00Z,90,4,0,0,0,0,1,0,387466,1,1,2,6.0,4,0,0,0,50,False,0,2024-25,1,5.0,False,,,,,,,,,,,,DEF,daniel muñoz,2,90.0,90.0,8.0,6.4,0.23999999999999969,0.098,0.14200000000000007,0.6,0.0,90.0,1.0,8.4,3.5,6.599999999999998,5.87,1,0,0
Dean Henderson,GK,Crystal Palace,2.2,0,0,5,0,0.0,201,0.0,0.0,0.0,1.59,8,2,0,2.6,26.4,2024-08-18T13:00:00Z,90,4,0,0,0,0,1,3,1563145,1,1,2,0.0,2,0,0,0,45,False,0,2024-25,1,4.5,False,,,,,,,,,,,,GK,dean henderson,2,90.0,90.0,5.0,4.6,0.0,0.0,0.0,0.6,2.8,90.0,1.0,5.8,3.15,5.4,5.44,0,0,0
Erling Haaland,FWD,Man City,5.0,0,2,31,1,0.6,351,0.0,0.28,0.28,1.01,9,0,1,7.5,36.4,2024-08-18T15:30:00Z,90,6,0,0,0,0,1,0,4408007,1,2,0,38.0,7,0,0,0,150,False,1,2024-25,1,15.0,False,,,,,,,,,,,,FWD,erling haaland,2,87.0,74.2,5.666666666666667,8.6,1.1619999999999997,1.1279999999999997,0.03400000000000018,0.4,0.0,81.88,1.0,10.533333333333335,10.5,8.809999999999999,9.01,1,1,0
Jordan Pickford,GK,Everton,3.1,0,0,2,0,0.0,235,0.02,0.02,0.0,1.43,3,3,0,2.4,23.8,2024-08-17T14:00:00Z,90,5,0,0,0,0,1,2,1450939,1,3,0,0.0,1,0,0,0,50,True,0,2024-25,1,5.0,False,,,,,,,,,,,,GK,jordan pickford,2,90.0,90.0,4.0,6.4,0.007999999999999334,0.0,0.008000000000000111,0.6,4.0,90.0,1.0,5.2,3.5,5.439999999999996,6.06,1,0,0
Joško Gvardiol,DEF,Man City,4.2,0,1,30,1,3.3,350,0.02,0.05,0.03,1.01,9,0,0,3.2,23.2,2024-08-18T15:30:00Z,90,6,0,0,0,0,1,0,2793191,1,2,0,5.0,7,0,0,0,60,False,0,2024-25,1,6.0,False,,,,,,,,,,,,DEF,joško gvardiol,2,90.0,90.0,9.666666666666666,10.0,0.3419999999999993,0.2819999999999997,0.060000000000000095,0.6,0.0,90.0,1.0,10.133333333333333,4.199999999999999,7.109999999999996,6.96,1,0,0
Leif Davis,DEF,Ipswich,0.9,0,0,-1,0,6.1,267,0.02,0.02,0.0,2.65,4,2,0,2.1,14.8,2024-08-17T11:30:00Z,90,12,0,0,0,0,1,0,155392,1,2,0,0.0,1,0,0,0,45,True,0,2024-25,1,4.5,False,,,,,,,,,,,,DEF,leif davis,2,90.0,67.5,5.5,4.5,0.3549999999999989,0.15999999999999984,0.19750000000000004,0.75,0.0,81.0,1.0,6.2,3.15,7.774999999999995,6.38,1,0,0
Manuel Akanji,DEF,Man City,3.8,0,0,28,1,1.6,340,0.01,0.01,0.0,1.01,9,0,0,1.8,16.2,2024-08-18T15:30:00Z,90,6,0,0,0,0,1,0,377453,1,2,0,0.0,6,0,0,0,55,False,0,2024-25,1,5.5,False,,,,,,,,,,,,DEF,manuel akanji,2,83.33333333333333,86.0,4.666666666666667,4.8,0.22999999999999915,0.1639999999999999,0.06600000000000003,0.6,0.0,84.39999999999999,1.0,5.933333333333334,3.8499999999999996,6.549999999999995,5.97,1,0,0
