name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Andrew Robertson,DEF,Liverpool,3.0,0,0,3,0,0.6,335,0.0,0.0,0.0,0.14,66,0,0,0.2,1.8,2024-10-05T11:30:00Z,11,7,0,0,0,0,7,0,732433,0,1,0,0.0,1,-44068,22141,66209,60,False,0,2024-25,7,6.0,False,,,,,,,,,,,,DEF,andrew robertson,2,84.0,84.8,3.0,4.2,0.2619999999999997,0.07600000000000007,0.18600000000000017,0.6,0.0,84.32,1.0,4.800000000000001,4.199999999999999,6.709999999999999,5.8,1,0,0
Antoine Semenyo,MID,Bournemouth,3.5,0,0,13,0,15.0,78,0.04,0.3,0.26,0.79,68,1,0,5.2,13.2,2024-10-05T14:00:00Z,90,11,0,0,0,0,7,0,1178610,1,0,1,24.0,2,102342,166631,64289,57,False,0,2024-25,7,5.7,False,,,,,,,,,,,,MID,antoine semenyo,2,82.33333333333333,85.4,3.3333333333333335,4.2,0.5639999999999998,0.2840000000000001,0.28000000000000014,0.0,0.0,83.56,1.0,4.946666666666667,3.9899999999999998,5.819999999999999,5.03,1,0,0
Cole Palmer,MID,Chelsea,10.5,1,2,32,0,69.9,182,0.1,0.49,0.39,0.85,65,1,0,16.2,36.0,2024-10-06T13:00:00Z,90,16,0,0,0,0,7,0,5117243,1,1,1,56.0,6,934716,966767,32051,107,True,1,2024-25,7,10.7,False,,,,,,,,,,,,MID,cole palmer,2,81.0,83.0,12.0,11.8,1.0219999999999996,0.7220000000000001,0.3000000000000001,0.4,0.0,81.80000000000001,1.0,13.880000000000003,7.489999999999999,8.109999999999998,7.86,1,0,1
Danny Welbeck,FWD,Brighton,4.5,0,2,31,0,25.2,148,0.02,1.15,1.13,1.37,64,2,1,10.3,35.0,2024-10-06T15:30:00Z,90,18,0,0,0,0,7,0,2049570,1,2,3,43.0,8,8107,206636,198529,58,True,0,2024-25,7,5.8,False,,,,,,,,,,,,FWD,danny welbeck,2,84.66666666666667,83.2,3.3333333333333335,4.2,0.4799999999999998,0.434,0.04600000000000009,0.2,0.0,84.08000000000001,1.0,4.986666666666666,4.06,5.399999999999999,4.38,0,0,0
David Raya Martin,GK,Arsenal,5.5,0,0,6,0,0.0,15,0.0,0.0,0.0,0.65,61,1,0,0.8,8.0,2024-10-05T14:00:00Z,90,17,0,0,0,0,7,1,3344605,1,1,3,0.0,2,123059,192663,69604,56,True,0,2024-25,7,5.6,False,,,,,,,,,,,,GK,david raya martin,2,90.0,90.0,4.666666666666667,5.2,0.001999999999999645,0.0,0.002000000000000089,0.4,4.2,90.0,1.0,5.973333333333334,3.9199999999999995,4.609999999999998,5.37,1,0,0
Dwight McNeil,MID,Everton,7.3,0,0,6,1,22.6,230,0.09,0.13,0.04,2.05,67,0,0,2.9,2.6,2024-10-05T16:30:00Z,90,15,0,0,0,0,7,0,772128,1,0,0,4.0,2,440228,472434,32206,56,True,1,2024-25,7,5.6,False,,,,,,,,,,,,MID,dwight mcneil,2,87.33333333333333,88.4,9.666666666666666,7.4,0.6579999999999997,0.09799999999999995,0.562,0.0,0.0,87.76,1.0,9.973333333333333,3.9199999999999995,6.289999999999998,5.1,1,0,0
Erling Haaland,FWD,Man City,7.5,0,0,10,0,23.6,351,0.09,0.34,0.25,2.6,69,2,0,7.5,9.2,2024-10-05T14:00:00Z,90,9,0,0,0,0,7,0,7704044,1,2,3,42.0,2,59763,132448,72685,154,True,0,2024-25,7,15.4,False,,,,,,,,,,,,FWD,erling haaland,2,90.0,89.8,8.0,11.6,1.2279999999999998,1.172,0.05600000000000018,0.0,0.0,89.92,1.0,12.56,10.78,9.139999999999999,10.01,1,1,0
Ibrahima Konaté,DEF,Liverpool,6.3,0,0,23,1,1.2,326,0.01,0.01,0.0,0.64,66,0,0,2.1,19.4,2024-10-05T11:30:00Z,90,7,0,0,0,0,7,0,1146427,1,1,0,0.0,6,259338,292977,33639,52,False,0,2024-25,7,5.2,False,,,,,,,,,,,,DEF,ibrahima konaté,2,84.66666666666667,86.8,5.666666666666667,6.0,0.09599999999999934,0.07999999999999965,0.01600000000000011,0.6,0.0,85.52000000000001,1.0,6.613333333333334,3.6399999999999997,5.879999999999997,5.19,1,0,0
James Maddison,MID,Spurs,6.8,0,3,33,0,3.0,494,0.03,0.26,0.23,1.82,64,3,1,6.7,34.0,2024-10-06T15:30:00Z,84,5,0,0,0,0,7,0,509737,1,2,3,30.0,10,14213,62696,48483,75,False,0,2024-25,7,7.5,False,,,,,,,,,,,,MID,james maddison,2,80.66666666666667,80.2,5.666666666666667,4.8,0.7619999999999992,0.3699999999999997,0.3920000000000001,0.4,0.0,80.48,1.0,7.533333333333334,5.25,6.809999999999996,5.97,1,0,0
Lisandro Martínez,DEF,Man Utd,2.8,0,0,0,0,0.0,380,0.0,0.0,0.0,0.0,62,0,0,0.0,0.0,2024-10-06T13:00:00Z,0,2,0,0,0,0,7,0,491160,0,0,0,0.0,0,-32962,13259,46221,45,False,0,2024-25,7,4.5,False,,,,,,,,,,,,DEF,lisandro martínez,2,85.33333333333333,87.2,3.6666666666666665,2.4,0.20599999999999916,0.15799999999999986,0.04799999999999996,0.4,0.0,86.08,1.0,4.733333333333333,3.15,5.6299999999999955,4.86,0,0,0
