name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Alexander Isak,FWD,Newcastle,9.5,0,2,30,0,16.8,401,0.02,1.43,1.41,0.77,199,1,1,9.7,37.4,2025-01-04T12:30:00Z,85,18,0,0,0,0,20,0,5783281,1,2,1,43.0,7,563936,604389,40453,92,False,1,2024-25,20,9.2,False,,,,,,,,,,,,FWD,alexander isak,2,84.0,82.8,10.666666666666666,10.2,1.2639999999999998,1.04,0.22400000000000006,0.8,0.0,83.52,1.0,12.213333333333333,6.4399999999999995,9.319999999999999,8.32,1,0,1
Cole Palmer,MID,Chelsea,8.2,0,3,31,0,61.4,182,0.41,0.6,0.19,1.08,194,1,1,12.1,39.4,2025-01-04T15:00:00Z,90,7,0,0,0,0,20,0,7635713,1,1,1,20.0,10,18367,126950,108583,114,False,0,2024-25,20,11.4,False,,,,,,,,,,,,MID,cole palmer,2,90.0,90.0,5.0,7.2,0.9039999999999996,0.492,0.4120000000000001,0.2,0.0,90.0,1.0,8.56,7.9799999999999995,7.519999999999998,7.23,1,0,0
Dominic Solanke-Mitchell,FWD,Spurs,6.0,0,3,31,0,1.7,82,0.12,0.58,0.46,2.53,199,2,1,9.4,43.4,2025-01-04T12:30:00Z,90,15,0,0,0,0,20,0,991867,1,2,1,49.0,9,-101527,48488,150015,75,True,0,2024-25,20,7.5,False,,,,,,,,,,,,FWD,dominic solanke-mitchell,2,90.0,88.2,4.333333333333333,4.8,0.44599999999999956,0.3939999999999999,0.05200000000000014,0.2,0.0,89.28,1.0,6.466666666666667,5.25,5.229999999999998,4.49,0,0,0
Ismaïla Sarr,MID,Crystal Palace,5.7,0,0,11,0,21.8,585,0.11,0.11,0.0,1.24,194,1,0,4.0,14.0,2025-01-04T15:00:00Z,90,6,0,0,0,0,20,0,576595,1,1,1,4.0,2,-31917,73229,105146,59,True,0,2024-25,20,5.9,False,,,,,,,,,,,,MID,ismaïla sarr,2,90.0,87.2,4.0,6.2,0.5459999999999993,0.37399999999999967,0.17200000000000007,0.2,0.0,88.88,1.0,5.5600000000000005,4.13,5.729999999999997,5.37,1,0,0
Jacob Murphy,MID,Newcastle,7.5,1,0,27,0,33.4,402,0.28,0.28,0.0,0.77,199,1,0,7.0,30.8,2025-01-04T12:30:00Z,85,18,0,0,0,0,20,0,559099,1,2,1,6.0,5,139757,192603,52846,51,False,0,2024-25,20,5.1,False,,,,,,,,,,,,MID,jacob murphy,2,74.66666666666667,69.2,7.333333333333333,8.4,0.5979999999999993,0.3079999999999996,0.29000000000000004,0.8,0.0,72.48,0.906,7.906666666666667,3.2344199999999996,5.989999999999997,5.12,1,0,0
Jamie Vardy,FWD,Leicester,3.7,1,0,14,0,3.3,306,0.0,0.15,0.15,1.56,191,2,0,3.4,12.0,2025-01-04T15:00:00Z,90,2,0,0,0,0,20,0,705024,1,1,2,19.0,5,-61399,25118,86517,55,False,0,2024-25,20,5.5,False,,,,,,,,,,,,FWD,jamie vardy,2,60.0,65.6,1.3333333333333333,3.4,0.5739999999999992,0.3919999999999998,0.18200000000000013,0.0,0.0,62.239999999999995,0.7779999999999999,3.2666666666666666,2.9952999999999994,5.869999999999996,3.95,0,0,0
Jarrod Bowen,MID,West Ham,0.0,0,0,0,0,0.0,514,0.0,0.0,0.0,0.0,197,0,0,0.0,0.0,2025-01-04T15:00:00Z,0,13,0,0,0,0,20,0,451198,0,1,4,0.0,0,-327865,11277,339142,74,False,0,2024-25,20,7.4,False,,,,,,,,,,,,MID,jarrod bowen,2,79.66666666666667,83.8,5.0,5.8,0.5079999999999992,0.38799999999999973,0.12000000000000018,0.2,0.0,81.32000000000001,1.0,6.960000000000001,5.18,5.539999999999996,4.99,1,0,0
Jordan Pickford,GK,Everton,5.8,0,0,22,0,0.0,235,0.02,0.02,0.0,1.84,192,1,0,5.1,51.4,2025-01-04T15:00:00Z,90,3,0,0,0,0,20,7,1491607,1,0,1,0.0,4,55895,115670,59775,50,False,0,2024-25,20,5.0,False,,,,,,,,,,,,GK,jordan pickford,2,90.0,90.0,5.666666666666667,6.2,0.003999999999999334,0.0,0.004000000000000111,0.6,4.0,90.0,1.0,6.533333333333334,3.5,5.419999999999996,6.06,1,0,0
Lewis Hall,DEF,Newcastle,7.9,0,0,8,0,33.9,399,0.1,0.1,0.0,0.95,199,1,0,4.9,13.4,2025-01-04T12:30:00Z,90,18,0,0,0,0,20,0,1945160,1,2,1,2.0,2,436672,478683,42011,48,False,0,2024-25,20,4.8,False,,,,,,,,,,,,DEF,lewis hall,2,90.0,88.4,8.333333333333334,8.2,0.30199999999999916,0.03999999999999988,0.26199999999999996,0.8,0.0,89.36000000000001,1.0,8.586666666666668,3.36,7.709999999999996,5.91,1,0,0
Matz Sels,GK,Nott'm Forest,6.4,0,2,31,1,0.0,443,0.0,0.0,0.0,1.57,200,0,0,4.2,42.4,2025-01-06T20:00:00Z,90,20,0,0,0,0,20,5,1426540,1,3,0,0.0,9,303402,345887,42485,49,False,0,2024-25,20,4.9,False,,,,,,,,,,,,GK,matz sels,2,90.0,90.0,7.0,5.0,0.0,0.0,0.0,0.6,3.0,90.0,1.0,7.5600000000000005,3.43,5.4,5.69,0,0,0
