name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Alphonse Areola,GK,West Ham,2.7,0,0,10,0,0.0,513,0.0,0.0,0.0,1.18,295,1,0,1.7,17.0,2025-04-01T18:45:00Z,90,20,0,0,0,0,30,1,649376,1,0,1,0.0,2,150821,198775,47954,42,False,0,2024-25,30,4.2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,GK,alphonse areola,2,90.0,90.0,4.0,4.2,0.0,0.0,0.0,0.4,3.0,90.0,1.0,4.880000000000001,2.94,4.6,4.49,0,0,0
Carlos Baleba,MID,Brighton,1.3,0,0,4,0,0.4,115,0.0,0.01,0.01,0.44,293,2,0,0.4,2.2,2025-04-02T18:45:00Z,18,2,0,0,0,0,30,0,17240,0,3,0,1.0,1,-92,587,679,50,True,0,2024-25,30,5.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,MID,carlos baleba,2,85.0,85.6,1.6666666666666667,2.2,0.41599999999999965,0.32799999999999996,0.08800000000000022,0.4,0.0,85.24000000000001,1.0,3.3333333333333335,3.5,5.079999999999998,4.71,0,0,0
David Raya Martin,GK,Arsenal,4.2,0,0,11,0,0.1,15,0.0,0.0,0.0,0.99,291,1,0,2.1,21.2,2025-04-01T18:45:00Z,90,9,0,0,0,0,30,2,3312515,1,1,2,0.0,2,331238,388369,57131,55,True,0,2024-25,30,5.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,GK,david raya martin,2,90.0,90.0,5.0,4.8,0.0,0.0,0.0,0.6,2.4,90.0,1.0,6.2,3.8499999999999996,5.4,5.75,1,0,0
Enzo Fernández,MID,Chelsea,6.8,0,3,36,1,10.8,168,0.03,0.61,0.58,0.79,296,0,1,9.1,37.6,2025-04-03T19:00:00Z,90,18,0,0,0,0,30,0,434926,1,0,1,43.0,11,-31936,25054,56990,47,True,0,2024-25,30,4.7,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,MID,enzo fernández,2,89.66666666666667,89.8,3.6666666666666665,3.8,0.5399999999999997,0.30999999999999983,0.23000000000000015,0.4,0.0,89.72,1.0,4.8133333333333335,3.29,5.699999999999998,5.31,1,0,0
Erling Haaland,FWD,Man City,0.0,0,0,0,0,0.0,351,0.0,0.0,0.0,0.0,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,11,0,0,0,0,30,0,2936140,0,0,2,0.0,0,-527025,139430,666455,148,True,0,2024-25,30,14.8,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,FWD,erling haaland,2,90.0,71.2,5.666666666666667,4.4,0.6199999999999996,0.5299999999999998,0.09000000000000019,0.4,0.0,82.48,1.0,10.453333333333335,10.36,6.099999999999998,5.86,1,0,0
Gabriel dos Santos Magalhães,DEF,Arsenal,3.2,0,0,3,0,0.2,3,0.0,0.0,0.0,0.0,291,0,0,0.2,1.6,2025-04-01T18:45:00Z,15,9,0,0,0,0,30,0,3664431,1,1,2,0.0,1,207933,290080,82147,64,True,0,2024-25,30,6.4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,DEF,gabriel dos santos magalhães,2,90.0,90.0,4.666666666666667,4.4,0.06399999999999949,0.02799999999999967,0.03600000000000021,0.6,0.0,90.0,1.0,6.293333333333335,4.4799999999999995,5.719999999999997,5.34,1,0,0
Ismaïla Sarr,MID,Crystal Palace,7.0,0,0,11,0,24.6,585,0.08,0.08,0.0,0.67,300,1,0,5.2,13.4,2025-04-02T18:45:00Z,90,17,0,0,0,0,30,0,1059536,1,1,1,14.0,2,717548,760944,43396,57,False,0,2024-25,30,5.7,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,MID,ismaïla sarr,2,83.0,85.8,9.666666666666666,6.8,0.9739999999999993,0.7719999999999997,0.20200000000000004,0.6,0.0,84.12,1.0,10.013333333333334,3.9899999999999998,7.8699999999999966,8.15,1,0,1
João Pedro Junqueira de Jesus,FWD,Brighton,4.0,0,0,7,0,2.8,129,0.02,0.12,0.1,0.8,293,1,0,3.6,10.6,2025-04-02T18:45:00Z,71,2,0,0,0,0,30,0,1663491,1,3,0,23.0,2,-40888,134959,175847,56,True,0,2024-25,30,5.6,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,FWD,joão pedro junqueira de jesus,2,83.66666666666667,71.6,6.0,6.2,0.7039999999999994,0.6159999999999998,0.08800000000000009,0.2,0.0,78.84,0.9855,7.040000000000001,3.8631599999999997,6.519999999999997,5.3,1,0,0
Maxence Lacroix,DEF,Crystal Palace,4.5,0,0,12,0,0.6,650,0.04,0.04,0.0,0.67,300,1,0,3.9,36.0,2025-04-02T18:45:00Z,90,17,0,0,0,0,30,0,123178,1,1,1,2.0,2,13529,20755,7226,45,False,0,2024-25,30,4.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,DEF,maxence lacroix,2,90.0,89.0,5.666666666666667,5.6,0.1759999999999991,0.15799999999999986,0.018000000000000023,0.6,0.0,89.6,1.0,6.333333333333334,3.15,6.279999999999996,5.81,1,0,0
Mitoma Kaoru,MID,Brighton,1.7,0,0,15,0,16.3,136,0.04,0.29,0.25,1.25,293,3,0,7.4,17.4,2025-04-02T18:45:00Z,90,2,0,0,0,0,30,0,1058423,1,3,0,40.0,2,-85320,45076,130396,65,True,0,2024-25,30,6.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,MID,mitoma kaoru,2,85.66666666666667,85.0,1.6666666666666667,4.6,0.48599999999999915,0.43599999999999983,0.050000000000000086,0.4,0.0,85.4,1.0,3.9333333333333336,4.55,5.429999999999996,5.3,1,0,0
