name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Bryan Mbeumo,MID,Man Utd,2.0,0,0,8,0,43.7,119,0.31,0.31,0.0,1.76,17,1,0,5.8,6.2,2025-08-24T15:30:00Z,90,10,0,0,0,0,2,0,1549781,1,1,1,8.0,2,54652,171840,117188,80,False,0,2025-26,2,8.0,False,,,,,,,,0.0,2.0,2.0,0.0,MID,bryan mbeumo,3,90.0,90.0,5.0,5.2,0.5039999999999998,0.38399999999999995,0.12000000000000025,0.2,0.0,90.0,1.0,7.2,5.6,5.519999999999999,5.27,1,0,0
Chris Wood,FWD,Nott'm Forest,7.5,0,0,3,0,11.0,525,0.06,0.29,0.23,1.1,15,1,0,2.0,0.0,2025-08-24T13:00:00Z,87,8,0,0,0,0,2,0,2184516,1,1,1,13.0,2,574932,667275,92343,76,False,0,2025-26,2,7.6,False,,,,,,,,0.0,0.0,0.0,0.0,FWD,chris wood,3,86.0,87.6,5.666666666666667,5.4,0.6559999999999997,0.6180000000000001,0.03800000000000018,0.0,0.0,86.64,1.0,7.573333333333334,5.319999999999999,6.2799999999999985,5.68,1,0,0
Daniel Muñoz Mejía,DEF,Crystal Palace,5.0,1,0,18,0,24.2,256,0.32,0.32,0.0,0.93,15,1,0,5.4,28.2,2025-08-24T13:00:00Z,90,16,0,0,0,0,2,0,940645,1,1,1,2.0,5,28682,79742,51060,55,True,0,2025-26,2,5.5,False,,,,,,,,1.0,1.0,5.0,0.0,DEF,daniel muñoz mejía,3,90.0,90.0,3.0,4.5,0.19999999999999962,0.10250000000000001,0.09750000000000011,0.5,0.0,90.0,1.0,4.6000000000000005,3.8499999999999996,5.999999999999998,5.21,1,0,0
David Raya Martín,GK,Arsenal,9.0,0,0,28,1,0.0,1,0.0,0.0,0.0,0.17,11,0,0,1.3,13.4,2025-08-23T16:30:00Z,90,11,0,0,0,0,2,1,2284634,1,0,5,0.0,6,218659,277339,58680,55,True,0,2025-26,2,5.5,False,,,,,,,,0.0,0.0,3.0,0.0,GK,david raya martín,3,90.0,90.0,8.5,5.0,0.004999999999999556,0.0,0.005000000000000111,0.5,3.75,90.0,1.0,9.0,3.8499999999999996,5.024999999999998,5.69,1,0,0
Ezri Konsa Ngoyo,DEF,Aston Villa,0.0,0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,5,0,0,0,0,2,0,1707950,0,0,1,0.0,0,-517663,19195,536858,45,False,0,2025-26,2,4.5,False,,,,,,,,0.0,0.0,0.0,0.0,DEF,ezri konsa ngoyo,3,81.66666666666667,85.0,6.333333333333333,6.0,0.09799999999999964,0.06999999999999973,0.028000000000000164,0.8,0.0,83.0,1.0,6.866666666666666,3.15,6.689999999999999,5.12,1,0,0
Fabian Schär,DEF,Newcastle,4.0,0,0,5,0,0.3,474,0.0,0.0,0.0,0.33,19,2,0,2.2,15.2,2025-08-25T19:00:00Z,80,12,0,0,0,0,2,0,309304,1,3,2,6.0,1,11378,29123,17745,55,True,0,2025-26,2,5.5,False,,,,,,,,5.0,8.0,3.0,3.0,DEF,fabian schär,3,90.0,90.0,3.6666666666666665,4.4,0.3719999999999996,0.33399999999999974,0.03800000000000017,0.4,0.0,90.0,1.0,5.133333333333334,3.8499999999999996,6.459999999999997,6.25,1,1,0
Ismaïla Sarr,MID,Crystal Palace,5.5,0,1,20,0,2.8,267,0.04,0.59,0.55,0.93,15,1,1,5.6,36.0,2025-08-24T13:00:00Z,90,16,0,0,0,0,2,0,493698,1,1,1,17.0,8,-38601,27142,65743,65,True,0,2025-26,2,6.5,False,,,,,,,,0.0,4.0,2.0,2.0,MID,ismaïla sarr,3,80.66666666666667,81.8,5.666666666666667,5.0,0.6839999999999994,0.4479999999999997,0.23600000000000007,0.4,0.0,81.12,1.0,7.133333333333335,4.55,6.419999999999996,5.89,1,0,0
Marco Bizot,GK,Aston Villa,3.5,0,0,0,0,0.0,33,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,5,0,0,0,0,2,0,105709,0,0,1,0.0,0,35734,51388,15654,45,False,0,2025-26,2,4.5,False,,,,,,,,0.0,0.0,0.0,0.0,GK,marco bizot,3,90.0,77.0,5.0,3.25,0.1374999999999989,0.06249999999999989,0.07500000000000002,0.75,0.75,84.8,1.0,5.8,3.15,6.687499999999995,5.52,0,0,0
Mason Mount,MID,Man Utd,2.5,0,0,10,1,28.5,455,0.19,0.19,0.0,1.06,17,0,0,4.1,6.4,2025-08-24T15:30:00Z,68,10,0,0,0,0,2,0,32207,1,1,1,6.0,3,149,4964,4815,60,False,0,2025-26,2,6.0,False,,,,,,,,0.0,3.0,1.0,2.0,MID,mason mount,3,66.0,62.4,2.6666666666666665,3.0,0.4999999999999992,0.40199999999999997,0.09800000000000002,0.4,0.0,64.56,0.807,4.533333333333333,3.3893999999999997,5.4999999999999964,4.51,0,0,0
Mohamed Salah,MID,Liverpool,7.0,1,0,24,0,28.3,381,0.21,0.21,0.0,0.93,19,2,0,5.5,21.0,2025-08-25T19:00:00Z,90,15,0,0,0,0,2,0,5757761,1,3,2,6.0,5,1223,150654,149431,145,False,0,2025-26,2,14.5,False,,,,,,,,1.0,2.0,1.0,0.0,MID,mohamed salah,3,90.0,90.0,6.666666666666667,4.8,0.579999999999999,0.3219999999999999,0.258,0.0,0.0,90.0,1.0,11.133333333333335,10.149999999999999,5.899999999999995,6.13,1,0,1
