name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Antoine Semenyo,MID,Bournemouth,9.7,1,0,7,0,3.0,82,0.03,0.16,0.13,4.44,73,3,0,3.7,6.6,2025-10-18T14:00:00Z,90,8,0,0,0,0,8,0,7634441,1,3,3,27.0,4,800105,820587,20482,80,False,1,2025-26,8,8.0,False,,,,,,,,1.0,5.0,3.0,1.0,MID,antoine semenyo,3,90.0,90.0,10.0,9.0,0.4679999999999998,0.41200000000000003,0.05600000000000018,0.4,0.0,90.0,1.0,11.2,5.6,5.339999999999999,5.49,1,0,0
Bruno Borges Fernandes,MID,Man Utd,2.3,1,3,27,0,44.8,449,0.12,0.32,0.2,2.44,75,1,0,8.3,29.2,2025-10-19T15:30:00Z,84,12,0,0,0,0,8,0,2032709,1,2,1,9.0,8,-375032,40705,415737,90,False,0,2025-26,8,9.0,False,,,,,,,,2.0,8.0,5.0,1.0,MID,bruno borges fernandes,3,88.66666666666667,89.2,4.0,4.8,0.7359999999999997,0.5439999999999999,0.19200000000000023,0.2,0.0,88.88,1.0,6.800000000000001,6.3,6.679999999999998,6.6,1,0,1
Daniel Muñoz Mejía,DEF,Crystal Palace,6.7,2,1,28,0,22.4,256,0.57,0.61,0.04,2.03,73,3,0,8.3,39.4,2025-10-18T14:00:00Z,90,4,0,0,0,0,8,0,1561887,1,3,3,21.0,10,49594,110069,60475,56,True,0,2025-26,8,5.6,False,,,,,,,,6.0,11.0,3.0,5.0,DEF,daniel muñoz mejía,3,90.0,90.0,4.0,5.2,0.3279999999999997,0.158,0.17000000000000007,0.4,0.0,90.0,1.0,5.4399999999999995,3.9199999999999995,6.239999999999998,5.44,1,0,0
Enzo Fernández,MID,Chelsea,3.2,0,0,0,0,0.0,237,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2025-10-18T11:30:00Z,0,16,0,0,0,0,8,0,1791870,0,3,0,0.0,0,64893,304636,239743,67,False,0,2025-26,8,6.7,False,,,,,,,,0.0,0.0,0.0,0.0,MID,enzo fernández,3,90.0,90.0,4.0,5.6,0.6239999999999998,0.5459999999999998,0.07800000000000018,0.2,0.0,90.0,1.0,5.880000000000001,4.6899999999999995,6.119999999999999,6.19,1,0,0
Erling Haaland,FWD,Man City,12.8,0,3,62,1,1.9,430,0.02,1.0,0.98,0.81,76,0,2,16.4,77.4,2025-10-18T14:00:00Z,90,9,0,0,0,0,8,0,7826831,1,0,2,85.0,13,707569,717731,10162,146,True,0,2025-26,8,14.6,False,,,,,,,,2.0,4.0,2.0,0.0,FWD,erling haaland,3,85.0,86.2,11.0,11.0,1.0899999999999996,1.0359999999999998,0.05400000000000018,0.6,0.0,85.48,1.0,14.0,10.219999999999999,8.45,8.77,1,1,0
Iliman Ndiaye,MID,Everton,3.8,0,0,20,0,26.7,299,0.56,0.6,0.04,1.52,76,2,0,7.0,20.4,2025-10-18T14:00:00Z,85,13,0,0,0,0,8,0,1271587,1,0,2,23.0,4,-49774,72776,122550,65,False,0,2025-26,8,6.5,False,,,,,,,,2.0,17.0,11.0,4.0,MID,iliman ndiaye,3,85.0,87.0,5.0,5.4,0.4899999999999993,0.2859999999999997,0.2040000000000001,0.2,0.0,85.80000000000001,1.0,6.6,4.55,5.449999999999997,4.82,1,0,0
Jean-Philippe Mateta,FWD,Crystal Palace,7.0,0,3,66,0,9.1,283,0.03,3.7,3.67,2.03,73,3,3,25.1,103.8,2025-10-18T14:00:00Z,90,4,0,0,0,0,8,0,1212931,1,3,3,138.0,17,-9499,129530,139029,75,True,0,2025-26,8,7.5,False,,,,,,,,0.0,4.0,2.0,2.0,FWD,jean-philippe mateta,3,83.0,84.6,3.3333333333333335,3.4,0.8339999999999993,0.7459999999999998,0.08800000000000019,0.6,0.0,83.63999999999999,1.0,5.666666666666667,5.25,7.169999999999996,6.22,1,0,0
Jurriën Timber,DEF,Arsenal,6.8,0,0,27,1,31.8,8,0.15,0.15,0.0,0.44,74,0,0,5.5,16.8,2025-10-18T16:30:00Z,90,10,0,0,0,0,8,0,2468281,1,1,0,6.0,6,509451,553581,44130,59,False,0,2025-26,8,5.9,False,,,,,,,,2.0,4.0,5.0,2.0,DEF,jurriën timber,3,86.33333333333333,87.8,4.666666666666667,4.8,0.2879999999999993,0.2159999999999997,0.07200000000000009,0.4,0.0,86.91999999999999,1.0,6.093333333333334,4.13,6.039999999999997,5.41,1,0,0
Lucas Tolentino Coelho de Lima,MID,West Ham,2.3,0,0,6,0,6.6,612,0.08,0.12,0.04,2.31,80,2,0,1.8,8.0,2025-10-20T19:00:00Z,90,5,0,0,0,0,8,0,372394,1,2,0,3.0,2,13215,65129,51914,59,True,0,2025-26,8,5.9,False,,,,,,,,3.0,9.0,4.0,2.0,MID,lucas tolentino coelho de lima,3,90.0,85.4,2.0,3.6,0.43599999999999917,0.2979999999999999,0.138,0.2,0.0,88.16,1.0,3.9600000000000004,4.13,5.179999999999996,4.7,0,0,0
Martin Dúbravka,GK,Burnley,4.0,0,2,32,1,0.0,470,0.0,0.0,0.0,2.63,72,0,0,3.3,32.6,2025-10-18T14:00:00Z,90,11,0,0,0,0,8,4,4185019,1,0,2,0.0,9,25111,85544,60433,40,True,0,2025-26,8,4.0,False,,,,,,,,3.0,0.0,7.0,0.0,GK,martin dúbravka,3,90.0,90.0,2.3333333333333335,2.4,0.0,0.0,0.0,0.0,5.0,90.0,1.0,3.466666666666667,2.8,3.0,4.24,0,0,0
