name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Bruno Guimarães Rodriguez Moura,MID,Newcastle,0.0,0,0,17,1,50.8,488,0.44,0.59,0.15,0.29,220,0,0,9.9,21.4,2026-01-18T14:00:00Z,90,20,0,0,0,0,22,0,3044261,1,0,0,27.0,3,542225,581781,39556,72,False,0,2025-26,22,7.2,False,,,,,,,,1.0,6.0,2.0,3.0,MID,bruno guimarães rodriguez moura,3,90.0,90.0,10.333333333333334,7.0,0.5339999999999997,0.31999999999999995,0.2140000000000002,0.2,0.0,90.0,1.0,11.146666666666668,5.04,5.669999999999998,5.22,1,0,0
Caoimhín Kelleher,GK,Brentford,0.0,0,0,0,0,0.0,101,0.0,0.0,0.0,1.59,213,2,0,0.0,0.0,2026-01-17T15:00:00Z,90,7,0,0,0,0,22,0,1271025,1,0,2,0.0,1,96678,126409,29731,46,False,0,2025-26,22,4.6,False,,,,,,,,1.0,0.0,6.0,0.0,GK,caoimhín kelleher,3,90.0,90.0,7.0,7.6,0.0039999999999995785,0.0,0.0040000000000002,0.6,3.8,90.0,1.0,7.44,3.2199999999999998,5.419999999999998,5.82,1,0,0
Enzo Le Fée,MID,Sunderland,0.0,0,1,30,0,17.7,547,0.12,0.6,0.48,0.61,218,1,1,8.4,40.8,2026-01-17T15:00:00Z,90,8,0,0,0,0,22,0,125615,1,1,2,25.0,8,-1002,12503,13505,49,True,0,2025-26,22,4.9,False,,,,,,,,1.0,7.0,4.0,2.0,MID,enzo le fée,3,90.0,90.0,3.0,2.6,0.5179999999999998,0.2539999999999998,0.2640000000000002,0.4,0.0,90.0,1.0,4.36,3.43,5.589999999999999,5.09,0,0,0
Erling Haaland,FWD,Man City,0.0,0,0,7,0,1.6,430,0.0,0.13,0.13,2.11,216,2,0,1.3,0.0,2026-01-17T12:30:00Z,79,14,0,0,0,0,22,0,9515178,1,0,2,12.0,2,8887,42345,33458,151,False,0,2025-26,22,15.1,False,,,,,,,,0.0,1.0,1.0,0.0,FWD,erling haaland,3,90.0,90.0,3.3333333333333335,5.6,0.7419999999999997,0.6939999999999997,0.04800000000000019,0.4,0.0,90.0,1.0,8.706666666666667,10.569999999999999,6.709999999999998,7.21,1,0,1
Ferdi Kadıoğlu,DEF,Brighton,0.0,0,0,13,0,25.5,148,0.03,0.08,0.05,1.33,212,1,0,5.5,18.6,2026-01-19T20:00:00Z,88,4,0,0,0,0,22,0,43841,1,1,1,11.0,2,5070,8027,2957,44,True,0,2025-26,22,4.4,False,,,,,,,,2.0,5.0,2.0,3.0,DEF,ferdi kadıoğlu,3,90.0,90.0,5.0,4.4,0.2739999999999996,0.07399999999999973,0.20000000000000018,0.4,0.0,90.0,1.0,5.76,3.08,5.969999999999997,4.91,1,0,0
Florian Wirtz,MID,Liverpool,0.0,0,3,33,0,49.4,382,0.59,1.11,0.52,0.4,215,1,1,16.6,53.8,2026-01-17T15:00:00Z,90,3,0,0,0,0,22,0,1509937,1,1,1,63.0,10,162965,202136,39171,82,True,0,2025-26,22,8.2,False,,,,,,,,1.0,2.0,1.0,0.0,MID,florian wirtz,3,76.66666666666667,82.0,5.333333333333333,6.8,0.6139999999999997,0.38799999999999973,0.22600000000000015,0.4,0.0,78.80000000000001,0.9850000000000001,7.546666666666667,5.6539,6.0699999999999985,5.39,1,0,0
Jurriën Timber,DEF,Arsenal,0.0,0,0,17,1,2.2,8,0.02,0.12,0.1,0.34,217,0,0,0.9,0.4,2026-01-17T17:30:00Z,90,16,0,0,0,0,22,0,3596176,1,0,0,6.0,5,105007,211829,106822,63,False,1,2025-26,22,6.3,False,,,,,,,,2.0,2.0,1.0,0.0,DEF,jurriën timber,3,87.33333333333333,70.4,6.0,4.8,0.17399999999999927,0.1519999999999997,0.022000000000000082,0.6,0.0,80.56,1.0,7.32,4.409999999999999,6.269999999999996,5.77,1,0,0
Keane Lewis-Potter,DEF,Brentford,0.0,0,0,2,0,0.8,107,0.02,0.07,0.05,0.0,213,0,0,0.8,0.2,2026-01-17T15:00:00Z,8,7,0,0,0,0,22,0,310716,0,0,2,7.0,1,9480,35829,26349,49,False,0,2025-26,22,4.9,False,,,,,,,,0.0,0.0,1.0,0.0,DEF,keane lewis-potter,3,58.666666666666664,70.8,4.0,7.0,0.26999999999999935,0.1659999999999998,0.10400000000000005,0.6,0.0,63.519999999999996,0.7939999999999999,5.16,2.72342,6.7499999999999964,5.73,1,0,0
Kevin Schade,MID,Brentford,0.0,0,0,2,0,1.7,120,0.02,0.61,0.59,1.59,213,2,0,5.9,2.2,2026-01-17T15:00:00Z,81,7,0,0,0,0,22,0,340532,1,0,2,55.0,1,19211,61274,42063,71,False,1,2025-26,22,7.1,False,,,,,,,,1.0,3.0,2.0,0.0,MID,kevin schade,3,77.33333333333333,82.4,5.0,7.6,0.9659999999999995,0.8739999999999999,0.092,0.8,0.0,79.36,0.992,6.84,4.9302399999999995,7.829999999999997,8.03,1,1,0
Morgan Gibbs-White,MID,Nott'm Forest,0.0,0,0,6,1,5.2,515,0.02,0.13,0.11,2.1,217,0,0,1.4,7.0,2026-01-17T17:30:00Z,90,1,0,0,0,0,22,0,373585,1,0,0,2.0,3,-4300,16742,21042,73,True,0,2025-26,22,7.3,False,,,,,,,,3.0,4.0,0.0,1.0,MID,morgan gibbs-white,3,90.0,86.4,6.333333333333333,4.6,0.47799999999999887,0.38999999999999996,0.08800000000000004,0.0,0.0,88.56,1.0,7.986666666666666,5.109999999999999,5.389999999999994,5.12,1,0,0
Ollie Watkins,FWD,Aston Villa,0.0,0,0,3,0,4.6,64,0.03,0.13,0.1,0.51,211,1,0,2.1,0.0,2026-01-18T16:30:00Z,90,9,0,0,0,0,22,0,1767365,1,1,0,17.0,2,51218,169493,118275,88,True,0,2025-26,22,8.8,False,,,,,,,,0.0,1.0,1.0,0.0,FWD,ollie watkins,3,87.33333333333333,73.6,4.666666666666667,6.2,0.8399999999999987,0.8059999999999998,0.03399999999999993,0.2,0.0,81.84,1.0,7.253333333333334,6.16,7.199999999999994,6.59,1,0,0
Omar Alderete,DEF,Sunderland,0.0,0,0,7,0,1.1,683,0.01,0.08,0.07,0.61,218,1,0,1.6,14.0,2026-01-17T15:00:00Z,90,8,0,0,0,0,22,0,840007,1,1,2,1.0,1,35435,64586,29151,41,True,1,2025-26,22,4.1,False,,,,,,,,7.0,8.0,1.0,1.0,DEF,omar alderete,3,87.33333333333333,88.4,3.3333333333333335,4.0,0.12599999999999884,0.09599999999999982,0.03199999999999994,0.4,0.0,87.76,1.0,4.306666666666667,2.8699999999999997,5.229999999999994,4.35,0,0,0
