name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Antoine Semenyo,MID,Man City,8.7,0,0,28,0,16.4,82,0.02,0.25,0.23,0.97,287,2,1,8.5,43.0,2026-03-04T19:30:00Z,90,16,0,0,0,0,29,0,7334400,1,2,2,26.0,7,375520,387589,12069,82,True,0,2025-26,29,8.2,False,,,,,,,,2.0,8.0,5.0,1.0,MID,antoine semenyo,3,88.66666666666667,89.2,8.666666666666666,7.0,0.5659999999999997,0.508,0.05800000000000018,0.4,0.0,88.88,1.0,10.213333333333333,5.739999999999999,5.829999999999998,6.12,1,0,1
Bruno Borges Fernandes,MID,Man Utd,8.2,1,3,36,0,103.7,449,1.25,1.28,0.03,2.48,288,2,0,14.4,35.0,2026-03-04T20:15:00Z,90,15,0,0,0,0,29,0,5172151,1,1,2,5.0,8,275653,295335,19682,100,False,0,2025-26,29,10.0,False,,,,,,,,1.0,10.0,6.0,3.0,MID,bruno borges fernandes,3,90.0,90.0,5.666666666666667,7.4,0.6239999999999997,0.32199999999999995,0.3020000000000002,0.4,0.0,90.0,1.0,8.533333333333335,7.0,6.119999999999998,5.71,1,0,0
Cole Palmer,MID,Chelsea,4.8,0,2,38,0,29.0,235,0.28,0.43,0.15,0.53,281,1,1,10.7,47.8,2026-03-04T19:30:00Z,84,2,0,0,0,0,29,0,2068223,1,4,1,30.0,9,-42865,69995,112860,106,False,0,2025-26,29,10.6,False,,,,,,,,3.0,11.0,7.0,1.0,MID,cole palmer,3,83.0,79.8,5.333333333333333,7.6,1.0759999999999996,0.9119999999999999,0.16400000000000012,0.2,0.0,81.72,1.0,8.506666666666668,7.419999999999999,8.379999999999999,8.48,1,1,0
Crysencio Summerville,MID,West Ham,5.0,0,3,40,1,17.3,615,0.38,0.51,0.13,0.89,285,0,1,8.0,43.8,2026-03-04T19:30:00Z,90,10,0,0,0,0,29,0,372822,1,1,0,19.0,11,-26183,20066,46249,57,False,0,2025-26,29,5.7,False,,,,,,,,2.0,9.0,6.0,1.0,MID,crysencio summerville,3,89.66666666666667,89.8,2.3333333333333335,5.0,0.5299999999999996,0.41400000000000003,0.11600000000000013,0.6,0.0,89.72,1.0,4.146666666666667,3.9899999999999998,5.649999999999998,5.74,1,0,0
Daniel Muñoz Mejía,DEF,Crystal Palace,3.0,0,0,3,0,0.1,256,0.0,0.05,0.05,0.04,289,0,0,0.8,2.4,2026-03-05T20:00:00Z,13,18,0,0,0,0,29,0,1077343,1,3,1,5.0,1,-201,29011,29212,59,False,0,2025-26,29,5.9,False,,,,,,,,1.0,2.0,1.0,1.0,DEF,daniel muñoz mejía,3,83.66666666666667,86.2,3.6666666666666665,3.6,0.2959999999999997,0.032,0.2640000000000001,0.4,0.0,84.68,1.0,5.293333333333334,4.13,6.079999999999998,4.94,0,0,0
Dean Henderson,GK,Crystal Palace,5.8,0,0,13,0,0.0,253,0.0,0.0,0.0,1.58,289,1,0,2.7,27.4,2026-03-05T20:00:00Z,90,18,0,0,0,0,29,3,1001643,1,3,1,0.0,3,29307,41601,12294,50,False,0,2025-26,29,5.0,False,,,,,,,,3.0,0.0,4.0,0.0,GK,dean henderson,3,90.0,90.0,6.666666666666667,6.0,0.0039999999999996445,0.0,0.0040000000000000886,0.4,3.8,90.0,1.0,7.333333333333334,3.5,4.619999999999998,4.98,1,0,0
El Hadji Malick Diouf,DEF,West Ham,6.0,0,0,20,1,1.1,603,0.01,0.01,0.0,0.89,285,0,0,1.6,10.8,2026-03-04T19:30:00Z,90,10,0,0,0,0,29,0,266757,1,1,0,4.0,6,34936,40340,5404,40,False,0,2025-26,29,4.0,False,,,,,,,,4.0,4.0,4.0,0.0,DEF,el hadji malick diouf,3,86.0,83.2,6.0,5.6,0.18799999999999967,0.01399999999999987,0.17400000000000015,0.6,0.0,84.88,1.0,6.4,2.8,6.339999999999998,5.3,1,0,0
Hugo Ekitiké,FWD,Liverpool,6.2,0,0,8,0,26.6,661,0.39,0.45,0.06,0.44,290,2,0,5.1,5.2,2026-03-03T20:15:00Z,90,20,0,0,0,0,29,0,4456510,1,1,2,19.0,2,843455,853745,10290,91,False,0,2025-26,29,9.1,False,,,,,,,,1.0,6.0,4.0,1.0,FWD,hugo ekitiké,3,84.0,85.0,6.333333333333333,6.8,0.6839999999999993,0.6179999999999997,0.06600000000000011,0.4,0.0,84.4,1.0,8.706666666666667,6.369999999999999,6.419999999999996,5.75,1,0,0
Ismaïla Sarr,MID,Crystal Palace,5.2,0,3,42,0,1.4,267,0.01,1.17,1.16,1.58,289,1,2,12.1,75.8,2026-03-05T20:00:00Z,90,18,0,0,0,0,29,0,443075,1,3,1,44.0,15,-25700,11558,37258,63,False,0,2025-26,29,6.3,False,,,,,,,,3.0,5.0,1.0,1.0,MID,ismaïla sarr,3,90.0,89.4,2.0,4.2,0.4899999999999993,0.46999999999999964,0.020000000000000066,0.4,0.0,89.76,1.0,4.12,4.409999999999999,5.449999999999997,5.66,1,0,0
José Malheiro de Sá,GK,Wolves,4.2,0,0,20,0,0.0,628,0.0,0.0,0.0,1.83,290,1,0,3.0,29.8,2026-03-03T20:15:00Z,90,12,0,0,0,0,29,5,161545,1,1,2,0.0,3,4919,7116,2197,42,True,0,2025-26,29,4.2,False,,,,,,,,5.0,0.0,15.0,0.0,GK,josé malheiro de sá,3,90.0,90.0,3.6666666666666665,5.0,0.0,0.0,0.0,0.4,4.2,90.0,1.0,4.613333333333333,2.94,4.6,4.89,0,0,0
João Pedro Junqueira de Jesus,FWD,Chelsea,9.8,1,3,92,0,10.8,249,0.0,2.61,2.61,0.53,281,1,3,23.9,118.6,2026-03-04T19:30:00Z,84,2,0,0,0,0,29,0,5865824,1,4,1,110.0,19,-82031,129840,211871,76,False,1,2025-26,29,7.6,False,,,,,,,,0.0,3.0,1.0,2.0,FWD,joão pedro junqueira de jesus,3,86.33333333333333,75.6,6.333333333333333,7.4,0.7439999999999992,0.6759999999999997,0.06800000000000009,0.2,0.0,82.03999999999999,1.0,8.106666666666666,5.319999999999999,6.719999999999996,5.78,1,0,0
Marc Guéhi,DEF,Man City,4.5,0,0,4,0,5.3,260,0.02,0.26,0.24,0.97,287,2,0,2.8,15.2,2026-03-04T19:30:00Z,90,16,0,0,0,0,29,0,4868843,1,2,2,7.0,1,96119,135810,39691,52,True,0,2025-26,29,5.2,False,,,,,,,,3.0,3.0,4.0,0.0,DEF,marc guéhi,3,90.0,90.0,5.0,4.2,0.23999999999999916,0.16999999999999998,0.07000000000000002,0.4,0.0,90.0,1.0,6.08,3.6399999999999997,5.799999999999995,5.11,0,0,0
Nico O'Reilly,DEF,Man City,7.1,0,0,0,0,0.0,411,0.0,0.0,0.0,0.0,287,0,0,0.0,0.0,2026-03-04T19:30:00Z,0,16,0,0,0,0,29,0,1242930,0,2,2,0.0,0,-6187,77514,83701,51,True,0,2025-26,29,5.1,False,,,,,,,,0.0,0.0,0.0,0.0,DEF,nico o'reilly,3,83.0,85.8,12.0,7.8,0.2879999999999989,0.24999999999999992,0.03799999999999996,0.4,0.0,84.12,1.0,11.64,3.5699999999999994,6.039999999999994,5.46,1,0,0
Raúl Jiménez Rodríguez,FWD,Fulham,3.8,0,0,7,0,1.0,337,0.04,0.2,0.16,0.95,285,0,0,0.8,3.0,2026-03-04T19:30:00Z,59,19,0,0,0,0,29,0,395339,1,1,0,4.0,1,67066,83978,16912,61,True,0,2025-26,29,6.1,False,,,,,,,,0.0,4.0,2.0,2.0,FWD,raúl jiménez rodríguez,3,65.0,71.8,4.666666666666667,5.0,0.765999999999999,0.738,0.02799999999999997,0.4,0.0,67.72,0.8465,6.173333333333334,3.6145549999999997,6.829999999999995,5.22,0,0,0
Virgil van Dijk,DEF,Liverpool,10.0,0,0,6,0,15.0,373,0.23,0.66,0.43,0.44,290,2,0,6.5,23.6,2026-03-03T20:15:00Z,90,20,0,0,0,0,29,0,4213157,1,1,2,26.0,1,455777,464391,8614,61,False,0,2025-26,29,6.1,False,,,,,,,,5.0,5.0,5.0,0.0,DEF,virgil van dijk,3,90.0,90.0,11.666666666666666,7.8,0.271999999999999,0.23399999999999999,0.03800000000000002,0.4,0.0,90.0,1.0,11.773333333333333,4.27,5.9599999999999955,5.52,1,0,0
