name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season,gw,price,modified,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles,pos,clean_name,s_idx,roll_mins_3,roll_mins_5,roll_pts_3,roll_pts_5,roll_xgi_5,roll_xg_5,roll_xa_5,roll_cs_5,roll_saves_5,exp_mins,p_start,xp_baseline_pts,xp_baseline_price,xp_baseline_xgi,xp_ennovera,starting_xi,is_captain,is_vice_captain
Adrien Truffert,DEF,Bournemouth,0.0,1,0,17,0,27.8,74,0.19,0.19,0.0,1.67,363,1,0,6.7,33.2,2026-05-19T18:30:00Z,90,13,0,0,0,0,37,0,608214,1,1,1,6.0,4,2948,33119,30171,47,True,1,2025-26,37,4.7,False,,,,,,,,2.0,6.0,3.0,4.0,DEF,adrien truffert,3,90.0,90.0,6.333333333333333,6.6,0.24999999999999986,0.184,0.066,0.4,0.0,90.0,1.0,6.946666666666666,3.29,5.85,5.2,1,0,0
Bruno Borges Fernandes,MID,Man Utd,0.0,2,1,42,0,106.8,449,0.88,1.07,0.19,1.88,368,2,0,17.8,37.0,2026-05-17T11:30:00Z,90,16,0,0,0,0,37,0,6246045,1,2,3,34.0,9,24021,66843,42822,104,True,0,2025-26,37,10.4,False,,,,,,,,0.0,2.0,0.0,2.0,MID,bruno borges fernandes,3,90.0,90.0,4.333333333333333,4.6,0.48599999999999977,0.041999999999999954,0.44400000000000023,0.4,0.0,90.0,1.0,7.626666666666667,7.279999999999999,5.429999999999999,5.72,1,0,0
David Raya Martín,GK,Arsenal,0.0,0,0,20,1,0.0,1,0.01,0.01,0.0,0.19,361,0,0,0.2,2.2,2026-05-18T19:00:00Z,90,3,0,0,0,0,37,0,4755793,1,0,1,0.0,6,116618,140005,23387,61,True,0,2025-26,37,6.1,False,,,,,,,,0.0,0.0,5.0,0.0,GK,david raya martín,3,90.0,90.0,8.333333333333334,5.4,0.0,0.0,0.0,0.6,2.0,90.0,1.0,9.106666666666667,4.27,5.4,5.88,1,0,0
Dominic Calvert-Lewin,FWD,Leeds,0.0,0,2,33,1,1.9,691,0.02,0.09,0.07,3.06,367,0,1,6.0,37.0,2026-05-17T14:00:00Z,90,6,0,0,0,0,37,0,1721312,1,0,1,21.0,7,41966,110455,68489,58,True,1,2025-26,37,5.8,False,,,,,,,,2.0,3.0,1.0,0.0,FWD,dominic calvert-lewin,3,90.0,90.0,5.0,4.6,0.7439999999999998,0.734,0.010000000000000134,0.2,0.0,90.0,1.0,6.32,4.06,6.719999999999999,6.27,1,0,1
Enzo Le Fée,MID,Sunderland,0.0,1,3,50,0,17.7,547,0.29,0.41,0.12,1.04,366,1,1,9.1,53.8,2026-05-17T14:00:00Z,90,9,0,0,0,0,37,0,187982,1,3,1,19.0,13,-5769,7181,12950,48,False,0,2025-26,37,4.8,False,,,,,,,,0.0,9.0,7.0,2.0,MID,enzo le fée,3,90.0,90.0,3.0,4.2,0.4059999999999997,0.08799999999999977,0.31800000000000017,0.4,0.0,90.0,1.0,4.32,3.36,5.0299999999999985,4.18,0,0,0
Erling Haaland,FWD,Man City,0.0,0,3,36,0,14.8,430,0.52,0.75,0.23,1.99,363,1,1,9.3,42.8,2026-05-19T18:30:00Z,90,4,0,0,0,0,37,0,8439401,1,1,1,35.0,9,22040,68148,46108,147,False,0,2025-26,37,14.7,False,,,,,,,,3.0,5.0,2.0,0.0,FWD,erling haaland,3,60.0,72.0,6.0,6.2,0.7679999999999996,0.7259999999999998,0.04200000000000019,0.4,0.0,64.8,0.8099999999999999,10.68,8.3349,6.839999999999998,5.81,1,0,0
Ferdi Kadıoğlu,DEF,Brighton,0.0,0,0,13,0,38.6,148,0.66,0.67,0.01,0.39,367,1,0,8.2,16.2,2026-05-17T14:00:00Z,90,11,0,0,0,0,37,0,184455,1,0,1,27.0,2,11228,21086,9858,44,False,0,2025-26,37,4.4,False,,,,,,,,3.0,3.0,1.0,0.0,DEF,ferdi kadıoğlu,3,90.0,90.0,7.333333333333333,5.8,0.12999999999999962,0.08399999999999974,0.04600000000000017,0.6,0.0,90.0,1.0,7.626666666666667,3.08,6.049999999999998,5.36,1,0,0
Gabriel dos Santos Magalhães,DEF,Arsenal,0.0,0,0,22,1,1.1,5,0.04,0.04,0.0,0.19,361,0,0,1.1,6.8,2026-05-18T19:00:00Z,90,3,0,0,0,0,37,0,6041173,1,0,1,3.0,6,128753,140618,11865,73,True,0,2025-26,37,7.3,False,,,,,,,,3.0,4.0,1.0,1.0,DEF,gabriel dos santos magalhães,3,90.0,90.0,8.333333333333334,5.8,0.21999999999999947,0.20799999999999966,0.012000000000000222,0.6,0.0,90.0,1.0,9.586666666666668,5.109999999999999,6.499999999999998,6.49,1,1,0
Gianluigi Donnarumma,GK,Man City,0.0,0,0,6,0,0.0,736,0.0,0.0,0.0,1.99,363,1,0,1.5,15.4,2026-05-19T18:30:00Z,90,4,0,0,0,0,37,2,1213844,1,1,1,0.0,1,-7893,9550,17443,56,False,1,2025-26,37,5.6,False,,,,,,,,2.0,0.0,6.0,0.0,GK,gianluigi donnarumma,3,90.0,90.0,5.0,4.6,0.025999999999999378,0.0,0.02600000000000021,0.6,1.8,90.0,1.0,6.24,3.9199999999999995,5.529999999999997,5.59,0,0,0
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0.0,0,0,0,0,11.8,136,0.05,0.16,0.11,1.72,364,2,0,3.6,10.0,2026-05-17T14:00:00Z,90,8,0,0,0,0,37,0,4252311,1,2,2,14.0,2,54582,146271,91689,73,True,0,2025-26,37,7.3,False,,,,,,,,5.0,7.0,2.0,0.0,FWD,igor thiago nascimento rodrigues,3,90.0,90.0,3.0,4.8,0.6039999999999993,0.5799999999999997,0.024000000000000098,0.4,0.0,90.0,1.0,5.32,5.109999999999999,6.019999999999996,5.57,1,0,0
